Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
245,Qwen2.5-VL-3B,,699.74,72.72,772.46,0.787,122,2,124,1,Yes,yes,Are there less forests than roads?,5.18,5.36,12.07,58.4,8.46,0.0693,4.2284,0.0682,5674,1933,521,37,0.0011,0,0.000,0
246,Qwen2.5-VL-3B,,700.20,72.74,772.94,0.786,124,2,126,0,Yes,no,Are there more water areas than square forests?,5.22,5.48,12.09,58.5,8.46,0.0683,4.2320,0.0672,5674,1933,521,39,0.0012,0,0.000,0
247,Qwen2.5-VL-3B,,700.51,73.22,773.74,0.788,122,2,124,1,Yes,yes,Is a circular water area present?,5.23,5.48,12.08,58.7,8.45,0.0693,4.2271,0.0682,5675,1932,520,37,0.0011,0,0.000,0
248,Qwen2.5-VL-3B,,701.25,73.08,774.33,0.788,124,2,126,0,Yes,no,Are there less grass areas than water areas?,5.20,5.44,12.05,58.4,8.44,0.0681,4.2193,0.0670,5675,1932,520,39,0.0012,0,0.000,0
249,Qwen2.5-VL-3B,,700.61,72.68,773.29,0.788,124,2,126,0,Yes,no,Are there more water areas than nature reserves?,5.23,5.48,11.99,58.6,8.40,0.0677,4.1977,0.0666,5675,1932,520,39,0.0012,0,0.000,0
250,Qwen2.5-VL-3B,,700.12,72.73,772.85,0.787,122,2,124,0,Yes,no,Is a medium water area present?,5.25,5.52,12.00,58.4,8.40,0.0689,4.2005,0.0678,5675,1932,520,37,0.0011,0,0.000,0
251,Qwen2.5-VL-3B,,712.05,73.38,785.42,0.800,128,2,130,1,Yes,yes,Is there a water area on the left of a  road?,5.19,5.48,12.08,58.7,8.47,0.0662,4.2353,0.0652,5675,1932,520,43,0.0013,0,0.000,0
252,Qwen2.5-VL-3B,,701.40,144.88,846.28,0.861,123,3,126,0,10,0,What is the number of square roads?,5.25,5.52,12.03,58.8,9.64,0.0783,3.2117,0.0765,5675,1932,520,126,0.0038,0,0.000,0
253,Qwen2.5-VL-3B,,700.16,72.68,772.84,0.787,121,2,123,1,Yes,yes,Is a medium forest present?,5.13,5.48,11.94,58.7,8.35,0.0690,4.1746,0.0679,5673,1934,520,37,0.0011,0,0.000,0
254,Qwen2.5-VL-3B,,712.17,72.82,784.99,0.799,127,2,129,1,No,no,Is the number of forests equal to the number of roads?,5.19,5.44,12.04,58.5,8.44,0.0664,4.2191,0.0654,5673,1934,520,128,0.0039,0,0.000,0
255,Qwen2.5-VL-3B,,713.61,212.10,925.71,0.940,129,4,133,0,100,10,What is the amount of forests at the bottom of a  road?,5.24,5.52,12.10,58.5,10.90,0.0845,2.7253,0.0820,5673,1934,520,134,0.0041,0,0.000,0
256,Qwen2.5-VL-3B,,700.36,73.20,773.56,0.787,123,2,125,0,1,0,What is the number of large roads?,5.05,5.52,11.92,58.8,8.32,0.0676,4.1589,0.0665,5673,1934,520,40,0.0012,0,0.000,0
257,Qwen2.5-VL-3B,,713.33,73.38,786.71,0.801,129,2,131,1,No,no,Is the number of water areas equal to the number of small roads?,5.22,5.48,12.03,58.5,8.43,0.0653,4.2149,0.0643,5673,1934,520,130,0.0040,0,0.000,0
258,Qwen2.5-VL-3B,,679.75,73.12,752.87,0.767,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,5.22,5.44,12.11,58.7,8.49,0.0663,4.2430,0.0653,5673,1934,520,129,0.0039,0,0.000,0
259,Qwen2.5-VL-3B,,700.16,72.62,772.77,0.787,122,2,124,0,Yes,no,Is there a large water area?,5.13,5.52,11.88,58.5,8.31,0.0681,4.1529,0.0670,5673,1934,520,37,0.0011,0,0.000,0
260,Qwen2.5-VL-3B,,713.25,73.25,786.51,0.801,131,2,133,0,Yes,no,Are there less water areas than water areas on the right of a  forest?,5.21,5.44,11.97,58.5,8.39,0.0641,4.1958,0.0631,5673,1934,520,132,0.0040,0,0.000,0
261,Qwen2.5-VL-3B,,700.36,73.03,773.39,0.788,122,2,124,0,1,0,How many circular roads are there?,5.21,5.48,12.05,58.4,8.43,0.0691,4.2155,0.0680,5673,1934,520,37,0.0011,0,0.000,0
262,Qwen2.5-VL-3B,,700.81,143.92,844.73,0.858,123,3,126,0,10,0,What is the number of rectangular roads?,5.24,5.52,12.02,58.6,9.62,0.0782,3.2070,0.0764,5673,1934,520,126,0.0038,0,0.000,0
263,Qwen2.5-VL-3B,,730.44,72.83,803.27,0.817,139,2,141,0,Yes,no,Is the number of roads equal to the number of forests on the left of a  medium water area in the image?,5.16,5.48,11.97,58.8,9.56,0.0688,4.7815,0.0678,5673,1934,520,140,0.0043,0,0.000,0
264,Qwen2.5-VL-3B,,700.63,72.76,773.39,0.787,124,2,126,1,Yes,yes,Are there less water areas than grass areas?,4.89,5.12,11.56,58.6,8.10,0.0654,4.0518,0.0643,5673,1934,520,39,0.0012,0,0.000,0
265,Qwen2.5-VL-3B,,699.52,72.69,772.21,0.787,123,2,125,0,Yes,no,Are there less forests than water areas?,5.19,5.40,11.89,58.6,8.33,0.0677,4.1651,0.0666,5673,1934,520,38,0.0012,0,0.000,0
266,Qwen2.5-VL-3B,,699.76,73.12,772.89,0.787,123,2,125,0,Yes,no,Are there more water areas than forests?,5.23,5.52,11.98,58.5,8.39,0.0682,4.1927,0.0671,5673,1934,520,38,0.0012,0,0.000,0
267,Qwen2.5-VL-3B,,700.44,73.12,773.56,0.788,122,2,124,0,Yes,no,Is there a medium nature reserve?,5.20,5.44,12.07,58.3,8.45,0.0693,4.2243,0.0681,5673,1934,520,37,0.0011,0,0.000,0
268,Qwen2.5-VL-3B,,712.80,73.32,786.12,0.801,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,5.24,5.52,12.07,58.9,8.46,0.0661,4.2313,0.0651,5673,1934,520,129,0.0039,0,0.000,0
269,Qwen2.5-VL-3B,,701.02,73.10,774.11,0.788,123,2,125,1,1,1,What is the number of square forests?,5.20,5.48,12.07,58.7,8.45,0.0687,4.2274,0.0676,5673,1934,520,38,0.0012,0,0.000,0
270,Qwen2.5-VL-3B,,700.95,73.14,774.09,0.789,124,2,126,0,Yes,no,Are there less roads than circular water areas?,5.21,5.48,12.03,58.6,8.42,0.0679,4.2094,0.0668,5673,1934,520,39,0.0012,0,0.000,0
271,Qwen2.5-VL-3B,,713.38,73.33,786.71,0.801,129,2,131,0,No,yes,Is the number of circular forests equal to the number of water areas?,5.18,5.44,12.05,58.4,8.45,0.0655,4.2227,0.0645,5673,1934,520,130,0.0040,0,0.000,0
272,Qwen2.5-VL-3B,,700.53,144.90,845.43,0.860,122,3,125,0,10,30,How many small roads are there?,5.25,5.52,12.04,58.6,9.64,0.0790,3.2128,0.0771,5673,1934,520,125,0.0038,0,0.000,0
273,Qwen2.5-VL-3B,,700.22,73.24,773.46,0.788,121,2,123,1,Yes,yes,Is a small road present?,5.14,5.48,11.91,58.6,8.33,0.0688,4.1640,0.0677,5673,1934,520,37,0.0011,0,0.000,0
274,Qwen2.5-VL-3B,,700.26,73.14,773.40,0.788,121,2,123,1,No,no,Is there a square road?,5.19,5.48,12.00,58.8,8.41,0.0695,4.2025,0.0683,5673,1934,520,36,0.0011,0,0.000,0
275,Qwen2.5-VL-3B,,713.22,73.43,786.65,0.801,129,2,131,1,No,no,Is the number of roads equal to the number of rectangular water areas?,5.22,5.52,12.06,58.6,8.46,0.0656,4.2322,0.0646,5673,1934,520,130,0.0040,0,0.000,0
276,Qwen2.5-VL-3B,,713.20,73.61,786.81,0.801,127,2,129,0,2,3,How many nature reserves next to a  road are there?,5.21,5.48,11.97,58.5,8.39,0.0661,4.1950,0.0650,5673,1934,520,128,0.0039,0,0.000,0
277,Qwen2.5-VL-3B,,701.12,73.15,774.27,0.788,123,2,125,0,Yes,no,Are there less roads than grass areas?,5.21,5.48,12.05,58.6,8.43,0.0686,4.2164,0.0675,5669,1938,520,38,0.0012,0,0.000,0
278,Qwen2.5-VL-3B,,700.98,73.11,774.08,0.789,124,2,126,0,3,0,What is the number of rectangular grass areas?,5.20,5.48,12.04,58.8,8.43,0.0680,4.2139,0.0669,5669,1938,520,39,0.0012,0,0.000,0
279,Qwen2.5-VL-3B,,701.40,73.02,774.42,0.789,122,2,124,0,Yes,no,Are there more forests than roads?,5.24,5.52,12.02,58.8,8.42,0.0690,4.2095,0.0679,5669,1938,520,37,0.0011,0,0.000,0
280,Qwen2.5-VL-3B,,713.15,73.33,786.47,0.801,128,2,130,0,2,1,What is the number of water areas next to a  forest?,5.20,5.48,12.02,58.6,8.43,0.0658,4.2132,0.0648,5670,1937,520,129,0.0039,0,0.000,0
281,Qwen2.5-VL-3B,,713.15,73.42,786.57,0.801,128,2,130,1,3,3,How many grass areas next to the  water area are there?,5.24,5.48,11.99,58.6,8.40,0.0656,4.1987,0.0646,5670,1937,520,129,0.0039,0,0.000,0
282,Qwen2.5-VL-3B,,701.52,73.15,774.67,0.789,125,2,127,0,Yes,no,Are there more large water areas than medium forests?,5.22,5.52,12.02,58.5,8.42,0.0674,4.2094,0.0663,5670,1937,520,40,0.0012,0,0.000,0
283,Qwen2.5-VL-3B,,699.84,73.04,772.88,0.787,121,2,123,1,No,no,Is there a rectangular road?,5.22,5.32,11.98,58.8,8.40,0.0694,4.1978,0.0683,5670,1937,520,36,0.0011,0,0.000,0
284,Qwen2.5-VL-3B,,700.64,144.85,845.49,0.860,124,3,127,0,10,0,What is the amount of circular nature reserves?,5.25,5.52,12.05,58.7,9.63,0.0777,3.2115,0.0759,5670,1937,520,127,0.0039,0,0.000,0
285,Qwen2.5-VL-3B,,700.67,73.05,773.72,0.788,124,2,126,1,1,1,What is the number of rectangular water areas?,5.11,5.36,11.93,58.6,8.35,0.0673,4.1739,0.0663,5670,1937,520,40,0.0012,0,0.000,0
286,Qwen2.5-VL-3B,,729.10,73.64,802.74,0.816,135,2,137,0,1,no,Is the number of forests equal to the number of water areas on the right of a  road?,5.23,5.52,11.98,58.8,9.58,0.0710,4.7916,0.0700,5670,1937,520,136,0.0042,0,0.000,0
287,Qwen2.5-VL-3B,,712.74,74.05,786.79,0.801,128,2,130,0,3,13,How many forests at the top of a  road are there?,4.96,5.28,11.58,58.7,8.09,0.0632,4.0429,0.0622,5670,1937,520,129,0.0039,0,0.000,0
288,Qwen2.5-VL-3B,,711.87,73.37,785.24,0.800,126,2,128,1,Yes,yes,Is there a nature reserve next to a  road?,5.19,5.44,11.96,58.4,8.38,0.0665,4.1877,0.0654,5670,1937,520,127,0.0039,0,0.000,0
289,Qwen2.5-VL-3B,,700.46,73.07,773.53,0.788,122,2,124,0,Yes,no,Is a circular grass area present?,5.21,5.52,12.02,58.8,8.42,0.0690,4.2107,0.0679,5670,1937,520,37,0.0011,0,0.000,0
290,Qwen2.5-VL-3B,,701.17,73.04,774.22,0.789,123,2,125,1,Yes,yes,Are there less water areas than forests?,5.22,5.52,12.00,58.9,8.40,0.0683,4.1995,0.0672,5663,1944,520,38,0.0012,0,0.000,0
291,Qwen2.5-VL-3B,,700.35,72.75,773.09,0.787,124,2,126,1,Yes,yes,Are there more water areas than rectangular roads?,5.21,5.48,12.01,58.7,8.41,0.0678,4.2046,0.0667,5663,1944,520,39,0.0012,0,0.000,0
292,Qwen2.5-VL-3B,,714.28,73.30,787.58,0.802,131,2,133,1,1,1,What is the number of square water areas at the bottom of a  road?,5.23,5.48,12.01,58.8,9.61,0.0734,4.8069,0.0723,5663,1944,520,132,0.0040,0,0.000,0
293,Qwen2.5-VL-3B,,700.36,73.14,773.49,0.788,124,2,126,0,Yes,no,Are there more medium forests than water areas?,4.85,5.40,11.44,58.5,7.97,0.0643,3.9855,0.0633,5663,1944,520,39,0.0012,0,0.000,0
294,Qwen2.5-VL-3B,,700.87,73.28,774.15,0.789,126,2,128,1,Yes,yes,Are there more roads than large forests in the image?,5.14,5.40,11.96,58.7,8.38,0.0665,4.1886,0.0654,5664,1943,520,41,0.0013,0,0.000,0
295,Qwen2.5-VL-3B,,700.43,73.11,773.54,0.788,122,2,124,1,1,1,How many medium forests are there?,5.23,5.48,12.04,58.8,8.42,0.0691,4.2125,0.0679,5664,1943,520,37,0.0011,0,0.000,0
296,Qwen2.5-VL-3B,,712.52,72.86,785.38,0.799,129,2,131,1,Yes,yes,Is a forest on the right of the  circular water area present?,5.19,5.28,12.02,58.6,8.44,0.0654,4.2180,0.0644,5664,1943,520,130,0.0040,0,0.000,0
297,Qwen2.5-VL-3B,,712.92,74.06,786.99,0.801,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,5.22,5.52,11.99,58.8,8.40,0.0651,4.2006,0.0641,5664,1943,520,130,0.0040,0,0.000,0
298,Qwen2.5-VL-3B,,700.68,72.71,773.39,0.788,124,2,126,1,Yes,yes,Are there less rectangular nature reserves than roads?,5.21,5.48,12.05,58.6,8.44,0.0680,4.2182,0.0670,5665,1942,520,39,0.0012,0,0.000,0
299,Qwen2.5-VL-3B,,700.23,73.11,773.34,0.788,121,2,123,1,Yes,yes,Is a square forest present?,5.22,5.48,12.08,58.6,8.45,0.0699,4.2262,0.0687,5665,1942,520,36,0.0011,0,0.000,0
300,Qwen2.5-VL-3B,,700.63,144.91,845.54,0.868,124,3,127,1,Rural,rural,Is it a rural or an urban area,5.20,5.48,12.05,58.7,9.65,0.0778,3.2159,0.0760,5665,1942,520,127,0.0039,0,0.000,0
301,Qwen2.5-VL-3B,,699.79,72.81,772.60,0.786,121,2,123,1,No,no,Is a rectangular road present?,5.09,5.40,11.95,58.6,8.35,0.0690,4.1746,0.0679,5665,1942,520,37,0.0011,0,0.000,0
302,Qwen2.5-VL-3B,,700.23,72.81,773.03,0.788,122,2,124,0,0,7,How many commercial buildings are there?,5.21,5.48,12.00,58.7,8.40,0.0688,4.1987,0.0677,5665,1942,520,37,0.0011,0,0.000,0
303,Qwen2.5-VL-3B,,712.34,73.63,785.97,0.801,126,2,128,0,1,164,What is the amount of residential buildings in the image?,5.18,5.36,11.97,58.7,8.39,0.0666,4.1969,0.0656,5665,1942,520,127,0.0039,0,0.000,0
304,Qwen2.5-VL-3B,,679.76,485.64,1165.40,1.179,122,8,130,0,1000000,152,What is the amount of forests?,5.35,5.55,12.20,58.7,13.42,0.1100,1.6777,0.1032,5665,1942,520,135,0.0041,0,0.000,0
305,Qwen2.5-VL-3B,,699.37,72.85,772.22,0.786,120,2,122,1,Yes,yes,Is a building present?,5.19,5.55,12.21,58.7,8.53,0.0711,4.2660,0.0699,5665,1942,520,121,0.0037,0,0.000,0
306,Qwen2.5-VL-3B,,701.24,72.72,773.96,0.789,124,2,126,0,1,187,How many roads are there in the image?,5.18,5.44,12.08,58.5,8.46,0.0682,4.2302,0.0671,5665,1942,520,39,0.0012,0,0.000,0
307,Qwen2.5-VL-3B,,712.05,144.11,856.16,0.871,126,3,129,1,10,10,What is the number of orchards in the image?,5.27,5.52,12.05,58.8,9.64,0.0765,3.2139,0.0747,5665,1942,520,129,0.0039,0,0.000,0
308,Qwen2.5-VL-3B,,699.65,72.72,772.38,0.787,121,2,123,0,No,yes,Is a residential building present?,5.15,5.52,11.92,58.6,8.33,0.0689,4.1669,0.0678,5665,1942,520,37,0.0011,0,0.000,0
309,Qwen2.5-VL-3B,,699.59,72.91,772.49,0.786,123,2,125,0,No,yes,Is a road present in the image?,5.16,5.44,12.03,58.5,8.42,0.0685,4.2119,0.0674,5665,1942,520,38,0.0012,0,0.000,0
310,Qwen2.5-VL-3B,,700.49,73.13,773.62,0.788,121,2,123,1,Yes,yes,Is there a commercial building?,5.21,5.48,12.03,58.7,8.43,0.0696,4.2132,0.0685,5665,1942,520,36,0.0011,0,0.000,0
311,Qwen2.5-VL-3B,,699.84,73.13,772.97,0.787,121,2,123,1,Yes,yes,Is a water area present?,5.23,5.48,11.99,58.8,8.39,0.0694,4.1958,0.0682,5665,1942,520,36,0.0011,0,0.000,0
312,Qwen2.5-VL-3B,,699.36,72.71,772.07,0.786,121,2,123,1,Yes,yes,Is a grass area present?,5.22,5.52,12.00,58.5,8.40,0.0694,4.2015,0.0683,5665,1942,520,36,0.0011,0,0.000,0
313,Qwen2.5-VL-3B,,700.32,279.63,979.95,0.994,123,5,128,0,1000,25,What is the amount of water areas?,5.27,5.52,12.13,58.8,10.92,0.0888,2.1834,0.0853,5665,1942,520,130,0.0040,0,0.000,0
314,Qwen2.5-VL-3B,,700.20,72.73,772.93,0.787,122,2,124,0,No,yes,Is there a circular orchard?,5.22,5.48,12.22,58.7,8.55,0.0701,4.2747,0.0689,5665,1942,520,40,0.0012,0,0.000,0
315,Qwen2.5-VL-3B,,700.60,212.05,912.65,0.927,124,4,128,0,100,79,What is the number of farmlands?,5.25,5.52,12.11,58.7,10.90,0.0879,2.7241,0.0851,5665,1942,520,129,0.0039,0,0.000,0
316,Qwen2.5-VL-3B,,699.67,72.73,772.41,0.786,121,2,123,0,Yes,no,Is there a medium road?,4.95,5.48,11.76,58.9,8.20,0.0678,4.1000,0.0667,5671,1936,520,38,0.0012,0,0.000,0
317,Qwen2.5-VL-3B,,699.83,73.16,772.99,0.788,122,2,124,1,Yes,yes,Is there a circular water area?,5.16,5.40,11.92,58.6,8.35,0.0684,4.1728,0.0673,5671,1936,520,37,0.0011,0,0.000,0
318,Qwen2.5-VL-3B,,700.58,73.05,773.63,0.788,123,2,125,0,1,0,How many large residential buildings are there?,5.22,5.48,12.08,58.7,8.45,0.0687,4.2252,0.0676,5671,1936,520,38,0.0012,0,0.000,0
319,Qwen2.5-VL-3B,,699.27,72.86,772.13,0.787,121,2,123,0,1,191,How many buildings are there?,5.21,5.32,12.02,58.5,8.43,0.0696,4.2134,0.0685,5671,1936,520,36,0.0011,0,0.000,0
320,Qwen2.5-VL-3B,,712.04,72.80,784.84,0.799,126,2,128,0,Yes,no,Are there less roads than commercial buildings in the image?,5.23,5.48,11.99,58.7,8.40,0.0667,4.2017,0.0657,5671,1936,520,127,0.0039,0,0.000,0
321,Qwen2.5-VL-3B,,713.81,73.73,787.54,0.802,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,5.22,5.48,12.06,58.6,8.45,0.0660,4.2257,0.0650,5671,1936,520,129,0.0039,0,0.000,0
322,Qwen2.5-VL-3B,,700.55,73.24,773.79,0.788,122,2,124,0,No,yes,Is a large water area present?,5.23,5.48,12.06,58.5,8.44,0.0692,4.2183,0.0680,5671,1936,520,37,0.0011,0,0.000,0
323,Qwen2.5-VL-3B,,700.93,73.08,774.01,0.789,124,2,126,0,1,0,What is the number of square commercial buildings?,5.23,5.36,11.98,58.8,8.40,0.0677,4.1987,0.0666,5671,1936,520,39,0.0012,0,0.000,0
324,Qwen2.5-VL-3B,,713.09,72.86,785.95,0.800,128,2,130,1,No,no,Is the number of water areas equal to the number of buildings?,5.22,5.48,11.99,58.5,8.41,0.0657,4.2038,0.0647,5671,1936,520,129,0.0039,0,0.000,0
325,Qwen2.5-VL-3B,,700.60,72.69,773.29,0.788,123,2,125,0,Yes,no,Are there less buildings than grass areas?,5.24,5.52,12.03,58.7,8.42,0.0684,4.2085,0.0673,5671,1936,520,38,0.0012,0,0.000,0
326,Qwen2.5-VL-3B,,700.22,73.06,773.27,0.788,120,2,122,1,Yes,yes,Is there a forest?,5.25,5.52,12.09,58.8,8.47,0.0706,4.2335,0.0694,5671,1936,520,35,0.0011,0,0.000,0
327,Qwen2.5-VL-3B,,711.87,72.88,784.75,0.799,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,5.26,5.56,12.00,58.8,8.40,0.0656,4.2006,0.0646,5671,1936,520,129,0.0039,0,0.000,0
328,Qwen2.5-VL-3B,,699.68,72.65,772.33,0.787,121,2,123,1,Yes,yes,Is a small road present?,5.24,5.52,11.97,58.9,8.38,0.0692,4.1887,0.0681,5671,1936,520,36,0.0011,0,0.000,0
329,Qwen2.5-VL-3B,,712.80,74.03,786.83,0.801,129,2,131,0,1,164,How many residential buildings at the top of a  road are there?,5.22,5.48,12.08,58.6,8.46,0.0656,4.2292,0.0646,5671,1936,520,130,0.0040,0,0.000,0
330,Qwen2.5-VL-3B,,700.26,73.27,773.53,0.788,122,2,124,0,Yes,no,Are there more roads than buildings?,5.19,5.48,12.04,58.8,8.43,0.0691,4.2164,0.0680,5671,1936,520,37,0.0011,0,0.000,0
331,Qwen2.5-VL-3B,,700.08,73.02,773.09,0.788,123,2,125,0,1,0,How many circular commercial buildings are there?,5.21,5.52,12.02,58.8,8.42,0.0685,4.2106,0.0674,5671,1936,520,38,0.0012,0,0.000,0
332,Qwen2.5-VL-3B,,700.95,279.79,980.74,0.995,123,5,128,0,1000,114,What is the amount of grass areas?,5.28,5.52,12.08,58.7,10.86,0.0883,2.1729,0.0849,5671,1936,520,130,0.0040,0,0.000,0
333,Qwen2.5-VL-3B,,699.25,211.84,911.09,0.925,124,4,128,0,100,101,What is the amount of rectangular residential buildings?,5.27,5.52,12.26,58.6,11.02,0.0889,2.7561,0.0861,5671,1936,520,129,0.0039,0,0.000,0
334,Qwen2.5-VL-3B,,699.90,72.77,772.67,0.787,121,2,123,1,No,no,Is there a circular road?,4.94,5.48,11.76,58.5,8.20,0.0678,4.0993,0.0667,5671,1936,520,38,0.0012,0,0.000,0
335,Qwen2.5-VL-3B,,700.54,143.88,844.42,0.859,123,3,126,0,10,3,What is the number of residential areas?,5.20,5.48,11.97,58.6,9.58,0.0778,3.1917,0.0760,5671,1936,520,126,0.0038,0,0.000,0
336,Qwen2.5-VL-3B,,699.94,72.82,772.76,0.787,121,2,123,1,Yes,yes,Is a farmland present?,5.09,5.24,11.88,58.7,8.32,0.0688,4.1619,0.0677,5671,1936,520,37,0.0011,0,0.000,0
337,Qwen2.5-VL-3B,,701.51,213.20,914.71,0.928,124,4,128,0,100,8,What is the amount of medium water areas?,5.25,5.48,12.00,58.6,10.80,0.0871,2.6998,0.0844,5671,1936,520,129,0.0039,0,0.000,0
338,Qwen2.5-VL-3B,,712.62,72.94,785.56,0.799,128,2,130,0,No,yes,Is there a residential building at the top of a  road?,4.94,5.32,11.70,58.6,8.18,0.0639,4.0904,0.0629,5671,1936,520,129,0.0039,0,0.000,0
339,Qwen2.5-VL-3B,,700.93,73.09,774.02,0.788,125,2,127,1,No,no,Is a large residential building present in the image?,5.15,5.36,11.99,58.5,8.40,0.0672,4.1983,0.0661,5671,1936,520,40,0.0012,0,0.000,0
340,Qwen2.5-VL-3B,,700.68,211.88,912.56,0.927,123,4,127,0,100,23,What is the amount of rectangular forests?,5.24,5.48,12.07,58.7,10.87,0.0884,2.7181,0.0856,5671,1936,520,128,0.0039,0,0.000,0
341,Qwen2.5-VL-3B,,699.92,72.67,772.59,0.787,122,2,124,0,1,0,How many large roads are there?,4.96,5.32,11.73,58.6,8.19,0.0671,4.0934,0.0660,5671,1936,520,39,0.0012,0,0.000,0
342,Qwen2.5-VL-3B,,700.66,72.62,773.28,0.788,124,2,126,1,Yes,yes,Are there less commercial buildings than water areas?,5.18,5.48,12.01,58.8,8.40,0.0678,4.2013,0.0667,5671,1936,520,39,0.0012,0,0.000,0
343,Qwen2.5-VL-3B,,701.37,73.05,774.42,0.789,124,2,126,1,Yes,yes,Is a medium building present in the image?,5.19,5.32,12.05,58.5,8.44,0.0681,4.2224,0.0670,5671,1936,520,39,0.0012,0,0.000,0
344,Qwen2.5-VL-3B,,712.34,144.19,856.53,0.871,127,3,130,0,10,14,What is the number of small grass areas in the image?,5.23,5.48,12.07,58.6,9.66,0.0761,3.2203,0.0743,5671,1936,520,130,0.0040,0,0.000,0
345,Qwen2.5-VL-3B,,699.49,73.09,772.58,0.787,124,2,126,0,1,3,What is the number of square residential buildings?,5.14,5.48,11.95,58.8,8.35,0.0673,4.1748,0.0663,5671,1936,520,40,0.0012,0,0.000,0
346,Qwen2.5-VL-3B,,700.63,72.74,773.38,0.788,123,2,125,0,Yes,no,Are there less buildings than water areas?,5.18,5.40,11.97,58.6,8.39,0.0682,4.1946,0.0671,5671,1936,520,38,0.0012,0,0.000,0
347,Qwen2.5-VL-3B,,699.71,72.70,772.41,0.787,124,2,126,1,Yes,yes,Are there more grass areas than water areas?,5.21,5.48,12.02,58.8,8.41,0.0678,4.2065,0.0668,5671,1936,520,39,0.0012,0,0.000,0
348,Qwen2.5-VL-3B,,700.41,73.30,773.71,0.788,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,5.25,5.52,12.00,58.5,8.40,0.0672,4.1994,0.0661,5671,1936,520,40,0.0012,0,0.000,0
349,Qwen2.5-VL-3B,,699.98,73.03,773.01,0.786,121,2,123,1,Yes,yes,Is a orchard present?,5.18,5.44,12.04,58.6,8.43,0.0697,4.2153,0.0685,5671,1936,520,36,0.0011,0,0.000,0
350,Qwen2.5-VL-3B,,700.28,72.60,772.88,0.787,123,2,125,1,Yes,yes,Are there less residential buildings than roads?,5.19,5.48,12.00,58.5,8.40,0.0683,4.2004,0.0672,5671,1936,520,38,0.0012,0,0.000,0
351,Qwen2.5-VL-3B,,699.80,72.77,772.57,0.787,122,2,124,0,Yes,no,Is a small farmland present?,5.22,5.48,12.01,58.7,8.41,0.0689,4.2035,0.0678,5671,1936,520,37,0.0011,0,0.000,0
352,Qwen2.5-VL-3B,,699.43,72.94,772.37,0.787,122,2,124,1,Yes,yes,Is a small commercial building present?,5.19,5.44,12.07,58.5,8.45,0.0693,4.2262,0.0682,5671,1936,520,37,0.0011,0,0.000,0
353,Qwen2.5-VL-3B,,712.98,72.73,785.71,0.800,128,2,130,0,Yes,no,Are there more commercial buildings than farmlands in the image?,5.22,5.52,12.03,58.8,8.43,0.0659,4.2146,0.0648,5671,1936,520,129,0.0039,0,0.000,0
354,Qwen2.5-VL-3B,,699.57,72.75,772.32,0.787,123,2,125,0,1,2,How many medium commercial buildings are there?,5.21,5.48,12.04,58.7,8.43,0.0685,4.2155,0.0674,5671,1936,520,38,0.0012,0,0.000,0
355,Qwen2.5-VL-3B,,711.62,72.84,784.47,0.799,127,2,129,0,No,yes,Are there more commercial buildings than rectangular roads in the image?,5.24,5.52,12.04,58.7,8.43,0.0663,4.2132,0.0653,5672,1935,520,128,0.0039,0,0.000,0
356,Qwen2.5-VL-3B,,700.08,72.66,772.75,0.787,127,2,129,0,Yes,no,Are there more circular water areas than buildings in the image?,5.21,5.52,12.03,58.6,8.43,0.0663,4.2132,0.0653,5672,1935,520,42,0.0013,0,0.000,0
357,Qwen2.5-VL-3B,,713.01,73.79,786.80,0.801,129,2,131,1,No,no,Is the number of residential buildings equal to the number of water areas?,5.21,5.52,12.04,58.7,8.43,0.0654,4.2154,0.0644,5672,1935,520,130,0.0040,0,0.000,0
358,Qwen2.5-VL-3B,,700.31,72.98,773.29,0.787,122,2,124,1,Yes,yes,Are there less forests than buildings?,5.22,5.48,12.04,58.5,8.43,0.0691,4.2161,0.0680,5672,1935,520,37,0.0011,0,0.000,0
359,Qwen2.5-VL-3B,,699.67,72.56,772.23,0.786,123,2,125,0,Yes,no,Are there more water areas than roads?,5.23,5.48,12.06,58.7,8.44,0.0686,4.2203,0.0675,5672,1935,520,38,0.0012,0,0.000,0
360,Qwen2.5-VL-3B,,699.34,72.52,771.86,0.786,121,2,123,0,No,yes,Is a circular building present?,5.19,5.40,12.03,58.5,8.43,0.0697,4.2142,0.0685,5672,1935,520,36,0.0011,0,0.000,0
