Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
113,Qwen2.5-VL-3B,,616.14,73.23,689.38,0.711,120,2,122,1,Yes,yes,Is a forest present?,4.93,5.33,11.39,56.9,7.94,0.0662,3.9704,0.0651,6140,1467,575,121,0.0037,105,461.941,4096
114,Qwen2.5-VL-3B,,700.53,73.24,773.77,0.791,125,2,127,0,0,230,What is the amount of buildings in the image?,4.77,5.25,11.27,56.9,7.88,0.0630,3.9406,0.0621,6140,1467,575,40,0.0012,106,466.198,4096
115,Qwen2.5-VL-3B,,699.17,145.04,844.21,0.864,123,3,126,0,10,224,What is the number of residential buildings?,5.13,5.52,11.91,56.7,9.52,0.0774,3.1731,0.0756,6140,1467,575,126,0.0038,107,470.631,4096
116,Qwen2.5-VL-3B,,700.79,73.16,773.94,0.794,124,2,126,1,Yes,yes,Are there more buildings than farmlands?,5.10,5.48,11.84,56.7,8.28,0.0667,4.1379,0.0657,6148,1459,575,40,0.0012,108,475.029,4096
117,Qwen2.5-VL-3B,,700.06,73.21,773.27,0.792,123,2,125,0,Yes,no,Are there more grass areas than buildings?,5.18,5.44,11.91,56.8,8.34,0.0678,4.1684,0.0667,6151,1456,575,38,0.0012,109,479.426,4096
118,Qwen2.5-VL-3B,,699.14,73.08,772.22,0.792,121,2,123,0,No,yes,Is a water area present?,5.15,5.40,11.99,56.6,8.39,0.0694,4.1963,0.0682,6156,1451,575,36,0.0011,110,483.789,4096
119,Qwen2.5-VL-3B,,714.73,73.27,787.99,0.807,132,2,134,1,No,no,Is the number of water areas equal to the number of commercial buildings in the image?,5.22,5.49,12.01,56.8,9.61,0.0728,4.8072,0.0717,6163,1444,575,133,0.0041,111,488.081,4096
120,Qwen2.5-VL-3B,,699.61,73.14,772.76,0.801,121,2,123,1,Yes,yes,Is there a commercial building?,4.79,5.21,11.32,57.0,7.89,0.0652,3.9455,0.0642,6171,1436,575,36,0.0011,112,492.760,4096
121,Qwen2.5-VL-3B,,616.08,347.24,963.32,0.986,122,6,128,0,10000,90,What is the amount of forests?,5.20,5.48,11.95,56.9,10.74,0.0880,1.7903,0.0839,6162,1445,575,131,0.0040,112,492.585,4096
122,Qwen2.5-VL-3B,,615.31,72.79,688.10,0.709,124,2,126,0,Yes,no,Are there less residential buildings than water areas?,5.20,5.48,12.16,57.1,8.50,0.0686,4.2514,0.0675,6170,1437,575,125,0.0038,112,492.655,4096
123,Qwen2.5-VL-3B,,615.31,72.83,688.13,0.709,123,2,125,0,1,14,What is the number of water areas?,4.87,5.40,11.35,56.9,7.90,0.0642,3.9476,0.0632,6170,1437,575,124,0.0038,112,492.690,4096
124,Qwen2.5-VL-3B,,615.20,72.75,687.95,0.709,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,4.77,5.25,11.22,56.8,7.82,0.0615,3.9078,0.0606,6171,1436,575,128,0.0039,112,492.549,4096
125,Qwen2.5-VL-3B,,700.75,73.11,773.86,0.793,129,2,131,1,No,no,Is the number of grass areas equal to the number of water areas?,4.72,5.21,11.24,56.9,7.85,0.0609,3.9265,0.0599,6171,1436,575,44,0.0013,113,497.053,4096
126,Qwen2.5-VL-3B,,700.18,72.68,772.86,0.794,123,2,125,0,Yes,no,Are there more water areas than roads?,5.08,5.28,11.88,57.0,8.32,0.0677,4.1616,0.0666,6172,1435,575,38,0.0012,114,501.626,4096
127,Qwen2.5-VL-3B,,699.74,211.87,911.61,0.932,123,4,127,0,100,5,What is the amount of orchards?,5.22,5.48,12.02,57.2,10.81,0.0879,2.7021,0.0851,6177,1430,575,128,0.0039,115,505.989,4096
128,Qwen2.5-VL-3B,,699.90,72.85,772.75,0.795,123,2,125,1,Yes,yes,Are there more roads than water areas?,4.98,5.52,11.81,57.0,8.23,0.0669,4.1139,0.0658,6183,1424,575,40,0.0012,116,510.422,4096
129,Qwen2.5-VL-3B,,700.11,72.77,772.88,0.794,124,2,126,0,Yes,no,Are there more small commercial buildings than forests?,5.19,5.44,12.08,57.2,8.46,0.0682,4.2313,0.0672,6186,1421,576,39,0.0012,117,514.784,4096
130,Qwen2.5-VL-3B,,713.29,74.14,787.43,0.808,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,5.20,5.48,12.17,57.0,9.73,0.0755,4.8670,0.0743,6192,1415,583,130,0.0040,118,519.182,4096
131,Qwen2.5-VL-3B,,616.28,213.32,829.61,0.853,124,4,128,0,100,0,What is the amount of square residential buildings?,4.87,5.40,11.51,57.0,9.15,0.0738,2.2873,0.0715,6197,1410,583,129,0.0039,118,519.253,4096
132,Qwen2.5-VL-3B,,713.54,73.49,787.03,0.805,128,2,130,1,No,no,Is the number of grass areas equal to the number of buildings?,5.00,5.36,11.75,57.2,9.37,0.0732,4.6872,0.0721,6202,1405,583,129,0.0039,119,523.721,4096
133,Qwen2.5-VL-3B,,699.99,73.19,773.18,0.794,122,2,124,1,Yes,yes,Is a rectangular farmland present?,4.78,5.25,11.34,57.2,7.93,0.0650,3.9673,0.0640,6202,1405,583,37,0.0011,120,528.259,4096
134,Qwen2.5-VL-3B,,699.91,144.09,843.99,0.864,122,3,125,0,10,126,How many grass areas are there?,5.12,5.44,11.89,57.3,9.51,0.0780,3.1705,0.0761,6207,1400,583,125,0.0038,121,532.587,4096
135,Qwen2.5-VL-3B,,699.82,211.91,911.73,0.932,122,4,126,0,100,63,How many large forests are there?,5.13,5.41,11.89,57.1,10.68,0.0875,2.6694,0.0847,6212,1395,583,127,0.0039,122,536.949,4096
136,Qwen2.5-VL-3B,,700.44,347.61,1048.05,1.068,125,6,131,0,10000,77,What is the amount of large farmlands?,5.04,5.48,11.79,57.3,11.76,0.0941,1.9606,0.0898,6217,1390,583,134,0.0041,123,541.347,4096
137,Qwen2.5-VL-3B,,700.07,73.24,773.31,0.795,123,2,125,0,1,76,How many large grass areas are there?,5.04,5.21,11.92,57.3,8.35,0.0679,4.1757,0.0668,6222,1385,583,42,0.0013,124,545.921,4096
138,Qwen2.5-VL-3B,,700.54,73.19,773.73,0.794,123,2,125,1,Yes,yes,Are there less water areas than forests?,5.14,5.44,11.97,57.4,8.38,0.0681,4.1895,0.0670,6227,1380,583,38,0.0012,125,550.283,4096
139,Qwen2.5-VL-3B,,699.50,73.15,772.65,0.793,122,2,124,0,Yes,no,Are there less roads than forests?,5.17,5.44,11.98,57.2,8.38,0.0687,4.1908,0.0676,6232,1375,583,37,0.0011,126,554.646,4096
140,Qwen2.5-VL-3B,,699.41,72.81,772.22,0.793,122,2,124,1,Yes,yes,Is there a medium commercial building?,5.17,5.48,11.95,57.1,8.37,0.0686,4.1834,0.0675,6237,1370,583,37,0.0011,127,558.973,4096
141,Qwen2.5-VL-3B,,700.80,279.83,980.63,1.002,124,5,129,0,1000,78,What is the number of farmlands?,5.24,5.48,12.02,57.5,12.02,0.0970,2.4045,0.0932,6242,1365,583,131,0.0040,128,563.301,4096
142,Qwen2.5-VL-3B,,699.54,144.21,843.74,0.863,127,3,130,0,10,217,What is the number of small residential buildings in the image?,4.87,5.32,11.61,57.5,9.26,0.0729,3.0866,0.0712,6246,1361,583,130,0.0040,129,567.804,4096
143,Qwen2.5-VL-3B,,616.02,72.83,688.85,0.712,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,5.01,5.33,11.73,57.3,8.20,0.0641,4.1000,0.0631,6254,1353,583,129,0.0039,129,567.804,4096
144,Qwen2.5-VL-3B,,615.49,279.69,895.18,0.917,124,5,129,0,1000,0,What is the amount of square commercial buildings?,4.83,5.36,11.37,57.5,10.24,0.0826,2.0482,0.0794,6260,1347,583,131,0.0040,129,567.839,4096
145,Qwen2.5-VL-3B,,699.53,144.17,843.70,0.862,123,3,126,0,10,0,What is the number of medium roads?,4.96,5.41,11.69,57.6,9.32,0.0758,3.1072,0.0740,6260,1347,583,126,0.0038,130,572.342,4096
146,Qwen2.5-VL-3B,,700.39,73.25,773.64,0.794,122,2,124,1,No,no,Is a square residential building present?,5.04,5.29,11.81,57.4,8.27,0.0678,4.1332,0.0667,6260,1347,583,38,0.0012,131,576.740,4096
147,Qwen2.5-VL-3B,,714.53,73.33,787.86,0.808,131,2,133,1,No,no,Is the number of circular commercial buildings equal to the number of farmlands?,5.19,5.48,11.92,57.5,9.54,0.0728,4.7707,0.0717,6267,1340,583,132,0.0040,132,581.067,4096
148,Qwen2.5-VL-3B,,714.57,213.24,927.81,0.948,132,4,136,0,100,1,What is the amount of medium farmlands on the left of a  building?,4.92,5.37,11.53,57.5,10.34,0.0784,2.5857,0.0760,6271,1336,583,137,0.0042,133,585.711,4096
149,Qwen2.5-VL-3B,,712.71,73.26,785.97,0.806,129,2,131,1,No,no,Is the number of roads equal to the number of square residential buildings?,5.03,5.44,11.76,57.5,9.39,0.0728,4.6947,0.0717,6273,1334,583,130,0.0040,134,590.461,4096
150,Qwen2.5-VL-3B,,761.43,73.13,834.56,0.855,121,2,123,1,1,1,How many commercials are there?,4.50,5.13,10.94,57.3,8.74,0.0723,4.3716,0.0711,6279,1328,583,36,0.0011,135,595.035,4096
151,Qwen2.5-VL-3B,,699.71,72.60,772.31,0.793,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,4.91,5.29,11.51,57.4,8.04,0.0654,4.0200,0.0643,6288,1319,583,38,0.0012,136,599.327,4096
152,Qwen2.5-VL-3B,,699.91,72.81,772.73,0.794,123,2,125,1,0,0,How many large residential buildings are there?,5.16,5.41,11.88,57.4,8.32,0.0676,4.1587,0.0665,6293,1314,583,38,0.0012,137,603.689,4096
153,Qwen2.5-VL-3B,,699.48,73.17,772.65,0.793,123,2,125,0,Yes,no,Are there more commercial buildings than forests?,5.19,5.44,12.03,57.6,8.42,0.0684,4.2081,0.0673,6299,1308,583,38,0.0012,138,608.052,4096
154,Qwen2.5-VL-3B,,616.06,144.14,760.21,0.784,123,3,126,0,10,7,How many medium residential buildings are there?,5.15,5.44,11.93,57.7,8.35,0.0679,2.7822,0.0662,6304,1303,583,126,0.0038,138,607.982,4096
155,Qwen2.5-VL-3B,,700.51,73.23,773.74,0.792,124,2,126,1,Yes,yes,Are there more residential buildings than water areas?,5.16,5.40,12.03,57.8,8.42,0.0679,4.2112,0.0668,6309,1298,583,40,0.0012,139,612.379,4096
156,Qwen2.5-VL-3B,,616.35,73.09,689.44,0.713,121,2,123,1,No,no,Is a circular building present?,5.19,5.44,11.93,57.6,8.34,0.0690,4.1715,0.0678,6309,1298,583,122,0.0037,139,612.485,4096
157,Qwen2.5-VL-3B,,700.68,73.50,774.18,0.792,122,2,124,0,Yes,no,Are there less buildings than roads?,4.81,5.09,11.49,57.6,8.06,0.0660,4.0289,0.0650,6314,1293,583,37,0.0011,140,616.777,4096
158,Qwen2.5-VL-3B,,701.19,73.15,774.34,0.795,124,2,126,0,1,9,What is the number of rectangular water areas?,5.15,5.37,11.87,57.5,8.31,0.0670,4.1566,0.0660,6314,1293,583,39,0.0012,141,621.105,4096
159,Qwen2.5-VL-3B,,700.82,73.23,774.05,0.795,122,2,124,0,0,1,How many large buildings are there?,5.17,5.44,11.98,57.5,8.38,0.0687,4.1915,0.0676,6318,1289,583,37,0.0011,142,625.502,4096
160,Qwen2.5-VL-3B,,700.89,73.05,773.95,0.795,125,2,127,0,No,yes,Is a rectangular residential building present in the image?,5.18,5.44,11.98,57.5,8.38,0.0671,4.1924,0.0660,6319,1288,583,40,0.0012,143,629.830,4096
161,Qwen2.5-VL-3B,,700.62,73.27,773.88,0.795,125,2,127,0,Yes,no,Are there more circular grass areas than commercial buildings?,5.14,5.40,12.00,57.7,8.41,0.0673,4.2034,0.0662,6324,1283,583,40,0.0012,144,634.263,4096
162,Qwen2.5-VL-3B,,699.57,73.13,772.70,0.793,123,2,125,0,Yes,no,Are there less residential buildings than roads?,5.20,5.48,12.00,57.8,8.41,0.0683,4.2027,0.0672,6329,1278,583,38,0.0012,145,638.696,4096
163,Qwen2.5-VL-3B,,700.53,144.84,845.37,0.866,123,3,126,0,10,2,How many small commercial buildings are there?,5.22,5.48,12.03,57.7,9.62,0.0782,3.2070,0.0764,6335,1272,583,126,0.0038,146,643.058,4096
164,Qwen2.5-VL-3B,,701.01,72.92,773.92,0.794,125,2,127,1,Yes,yes,Are there less square residential buildings than residential buildings?,5.07,5.36,11.89,57.5,8.32,0.0666,4.1596,0.0655,6340,1267,583,41,0.0013,147,647.456,4096
165,Qwen2.5-VL-3B,,699.93,72.71,772.65,0.793,123,2,125,0,1,2,How many circular grass areas are there?,5.14,5.33,11.98,57.5,8.39,0.0682,4.1960,0.0671,6346,1261,583,38,0.0012,148,651.889,4096
166,Qwen2.5-VL-3B,,615.79,72.71,688.50,0.711,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of water areas?,5.20,5.48,11.90,57.7,8.32,0.0645,4.1607,0.0635,6353,1254,583,130,0.0040,148,651.678,4096
167,Qwen2.5-VL-3B,,714.49,73.22,787.71,0.806,131,2,133,0,3,14,What is the number of water areas on the right of a  residential building?,4.88,5.36,11.41,57.8,9.11,0.0696,4.5561,0.0685,6359,1248,583,132,0.0040,149,656.251,4096
168,Qwen2.5-VL-3B,,712.89,73.26,786.16,0.806,127,2,129,1,No,no,Is the number of buildings equal to the number of forests?,4.83,5.29,11.42,57.8,9.14,0.0720,4.5712,0.0709,6359,1248,583,128,0.0039,150,660.895,4096
169,Qwen2.5-VL-3B,,715.06,73.33,788.39,0.808,137,2,139,1,No,no,Is the number of residential buildings equal to the number of water areas on the right of a  residential building?,4.74,5.33,11.25,57.6,9.01,0.0658,4.5067,0.0648,6365,1242,583,138,0.0042,151,665.399,4096
170,Qwen2.5-VL-3B,,700.84,73.19,774.03,0.794,123,2,125,1,Yes,yes,Are there less medium buildings than roads?,4.74,5.17,11.34,57.6,7.91,0.0643,3.9554,0.0633,6368,1239,583,38,0.0012,152,670.254,4096
171,Qwen2.5-VL-3B,,713.34,73.29,786.63,0.807,129,2,131,1,No,no,Is the number of water areas equal to the number of residential buildings?,5.16,5.48,11.93,57.5,9.54,0.0739,4.7686,0.0728,6377,1230,583,130,0.0040,153,674.616,4096
172,Qwen2.5-VL-3B,,699.84,73.16,773.00,0.795,121,2,123,1,No,no,Is there a circular road?,4.74,5.01,11.36,57.6,7.96,0.0658,3.9814,0.0647,6379,1228,583,36,0.0011,154,679.190,4096
173,Qwen2.5-VL-3B,,699.81,73.19,773.00,0.793,122,2,124,0,1,130,How many rectangular buildings are there?,5.09,5.25,11.87,57.8,8.32,0.0682,4.1596,0.0671,6389,1218,583,37,0.0011,155,683.482,4096
174,Qwen2.5-VL-3B,,714.35,74.06,788.41,0.811,130,2,132,1,No,no,Is the number of commercial buildings equal to the number of farmlands?,5.19,5.48,12.01,57.9,9.60,0.0739,4.8023,0.0728,6394,1213,583,131,0.0040,156,687.810,4096
175,Qwen2.5-VL-3B,,616.07,73.42,689.49,0.713,122,2,124,1,Yes,yes,Are there more buildings than roads?,4.84,5.33,11.34,57.7,7.92,0.0649,3.9576,0.0638,6399,1208,583,123,0.0038,156,688.091,4096
176,Qwen2.5-VL-3B,,700.21,73.13,773.34,0.791,125,2,127,0,Yes,no,Are there more commercial buildings than farmlands?,4.77,5.29,11.29,57.5,7.90,0.0632,3.9515,0.0622,6406,1201,583,40,0.0012,157,692.418,4096
177,Qwen2.5-VL-3B,,714.43,73.32,787.75,0.808,131,2,133,0,0,5,What is the number of commercial buildings at the top of a  water area?,5.11,5.44,11.88,57.7,9.51,0.0726,4.7539,0.0715,6406,1201,583,132,0.0040,158,696.851,4096
178,Qwen2.5-VL-3B,,700.62,73.29,773.91,0.794,123,2,125,0,1,2,How many large water areas are there?,4.79,5.20,11.40,57.5,7.95,0.0646,3.9742,0.0636,6409,1198,583,38,0.0012,159,701.495,4096
179,Qwen2.5-VL-3B,,701.14,73.13,774.27,0.795,124,2,126,0,Yes,no,Are there more commercial buildings than water areas?,5.12,5.36,11.84,57.5,8.29,0.0669,4.1449,0.0658,6415,1192,583,39,0.0012,160,705.858,4096
180,Qwen2.5-VL-3B,,712.69,72.92,785.62,0.806,128,2,130,1,No,no,Is the number of buildings equal to the number of large roads?,5.18,5.44,12.03,57.8,9.62,0.0751,4.8092,0.0740,6420,1187,583,129,0.0039,161,710.256,4096
181,Qwen2.5-VL-3B,,712.75,73.56,786.32,0.807,133,2,135,1,No,no,Is the number of farmlands equal to the number of residential buildings in the image?,4.80,5.40,11.41,57.8,9.14,0.0687,4.5676,0.0677,6425,1182,583,48,0.0015,162,714.794,4096
182,Qwen2.5-VL-3B,,698.99,73.22,772.21,0.792,122,2,124,1,No,no,Is there a circular commercial building?,4.76,5.17,11.33,57.5,7.90,0.0648,3.9517,0.0637,6427,1180,584,37,0.0011,163,719.509,4096
183,Qwen2.5-VL-3B,,700.15,73.41,773.56,0.794,122,2,124,0,1,0,How many circular roads are there?,5.14,5.41,11.84,57.6,8.29,0.0679,4.1430,0.0668,6434,1173,584,37,0.0011,164,723.836,4096
184,Qwen2.5-VL-3B,,701.59,213.20,914.80,0.935,124,4,128,0,100,3,What is the amount of medium commercial buildings?,5.20,5.48,12.02,57.9,10.81,0.0872,2.7025,0.0845,6437,1170,584,129,0.0039,165,728.163,4096
185,Qwen2.5-VL-3B,,699.66,72.76,772.42,0.793,122,2,124,1,0,0,How many circular buildings are there?,4.92,5.48,11.70,57.8,8.15,0.0668,4.0772,0.0658,6444,1163,584,39,0.0012,166,732.632,4096
186,Qwen2.5-VL-3B,,714.58,73.23,787.81,0.808,132,2,134,0,Yes,no,Are there more water areas on the left of a  farmland than water areas?,5.17,5.44,12.00,57.8,9.60,0.0727,4.8006,0.0717,6451,1156,584,133,0.0041,167,736.959,4096
187,Qwen2.5-VL-3B,,699.77,73.17,772.95,0.793,122,2,124,0,1,0,How many square buildings are there?,4.80,5.29,11.41,57.6,7.97,0.0654,3.9873,0.0643,6463,1144,584,37,0.0011,168,741.638,4096
188,Qwen2.5-VL-3B,,700.68,73.19,773.88,0.794,122,2,124,1,No,no,Is a square commercial building present?,5.10,5.36,11.89,57.7,8.33,0.0683,4.1659,0.0672,6466,1141,584,37,0.0011,169,745.966,4096
189,Qwen2.5-VL-3B,,616.43,73.30,689.74,0.713,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,5.23,5.48,11.89,57.7,8.32,0.0650,4.1579,0.0640,6469,1138,584,129,0.0039,169,745.754,4096
190,Qwen2.5-VL-3B,,698.94,73.10,772.04,0.790,122,2,124,1,Yes,yes,Is there a medium grass area?,4.82,5.21,11.35,57.8,7.92,0.0649,3.9593,0.0639,6472,1135,584,37,0.0011,170,750.293,4096
191,Qwen2.5-VL-3B,,616.27,72.80,689.07,0.713,123,2,125,1,0,0,How many circular residential buildings are there?,5.15,5.44,11.79,57.9,8.24,0.0670,4.1211,0.0659,6472,1135,584,124,0.0038,170,750.223,4096
192,Qwen2.5-VL-3B,,699.63,72.73,772.36,0.791,121,2,123,0,Yes,no,Is a medium road present?,4.77,5.01,11.35,57.5,7.95,0.0657,3.9772,0.0647,6479,1128,584,36,0.0011,171,754.585,4096
193,Qwen2.5-VL-3B,,700.12,72.89,773.02,0.793,124,2,126,0,Yes,no,Are there less grass areas than circular roads?,5.14,5.29,11.89,57.5,8.34,0.0672,4.1677,0.0662,6479,1128,584,39,0.0012,172,758.877,4096
194,Qwen2.5-VL-3B,,714.93,73.55,788.47,0.809,131,2,133,0,0,10,What is the amount of water areas at the top of a  commercial building?,5.20,5.48,11.95,57.9,9.56,0.0730,4.7805,0.0719,6483,1124,584,132,0.0040,173,763.275,4096
195,Qwen2.5-VL-3B,,713.83,73.48,787.30,0.808,131,2,133,1,Yes,yes,Are there more water areas than commercial buildings at the bottom of a  forest?,4.88,5.37,11.44,57.8,9.13,0.0697,4.5653,0.0687,6489,1118,584,132,0.0040,174,767.919,4096
196,Qwen2.5-VL-3B,,713.64,73.35,786.98,0.807,128,2,130,0,Yes,no,Is there a forest at the bottom of a  large road?,4.77,5.29,11.35,58.0,9.09,0.0710,4.5445,0.0699,6494,1113,584,129,0.0039,175,772.563,4096
197,Qwen2.5-VL-3B,,701.02,73.19,774.21,0.795,125,2,127,0,Yes,no,Are there less rectangular grass areas than water areas?,4.77,5.28,11.33,57.6,7.89,0.0631,3.9466,0.0622,6500,1107,584,40,0.0012,176,777.102,4096
198,Qwen2.5-VL-3B,,701.66,212.06,913.72,0.934,124,4,128,0,100,0,What is the amount of circular commercial buildings?,5.17,5.44,11.94,57.6,10.74,0.0866,2.6856,0.0839,6501,1106,585,129,0.0039,177,781.535,4096
199,Qwen2.5-VL-3B,,700.16,72.72,772.88,0.793,123,2,125,1,Yes,yes,Are there more buildings than grass areas?,4.92,5.33,11.63,57.8,8.12,0.0661,4.0621,0.0650,6506,1101,585,40,0.0012,178,786.003,4096
200,Qwen2.5-VL-3B,,615.56,144.25,759.81,0.787,124,3,127,1,Rural,rural,Is it a rural or an urban area,5.12,5.36,11.80,57.7,8.25,0.0665,2.7487,0.0649,6511,1096,585,127,0.0039,178,785.932,4096
201,Qwen2.5-VL-3B,,699.90,72.79,772.68,0.791,123,2,125,1,Yes,yes,Is there a forest in the image?,5.17,5.40,11.97,57.9,8.38,0.0682,4.1924,0.0671,6516,1091,585,39,0.0012,179,790.365,4096
202,Qwen2.5-VL-3B,,699.47,72.72,772.19,0.793,122,2,124,0,1,13,What is the number of forests?,5.21,5.48,11.96,57.9,8.37,0.0686,4.1854,0.0675,6516,1091,585,37,0.0011,180,794.728,4096
203,Qwen2.5-VL-3B,,615.33,72.76,688.09,0.711,121,2,123,1,Yes,yes,Is a water area present?,5.22,5.48,11.95,57.8,8.35,0.0690,4.1755,0.0679,6522,1085,585,122,0.0037,180,794.763,4096
204,Qwen2.5-VL-3B,,699.22,279.48,978.71,0.996,122,5,127,0,1000,30,What is the amount of roads?,4.87,5.36,11.50,57.7,10.36,0.0849,2.0718,0.0816,6527,1080,585,129,0.0039,181,799.055,4096
205,Qwen2.5-VL-3B,,748.14,72.78,820.92,0.841,122,2,124,0,Yes,no,Is there a circular nature reserve?,5.04,5.40,11.90,57.6,9.51,0.0779,4.7544,0.0767,6527,1080,585,40,0.0012,182,803.488,4096
206,Qwen2.5-VL-3B,,699.61,72.80,772.42,0.792,122,2,124,1,1,1,How many water areas are there?,4.98,5.33,11.70,57.7,8.17,0.0669,4.0833,0.0659,6540,1067,586,37,0.0011,183,807.816,4096
207,Qwen2.5-VL-3B,,712.78,73.27,786.06,0.806,127,2,129,0,1,0,What is the amount of medium water areas in the image?,5.16,5.44,11.95,57.9,9.56,0.0753,4.7803,0.0741,6545,1062,586,128,0.0039,184,812.143,4096
208,Qwen2.5-VL-3B,,701.83,73.18,775.01,0.795,123,2,125,0,Yes,no,Are there less roads than water areas?,4.70,5.13,11.28,57.9,7.90,0.0643,3.9515,0.0632,6550,1057,586,38,0.0012,185,816.646,4096
209,Qwen2.5-VL-3B,,616.15,73.08,689.24,0.713,120,2,122,1,Yes,yes,Is there a road?,5.16,5.44,11.78,57.8,8.24,0.0686,4.1190,0.0675,6553,1054,586,121,0.0037,185,816.752,4096
210,Qwen2.5-VL-3B,,700.62,72.75,773.36,0.792,125,2,127,1,3,3,How many grass areas are there in the image?,4.79,5.21,11.35,57.8,7.93,0.0634,3.9632,0.0624,6558,1049,586,40,0.0012,186,821.009,4096
211,Qwen2.5-VL-3B,,748.68,72.72,821.40,0.842,124,2,126,1,Yes,yes,Are there more nature reserves than water areas?,4.96,5.33,11.67,57.8,9.32,0.0752,4.6604,0.0740,6558,1049,586,39,0.0012,187,825.442,4096
212,Qwen2.5-VL-3B,,712.44,73.56,785.99,0.809,127,2,129,1,Yes,yes,Is a road at the top of a  forest present?,5.03,5.44,11.71,57.6,9.35,0.0736,4.6736,0.0725,6563,1044,585,128,0.0039,188,829.840,4096
213,Qwen2.5-VL-3B,,699.14,73.27,772.41,0.792,124,2,126,1,Yes,yes,Is a small forest present in the image?,4.79,5.21,11.39,57.7,7.95,0.0641,3.9754,0.0631,6571,1036,591,39,0.0012,189,834.343,4096
214,Qwen2.5-VL-3B,,616.23,73.20,689.42,0.714,123,2,125,0,Yes,no,Are there more water areas than roads?,5.13,5.44,11.83,57.9,8.27,0.0672,4.1342,0.0661,6571,1036,591,124,0.0038,189,834.378,4096
215,Qwen2.5-VL-3B,,616.13,73.15,689.28,0.710,121,2,123,0,Yes,no,Is there a circular road?,4.82,5.33,11.32,57.8,7.92,0.0655,3.9606,0.0644,6576,1031,591,122,0.0037,189,834.448,4096
216,Qwen2.5-VL-3B,,615.52,72.74,688.26,0.709,123,2,125,0,1,0,How many large water areas are there?,4.78,5.29,11.26,57.6,7.84,0.0637,3.9205,0.0627,6577,1030,591,124,0.0038,189,834.378,4096
217,Qwen2.5-VL-3B,,712.39,72.94,785.33,0.804,128,2,130,1,Yes,yes,Is a water area at the top of a  forest present?,4.83,5.32,11.34,57.5,9.05,0.0707,4.5248,0.0696,6577,1030,591,129,0.0039,190,838.741,4096
218,Qwen2.5-VL-3B,,700.58,281.40,981.98,1.002,122,5,127,0,1000,3,How many nature reserves are there?,4.90,5.32,11.48,57.7,11.49,0.0942,2.2976,0.0905,6577,1030,591,129,0.0039,191,843.279,4096
219,Qwen2.5-VL-3B,,713.80,73.26,787.06,0.808,131,2,133,0,Yes,no,Is the number of water areas equal to the number of forests in the image?,4.85,5.32,11.54,57.8,9.19,0.0702,4.5957,0.0691,6582,1025,591,132,0.0040,192,847.712,4096
220,Qwen2.5-VL-3B,,714.04,73.57,787.61,0.808,130,2,132,1,1,1,What is the amount of water areas on the left of a  road?,4.83,5.32,11.37,57.7,9.08,0.0698,4.5388,0.0688,6586,1021,591,131,0.0040,193,852.356,4096
221,Qwen2.5-VL-3B,,700.24,73.12,773.36,0.794,123,2,125,0,No,yes,Are there more forests than water areas?,4.76,5.29,11.31,57.6,7.91,0.0643,3.9564,0.0633,6597,1010,593,38,0.0012,194,856.965,4096
222,Qwen2.5-VL-3B,,616.26,73.29,689.55,0.713,122,2,124,1,Yes,yes,Is a rectangular water area present?,5.11,5.41,11.81,57.8,8.26,0.0677,4.1312,0.0666,6603,1004,593,123,0.0038,194,857.000,4096
223,Qwen2.5-VL-3B,,616.56,73.15,689.72,0.711,121,2,123,1,Yes,yes,Is there a grass area?,4.92,5.40,11.46,57.8,7.98,0.0660,3.9914,0.0649,6607,1000,593,122,0.0037,194,857.035,4096
224,Qwen2.5-VL-3B,,700.45,213.19,913.64,0.931,124,4,128,0,100,3,What is the amount of large nature reserves?,4.89,5.36,11.43,57.7,10.27,0.0828,2.5666,0.0802,6608,999,593,129,0.0039,195,861.327,4096
225,Qwen2.5-VL-3B,,615.98,72.86,688.84,0.713,122,2,124,0,1,0,How many medium roads are there?,4.88,5.25,11.47,57.6,8.02,0.0658,4.0112,0.0647,6608,999,593,123,0.0038,195,861.433,4096
226,Qwen2.5-VL-3B,,699.84,72.73,772.58,0.791,124,2,126,0,Yes,no,Are there more square roads than water areas?,4.70,5.09,11.22,57.6,7.87,0.0635,3.9349,0.0625,6608,999,593,39,0.0012,196,865.760,4096
227,Qwen2.5-VL-3B,,700.19,72.81,773.00,0.794,123,2,125,1,1,1,What is the number of circular forests?,5.14,5.36,11.94,57.6,8.37,0.0680,4.1828,0.0669,6608,999,593,38,0.0012,197,870.158,4096
