Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
247,Qwen2.5-VL-3B,,116.93,73.04,189.97,0.204,122,2,124,0,No,yes,Is a circular water area present?,3.59,3.80,9.66,55.2,1.92,0.0158,0.9615,0.0155,5578,2029,526,123,0.0038,0,0.000,0
248,Qwen2.5-VL-3B,,117.42,73.02,190.44,0.204,124,2,126,0,Yes,no,Are there less grass areas than water areas?,3.56,3.84,9.58,55.2,1.91,0.0154,0.9535,0.0151,5578,2029,526,125,0.0038,0,0.000,0
249,Qwen2.5-VL-3B,,116.94,73.07,190.01,0.204,124,2,126,0,Yes,no,Are there more water areas than nature reserves?,3.56,3.84,9.54,55.2,1.90,0.0153,0.9495,0.0151,5579,2028,526,125,0.0038,0,0.000,0
250,Qwen2.5-VL-3B,,116.89,72.97,189.86,0.204,122,2,124,1,No,no,Is a medium water area present?,3.56,3.84,9.52,55.2,1.90,0.0155,0.9484,0.0153,5579,2028,526,123,0.0038,0,0.000,0
251,Qwen2.5-VL-3B,,118.31,73.00,191.31,0.205,128,2,130,1,Yes,yes,Is there a water area on the left of a  road?,3.55,3.80,9.52,55.0,1.90,0.0148,0.9485,0.0146,5579,2028,526,129,0.0039,0,0.000,0
252,Qwen2.5-VL-3B,,117.21,72.97,190.18,0.204,123,2,125,0,1,0,What is the number of square roads?,3.52,3.76,9.56,55.0,1.91,0.0155,0.9525,0.0152,5579,2028,526,124,0.0038,0,0.000,0
253,Qwen2.5-VL-3B,,106.74,73.02,179.75,0.193,121,2,123,1,Yes,yes,Is a medium forest present?,3.36,3.40,9.32,54.8,0.93,0.0077,0.4668,0.0076,5579,2028,526,122,0.0037,0,0.000,0
254,Qwen2.5-VL-3B,,117.95,72.96,190.92,0.204,127,2,129,1,No,no,Is the number of forests equal to the number of roads?,3.90,4.07,10.12,55.1,2.02,0.0159,1.0081,0.0156,5579,2028,526,128,0.0039,0,0.000,0
255,Qwen2.5-VL-3B,,118.81,212.90,331.71,0.346,129,4,133,0,100,10,What is the amount of forests at the bottom of a  road?,3.85,4.26,10.06,55.6,3.01,0.0233,0.7517,0.0226,5579,2028,526,134,0.0041,0,0.000,0
256,Qwen2.5-VL-3B,,106.42,73.08,179.50,0.194,123,2,125,0,1,0,What is the number of large roads?,4.03,4.07,10.42,55.0,1.04,0.0085,0.5216,0.0083,5579,2028,526,124,0.0038,0,0.000,0
257,Qwen2.5-VL-3B,,118.80,73.03,191.83,0.206,129,2,131,1,No,no,Is the number of water areas equal to the number of small roads?,4.25,4.34,10.81,55.6,2.16,0.0167,1.0780,0.0165,5579,2028,526,130,0.0040,0,0.000,0
258,Qwen2.5-VL-3B,,105.45,73.03,178.48,0.192,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,3.78,3.80,9.96,54.9,1.00,0.0078,0.4986,0.0077,5579,2028,526,129,0.0039,0,0.000,0
259,Qwen2.5-VL-3B,,106.73,72.97,179.70,0.194,122,2,124,0,Yes,no,Is there a large water area?,3.99,4.03,10.44,55.2,1.04,0.0086,0.5225,0.0084,5579,2028,526,123,0.0038,0,0.000,0
260,Qwen2.5-VL-3B,,133.56,73.01,206.57,0.221,131,2,133,0,Yes,no,Are there less water areas than water areas on the right of a  forest?,4.20,4.30,10.74,55.4,2.14,0.0163,1.0708,0.0161,5579,2028,526,132,0.0040,0,0.000,0
261,Qwen2.5-VL-3B,,117.00,73.16,190.16,0.204,122,2,124,1,0,0,How many circular roads are there?,4.01,4.19,10.34,55.2,2.06,0.0169,1.0296,0.0166,5579,2028,526,123,0.0038,0,0.000,0
262,Qwen2.5-VL-3B,,117.30,73.02,190.32,0.205,123,2,125,1,0,0,What is the number of rectangular roads?,3.77,3.99,9.89,55.3,1.97,0.0160,0.9859,0.0158,5577,2030,526,124,0.0038,0,0.000,0
263,Qwen2.5-VL-3B,,139.99,73.03,213.02,0.227,139,2,141,1,No,no,Is the number of roads equal to the number of forests on the left of a  medium water area in the image?,3.65,3.88,9.68,55.1,1.93,0.0139,0.9644,0.0137,5577,2030,526,140,0.0043,0,0.000,0
264,Qwen2.5-VL-3B,,117.47,73.04,190.51,0.205,124,2,126,1,Yes,yes,Are there less water areas than grass areas?,3.72,3.92,9.99,55.3,1.99,0.0161,0.9952,0.0158,5577,2030,526,125,0.0038,0,0.000,0
265,Qwen2.5-VL-3B,,106.42,73.02,179.44,0.193,123,2,125,1,No,no,Are there less forests than water areas?,3.46,3.48,9.58,55.1,0.96,0.0078,0.4797,0.0077,5577,2030,526,124,0.0038,0,0.000,0
266,Qwen2.5-VL-3B,,106.70,73.11,179.80,0.193,123,2,125,0,Yes,no,Are there more water areas than forests?,3.84,3.88,10.24,55.3,1.03,0.0083,0.5125,0.0082,5577,2030,526,124,0.0038,0,0.000,0
267,Qwen2.5-VL-3B,,116.86,72.98,189.84,0.204,122,2,124,0,Yes,no,Is there a medium nature reserve?,4.15,4.26,10.65,55.4,2.12,0.0174,1.0614,0.0171,5578,2029,526,123,0.0038,0,0.000,0
268,Qwen2.5-VL-3B,,118.25,72.98,191.23,0.205,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,3.82,3.99,10.09,55.2,2.01,0.0157,1.0042,0.0154,5577,2030,526,129,0.0039,0,0.000,0
269,Qwen2.5-VL-3B,,117.19,73.02,190.21,0.204,123,2,125,0,2,1,What is the number of square forests?,3.68,3.92,9.81,55.2,1.95,0.0159,0.9773,0.0156,5572,2035,525,124,0.0038,0,0.000,0
270,Qwen2.5-VL-3B,,117.69,73.35,191.05,0.205,124,2,126,0,Yes,no,Are there less roads than circular water areas?,3.63,3.88,9.66,55.2,1.92,0.0155,0.9614,0.0153,5572,2035,525,125,0.0038,0,0.000,0
271,Qwen2.5-VL-3B,,118.86,73.09,191.95,0.206,129,2,131,0,No,yes,Is the number of circular forests equal to the number of water areas?,3.59,3.84,9.59,55.2,1.91,0.0148,0.9555,0.0146,5574,2033,525,130,0.0040,0,0.000,0
272,Qwen2.5-VL-3B,,116.96,72.96,189.92,0.204,122,2,124,0,1,30,How many small roads are there?,3.56,3.80,9.54,55.2,1.90,0.0156,0.9495,0.0153,5574,2033,525,123,0.0038,0,0.000,0
273,Qwen2.5-VL-3B,,106.78,73.02,179.80,0.194,121,2,123,1,Yes,yes,Is a small road present?,3.38,3.40,9.32,55.1,0.93,0.0077,0.4668,0.0076,5574,2033,525,122,0.0037,0,0.000,0
274,Qwen2.5-VL-3B,,106.42,73.12,179.54,0.194,121,2,123,0,Yes,no,Is there a square road?,3.76,3.76,9.98,55.3,1.00,0.0083,0.4996,0.0081,5575,2032,525,122,0.0037,0,0.000,0
275,Qwen2.5-VL-3B,,118.55,72.98,191.54,0.206,129,2,131,1,No,no,Is the number of roads equal to the number of rectangular water areas?,4.11,4.22,10.48,55.5,2.09,0.0162,1.0450,0.0160,5575,2032,525,130,0.0040,0,0.000,0
276,Qwen2.5-VL-3B,,118.28,72.92,191.20,0.205,127,2,129,0,1,3,How many nature reserves next to a  road are there?,3.82,3.99,10.03,55.2,1.99,0.0157,0.9973,0.0155,5575,2032,525,128,0.0039,0,0.000,0
277,Qwen2.5-VL-3B,,117.18,73.02,190.20,0.204,123,2,125,0,Yes,no,Are there less roads than grass areas?,3.66,3.88,9.76,55.2,1.94,0.0158,0.9714,0.0155,5575,2032,525,124,0.0038,0,0.000,0
278,Qwen2.5-VL-3B,,117.47,72.93,190.39,0.205,124,2,126,0,3,0,What is the number of rectangular grass areas?,3.60,3.80,9.63,55.1,1.91,0.0154,0.9574,0.0152,5575,2032,525,125,0.0038,0,0.000,0
279,Qwen2.5-VL-3B,,116.82,72.99,189.81,0.204,122,2,124,0,Yes,no,Are there more forests than roads?,3.56,3.80,9.59,55.1,1.91,0.0156,0.9545,0.0154,5575,2032,525,123,0.0038,0,0.000,0
280,Qwen2.5-VL-3B,,118.58,73.01,191.59,0.206,128,2,130,1,1,1,What is the number of water areas next to a  forest?,3.55,3.76,9.58,55.2,1.91,0.0149,0.9535,0.0147,5575,2032,525,129,0.0039,0,0.000,0
281,Qwen2.5-VL-3B,,118.64,73.02,191.65,0.206,128,2,130,0,2,3,How many grass areas next to the  water area are there?,3.55,3.80,9.59,55.1,1.91,0.0149,0.9545,0.0147,5575,2032,525,129,0.0039,0,0.000,0
282,Qwen2.5-VL-3B,,117.66,73.01,190.67,0.205,125,2,127,0,Yes,no,Are there more large water areas than medium forests?,3.53,3.76,9.58,55.3,1.91,0.0153,0.9535,0.0150,5575,2032,525,126,0.0038,0,0.000,0
283,Qwen2.5-VL-3B,,106.75,73.01,179.76,0.194,121,2,123,0,Yes,no,Is there a rectangular road?,3.40,3.40,9.32,55.1,0.93,0.0077,0.4668,0.0076,5575,2032,525,122,0.0037,0,0.000,0
284,Qwen2.5-VL-3B,,117.44,72.98,190.42,0.204,124,2,126,0,1,0,What is the amount of circular nature reserves?,3.85,4.03,10.14,55.4,2.02,0.0163,1.0112,0.0161,5575,2032,525,125,0.0038,0,0.000,0
285,Qwen2.5-VL-3B,,106.73,73.01,179.74,0.194,124,2,126,1,1,1,What is the number of rectangular water areas?,3.60,3.64,9.74,54.8,0.98,0.0079,0.4877,0.0077,5575,2032,525,125,0.0038,0,0.000,0
286,Qwen2.5-VL-3B,,134.77,72.95,207.72,0.222,135,2,137,1,No,no,Is the number of forests equal to the number of water areas on the right of a  road?,3.93,4.11,10.29,55.4,2.05,0.0152,1.0270,0.0150,5575,2032,525,136,0.0042,0,0.000,0
287,Qwen2.5-VL-3B,,118.62,73.02,191.64,0.206,128,2,130,0,1,13,How many forests at the top of a  road are there?,3.90,4.07,10.11,55.2,2.01,0.0157,1.0067,0.0155,5575,2032,525,129,0.0039,0,0.000,0
288,Qwen2.5-VL-3B,,118.18,73.03,191.22,0.204,126,2,128,1,Yes,yes,Is there a nature reserve next to a  road?,3.72,3.88,9.81,55.2,1.95,0.0155,0.9763,0.0153,5575,2032,525,127,0.0039,0,0.000,0
289,Qwen2.5-VL-3B,,106.78,72.96,179.74,0.194,122,2,124,1,No,no,Is a circular grass area present?,3.48,3.52,9.50,54.7,0.95,0.0078,0.4758,0.0077,5575,2032,525,123,0.0038,0,0.000,0
290,Qwen2.5-VL-3B,,117.15,72.99,190.14,0.204,123,2,125,1,Yes,yes,Are there less water areas than forests?,3.89,4.07,10.16,55.6,2.03,0.0165,1.0131,0.0162,5575,2032,525,124,0.0038,0,0.000,0
291,Qwen2.5-VL-3B,,116.89,73.02,189.91,0.204,124,2,126,1,Yes,yes,Are there more water areas than rectangular roads?,3.70,3.88,9.91,55.6,1.97,0.0159,0.9853,0.0156,5575,2032,525,125,0.0038,0,0.000,0
292,Qwen2.5-VL-3B,,133.52,73.06,206.59,0.221,131,2,133,1,1,1,What is the number of square water areas at the bottom of a  road?,3.60,3.80,9.67,55.4,1.92,0.0147,0.9624,0.0145,5575,2032,525,132,0.0040,0,0.000,0
293,Qwen2.5-VL-3B,,117.44,73.04,190.48,0.204,124,2,126,0,Yes,no,Are there more medium forests than water areas?,3.70,3.92,9.76,55.5,1.94,0.0157,0.9723,0.0154,5575,2032,525,125,0.0038,0,0.000,0
294,Qwen2.5-VL-3B,,117.15,72.98,190.13,0.204,126,2,128,1,Yes,yes,Are there more roads than large forests in the image?,3.60,3.84,9.62,55.4,1.91,0.0152,0.9575,0.0150,5575,2032,525,127,0.0039,0,0.000,0
295,Qwen2.5-VL-3B,,116.93,73.05,189.98,0.204,122,2,124,1,1,1,How many medium forests are there?,3.56,3.84,9.56,55.4,1.91,0.0156,0.9525,0.0154,5575,2032,525,123,0.0038,0,0.000,0
296,Qwen2.5-VL-3B,,118.81,73.03,191.84,0.206,129,2,131,1,Yes,yes,Is a forest on the right of the  circular water area present?,3.56,3.84,9.54,55.2,1.90,0.0147,0.9495,0.0145,5575,2032,525,130,0.0040,0,0.000,0
297,Qwen2.5-VL-3B,,118.59,73.04,191.63,0.206,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,3.56,3.80,9.58,55.1,1.91,0.0148,0.9535,0.0146,5575,2032,525,130,0.0040,0,0.000,0
298,Qwen2.5-VL-3B,,117.49,73.02,190.51,0.204,124,2,126,1,Yes,yes,Are there less rectangular nature reserves than roads?,3.53,3.80,9.59,55.1,1.91,0.0154,0.9545,0.0152,5575,2032,525,125,0.0038,0,0.000,0
299,Qwen2.5-VL-3B,,106.83,73.02,179.85,0.193,121,2,123,1,Yes,yes,Is a square forest present?,3.41,3.41,9.36,54.9,0.94,0.0077,0.4688,0.0076,5575,2032,525,122,0.0037,0,0.000,0
300,Qwen2.5-VL-3B,,593.35,144.13,737.48,0.759,124,3,127,1,Rural,rural,Is it a rural or an urban area,4.28,4.66,10.80,55.6,7.58,0.0611,2.5274,0.0597,5576,2031,525,127,0.0039,0,0.000,0
301,Qwen2.5-VL-3B,,106.38,72.56,178.94,0.194,121,2,123,0,Yes,no,Is a rectangular road present?,4.64,4.82,11.19,55.7,1.12,0.0093,0.5603,0.0091,5576,2031,525,122,0.0037,0,0.000,0
302,Qwen2.5-VL-3B,,116.89,72.67,189.57,0.205,122,2,124,0,1,7,How many commercial buildings are there?,4.48,4.50,11.01,55.3,2.21,0.0181,1.1027,0.0178,5576,2031,525,123,0.0038,0,0.000,0
303,Qwen2.5-VL-3B,,118.05,72.57,190.63,0.205,126,2,128,0,0,164,What is the amount of residential buildings in the image?,4.12,4.54,10.40,55.3,2.06,0.0163,1.0296,0.0161,5591,2016,525,127,0.0039,0,0.000,0
304,Qwen2.5-VL-3B,,105.47,212.91,318.38,0.333,122,4,126,0,100,152,What is the amount of forests?,3.85,4.15,10.03,55.4,2.97,0.0244,0.7430,0.0236,5591,2016,525,127,0.0039,0,0.000,0
305,Qwen2.5-VL-3B,,106.40,72.95,179.35,0.194,120,2,122,1,Yes,yes,Is a building present?,4.09,4.38,10.49,55.5,1.05,0.0088,0.5250,0.0086,5591,2016,525,121,0.0037,0,0.000,0
306,Qwen2.5-VL-3B,,117.43,73.01,190.44,0.205,124,2,126,0,1,187,How many roads are there in the image?,4.02,4.11,10.34,55.2,2.07,0.0167,1.0355,0.0164,5591,2016,525,125,0.0038,0,0.000,0
307,Qwen2.5-VL-3B,,118.06,72.94,191.00,0.205,126,2,128,0,1,10,What is the number of orchards in the image?,3.89,4.26,10.11,55.2,2.00,0.0159,1.0004,0.0156,5591,2016,525,127,0.0039,0,0.000,0
308,Qwen2.5-VL-3B,,106.74,73.03,179.77,0.193,121,2,123,0,No,yes,Is a residential building present?,3.72,4.03,9.81,55.3,0.98,0.0081,0.4913,0.0080,5592,2015,525,122,0.0037,0,0.000,0
309,Qwen2.5-VL-3B,,106.73,73.03,179.75,0.194,123,2,125,1,Yes,yes,Is a road present in the image?,3.74,3.84,9.80,55.3,0.98,0.0080,0.4907,0.0079,5592,2015,525,124,0.0038,0,0.000,0
310,Qwen2.5-VL-3B,,106.44,73.00,179.43,0.194,121,2,123,1,Yes,yes,Is there a commercial building?,4.07,4.07,10.52,55.4,1.05,0.0087,0.5264,0.0086,5592,2015,525,122,0.0037,0,0.000,0
311,Qwen2.5-VL-3B,,106.36,73.02,179.38,0.194,121,2,123,0,No,yes,Is a water area present?,4.19,4.22,10.68,55.5,1.07,0.0088,0.5345,0.0087,5591,2016,525,122,0.0037,0,0.000,0
312,Qwen2.5-VL-3B,,106.16,72.96,179.12,0.193,121,2,123,1,Yes,yes,Is a grass area present?,4.32,4.38,10.79,55.3,1.08,0.0089,0.5405,0.0088,5591,2016,525,122,0.0037,0,0.000,0
313,Qwen2.5-VL-3B,,117.10,72.99,190.09,0.204,123,2,125,0,0,25,What is the amount of water areas?,4.41,4.50,11.03,55.5,2.20,0.0179,1.0997,0.0176,5591,2016,525,124,0.0038,0,0.000,0
314,Qwen2.5-VL-3B,,116.86,72.98,189.85,0.204,122,2,124,0,No,yes,Is there a circular orchard?,3.98,4.19,10.23,55.5,2.04,0.0167,1.0206,0.0165,5592,2015,525,123,0.0038,0,0.000,0
315,Qwen2.5-VL-3B,,117.54,144.78,262.32,0.277,124,3,127,0,10,79,What is the number of farmlands?,3.76,3.99,9.84,55.4,1.96,0.0158,0.6542,0.0155,5592,2015,525,127,0.0039,0,0.000,0
316,Qwen2.5-VL-3B,,106.74,73.03,179.77,0.194,121,2,123,0,Yes,no,Is there a medium road?,4.03,4.07,10.33,55.1,1.03,0.0085,0.5171,0.0084,5592,2015,525,122,0.0037,0,0.000,0
317,Qwen2.5-VL-3B,,106.18,72.97,179.15,0.193,122,2,124,0,No,yes,Is there a circular water area?,4.21,4.27,10.70,55.8,1.07,0.0088,0.5355,0.0086,5592,2015,525,123,0.0038,0,0.000,0
318,Qwen2.5-VL-3B,,117.18,73.03,190.21,0.205,123,2,125,0,1,0,How many large residential buildings are there?,4.29,4.34,10.93,55.7,2.18,0.0177,1.0898,0.0174,5592,2015,525,124,0.0038,0,0.000,0
319,Qwen2.5-VL-3B,,106.16,73.06,179.21,0.193,121,2,123,0,1,191,How many buildings are there?,3.80,3.84,10.08,55.3,1.01,0.0083,0.5046,0.0082,5592,2015,525,122,0.0037,0,0.000,0
320,Qwen2.5-VL-3B,,117.98,72.95,190.94,0.205,126,2,128,1,No,no,Are there less roads than commercial buildings in the image?,4.08,4.22,10.52,55.7,2.10,0.0167,1.0494,0.0164,5592,2015,525,127,0.0039,0,0.000,0
321,Qwen2.5-VL-3B,,118.57,73.03,191.59,0.206,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,3.81,3.99,9.99,55.7,1.99,0.0155,0.9943,0.0153,5592,2015,525,129,0.0039,0,0.000,0
322,Qwen2.5-VL-3B,,106.78,72.94,179.72,0.194,122,2,124,0,No,yes,Is a large water area present?,3.54,3.56,9.54,55.0,0.96,0.0078,0.4777,0.0077,5592,2015,525,123,0.0038,0,0.000,0
323,Qwen2.5-VL-3B,,117.38,73.02,190.39,0.205,124,2,126,0,1,0,What is the number of square commercial buildings?,3.93,4.11,10.18,55.5,2.03,0.0164,1.0161,0.0161,5592,2015,525,125,0.0038,0,0.000,0
324,Qwen2.5-VL-3B,,118.54,72.99,191.53,0.206,128,2,130,1,No,no,Is the number of water areas equal to the number of buildings?,3.73,3.92,9.87,55.4,1.96,0.0153,0.9813,0.0151,5592,2015,525,129,0.0039,0,0.000,0
325,Qwen2.5-VL-3B,,117.17,73.03,190.21,0.204,123,2,125,0,Yes,no,Are there less buildings than grass areas?,3.60,3.80,9.71,55.3,1.93,0.0157,0.9664,0.0155,5592,2015,525,124,0.0038,0,0.000,0
326,Qwen2.5-VL-3B,,106.38,73.07,179.46,0.193,120,2,122,1,Yes,yes,Is there a forest?,3.44,3.48,9.38,55.1,0.94,0.0078,0.4698,0.0077,5592,2015,525,121,0.0037,0,0.000,0
327,Qwen2.5-VL-3B,,118.27,72.99,191.26,0.206,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,3.86,4.03,10.20,55.6,2.03,0.0159,1.0171,0.0156,5592,2015,525,129,0.0039,0,0.000,0
328,Qwen2.5-VL-3B,,106.44,72.98,179.42,0.194,121,2,123,1,Yes,yes,Is a small road present?,3.60,3.68,9.76,55.0,0.98,0.0081,0.4887,0.0079,5592,2015,525,122,0.0037,0,0.000,0
329,Qwen2.5-VL-3B,,118.86,73.02,191.88,0.206,129,2,131,0,1,164,How many residential buildings at the top of a  road are there?,3.97,4.11,10.27,55.6,2.05,0.0159,1.0246,0.0156,5592,2015,525,130,0.0040,0,0.000,0
330,Qwen2.5-VL-3B,,116.90,73.02,189.92,0.204,122,2,124,1,No,no,Are there more roads than buildings?,3.76,3.88,9.97,55.2,1.98,0.0162,0.9912,0.0160,5592,2015,525,123,0.0038,0,0.000,0
331,Qwen2.5-VL-3B,,117.17,72.95,190.12,0.204,123,2,125,1,0,0,How many circular commercial buildings are there?,3.62,3.80,9.68,55.4,1.92,0.0156,0.9624,0.0154,5592,2015,525,124,0.0038,0,0.000,0
332,Qwen2.5-VL-3B,,117.14,212.94,330.07,0.344,123,4,127,0,100,114,What is the amount of grass areas?,3.70,4.11,9.83,55.7,2.93,0.0238,0.7330,0.0231,5592,2015,525,128,0.0039,0,0.000,0
333,Qwen2.5-VL-3B,,106.14,73.04,179.18,0.194,124,2,126,0,0,101,What is the amount of rectangular residential buildings?,3.99,4.07,10.37,55.2,1.04,0.0084,0.5191,0.0082,5592,2015,525,125,0.0038,0,0.000,0
334,Qwen2.5-VL-3B,,106.73,72.95,179.69,0.194,121,2,123,1,No,no,Is there a circular road?,4.13,4.18,10.54,55.5,1.06,0.0087,0.5276,0.0086,5592,2015,525,122,0.0037,0,0.000,0
335,Qwen2.5-VL-3B,,117.07,73.03,190.10,0.204,123,2,125,0,0,3,What is the number of residential areas?,4.25,4.34,10.82,55.9,2.16,0.0176,1.0798,0.0173,5592,2015,525,124,0.0038,0,0.000,0
336,Qwen2.5-VL-3B,,106.64,73.05,179.69,0.194,121,2,123,1,Yes,yes,Is a farmland present?,3.82,3.92,10.08,55.0,1.01,0.0083,0.5046,0.0082,5592,2015,525,122,0.0037,0,0.000,0
337,Qwen2.5-VL-3B,,117.45,72.97,190.42,0.205,124,2,126,0,1,8,What is the amount of medium water areas?,4.09,4.23,10.45,55.8,2.08,0.0168,1.0421,0.0165,5592,2015,525,125,0.0038,0,0.000,0
338,Qwen2.5-VL-3B,,118.53,73.00,191.54,0.206,128,2,130,0,No,yes,Is there a residential building at the top of a  road?,3.85,3.99,10.04,55.3,2.00,0.0156,0.9982,0.0154,5592,2015,525,129,0.0039,0,0.000,0
339,Qwen2.5-VL-3B,,117.46,72.94,190.40,0.204,125,2,127,1,No,no,Is a large residential building present in the image?,3.70,3.84,9.80,55.3,1.95,0.0156,0.9744,0.0153,5578,2029,528,126,0.0038,0,0.000,0
340,Qwen2.5-VL-3B,,117.28,73.03,190.30,0.204,123,2,125,0,0,23,What is the amount of rectangular forests?,3.59,3.76,9.63,55.4,1.92,0.0156,0.9575,0.0153,5578,2029,528,124,0.0038,0,0.000,0
341,Qwen2.5-VL-3B,,116.88,73.00,189.88,0.204,122,2,124,1,0,0,How many large roads are there?,3.56,3.76,9.52,55.4,1.89,0.0155,0.9465,0.0153,5578,2029,528,123,0.0038,0,0.000,0
342,Qwen2.5-VL-3B,,117.40,72.98,190.38,0.205,124,2,126,0,No,yes,Are there less commercial buildings than water areas?,3.56,3.80,9.50,55.3,1.89,0.0152,0.9446,0.0150,5578,2029,528,125,0.0038,0,0.000,0
343,Qwen2.5-VL-3B,,117.43,73.04,190.47,0.204,124,2,126,1,Yes,yes,Is a medium building present in the image?,3.55,3.76,9.46,55.4,1.88,0.0152,0.9406,0.0149,5578,2029,528,125,0.0038,0,0.000,0
344,Qwen2.5-VL-3B,,118.28,144.72,263.00,0.276,127,3,130,0,10,14,What is the number of small grass areas in the image?,3.55,3.76,9.43,55.2,1.88,0.0148,0.6257,0.0144,5579,2028,528,130,0.0040,0,0.000,0
345,Qwen2.5-VL-3B,,106.11,73.05,179.16,0.193,124,2,126,0,0,3,What is the number of square residential buildings?,3.99,4.11,10.25,55.5,1.03,0.0083,0.5131,0.0081,5579,2028,528,125,0.0038,0,0.000,0
346,Qwen2.5-VL-3B,,117.16,72.94,190.10,0.204,123,2,125,1,No,no,Are there less buildings than water areas?,4.15,4.26,10.45,55.8,2.09,0.0170,1.0431,0.0167,5579,2028,528,124,0.0038,0,0.000,0
347,Qwen2.5-VL-3B,,116.92,73.07,189.99,0.204,124,2,126,1,Yes,yes,Are there more grass areas than water areas?,3.89,3.99,10.00,55.7,1.99,0.0160,0.9943,0.0158,5579,2028,528,125,0.0038,0,0.000,0
348,Qwen2.5-VL-3B,,117.14,73.04,190.19,0.204,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,3.70,3.88,9.68,55.6,1.92,0.0154,0.9625,0.0152,5579,2028,528,126,0.0038,0,0.000,0
349,Qwen2.5-VL-3B,,106.81,73.11,179.92,0.194,121,2,123,1,Yes,yes,Is a orchard present?,3.52,3.60,9.40,55.0,0.94,0.0078,0.4708,0.0077,5580,2027,528,122,0.0037,0,0.000,0
350,Qwen2.5-VL-3B,,117.11,72.98,190.09,0.204,123,2,125,1,Yes,yes,Are there less residential buildings than roads?,3.89,4.07,10.04,55.6,2.00,0.0163,1.0012,0.0160,5580,2027,528,124,0.0038,0,0.000,0
351,Qwen2.5-VL-3B,,116.94,73.01,189.95,0.204,122,2,124,0,Yes,no,Is a small farmland present?,3.74,3.88,9.87,55.4,1.96,0.0161,0.9803,0.0158,5580,2027,528,123,0.0038,0,0.000,0
352,Qwen2.5-VL-3B,,106.19,73.07,179.26,0.193,122,2,124,1,Yes,yes,Is a small commercial building present?,3.54,3.64,9.56,55.1,0.96,0.0078,0.4787,0.0077,5580,2027,528,123,0.0038,0,0.000,0
353,Qwen2.5-VL-3B,,118.54,73.04,191.57,0.206,128,2,130,1,No,no,Are there more commercial buildings than farmlands in the image?,3.90,4.07,10.13,55.5,2.02,0.0158,1.0111,0.0156,5580,2027,528,129,0.0039,0,0.000,0
354,Qwen2.5-VL-3B,,117.21,73.03,190.25,0.205,123,2,125,0,1,2,How many medium commercial buildings are there?,3.74,3.88,9.87,55.3,1.96,0.0159,0.9803,0.0157,5580,2027,528,124,0.0038,0,0.000,0
355,Qwen2.5-VL-3B,,118.26,73.05,191.31,0.206,127,2,129,0,No,yes,Are there more commercial buildings than rectangular roads in the image?,3.65,3.80,9.69,55.8,1.92,0.0152,0.9624,0.0149,5580,2027,528,128,0.0039,0,0.000,0
356,Qwen2.5-VL-3B,,117.40,73.06,190.46,0.205,127,2,129,1,No,no,Are there more circular water areas than buildings in the image?,3.57,3.72,9.62,55.7,1.91,0.0150,0.9555,0.0148,5580,2027,528,128,0.0039,0,0.000,0
357,Qwen2.5-VL-3B,,118.90,72.96,191.86,0.205,129,2,131,1,No,no,Is the number of residential buildings equal to the number of water areas?,3.55,3.72,9.50,55.6,1.89,0.0146,0.9436,0.0144,5580,2027,528,130,0.0040,0,0.000,0
358,Qwen2.5-VL-3B,,116.98,73.02,190.00,0.204,122,2,124,0,No,yes,Are there less forests than buildings?,3.55,3.72,9.47,55.5,1.88,0.0154,0.9406,0.0152,5580,2027,528,123,0.0038,0,0.000,0
359,Qwen2.5-VL-3B,,106.80,73.09,179.89,0.194,123,2,125,1,No,no,Are there more water areas than roads?,3.46,3.56,9.32,55.0,0.93,0.0076,0.4669,0.0075,5580,2027,528,124,0.0038,0,0.000,0
360,Qwen2.5-VL-3B,,106.72,73.01,179.73,0.194,121,2,123,0,No,yes,Is a circular building present?,3.74,3.76,9.78,55.6,0.98,0.0081,0.4897,0.0080,5580,2027,528,122,0.0037,0,0.000,0
361,Qwen2.5-VL-3B,,106.69,72.95,179.63,0.194,122,2,124,0,Yes,no,Is there a large commercial building?,4.01,4.03,10.22,55.5,1.02,0.0084,0.5116,0.0083,5580,2027,528,123,0.0038,0,0.000,0
362,Qwen2.5-VL-3B,,117.17,73.00,190.16,0.204,123,2,125,1,Yes,yes,Are there more buildings than water areas?,4.20,4.30,10.54,55.5,2.10,0.0171,1.0522,0.0168,5580,2027,528,124,0.0038,0,0.000,0
