Question ID,Model,Model Load Time (s),Prefill Time (ms),Decode Time (ms),Total Compute Time (ms),Latency (s),Input Tokens,Output Tokens,Total Tokens,Correct,Model Response,Ground Truth,Question,Avg GPU+CPU Power (W),Max GPU+CPU Power (W),Avg Board Power (W),Max GPU Temp (C),Total Energy (J),Energy per Input Token (J),Energy per Output Token (J),Energy per Total Token (J),RAM Used (MB),RAM Free (MB),Swap Used (MB),KV Active Tokens,KV Active Ratio,Prompt Cache Entries,Prompt Cache Size (MB),Prompt Cache Limit (MB)
250,Qwen2.5-VL-3B,,116.87,72.94,189.81,0.204,122,2,124,1,No,no,Is a medium water area present?,3.51,3.72,9.58,55.5,1.90,0.0156,0.9516,0.0153,5566,2041,533,123,0.0038,0,0.000,0
251,Qwen2.5-VL-3B,,118.35,72.95,191.30,0.205,128,2,130,1,Yes,yes,Is there a water area on the left of a  road?,3.51,3.72,9.56,55.6,1.90,0.0149,0.9506,0.0146,5566,2041,533,129,0.0039,0,0.000,0
252,Qwen2.5-VL-3B,,117.14,73.03,190.16,0.204,123,2,125,0,1,0,What is the number of square roads?,3.52,3.72,9.55,55.5,1.90,0.0154,0.9496,0.0152,5566,2041,533,124,0.0038,0,0.000,0
253,Qwen2.5-VL-3B,,106.70,72.92,179.62,0.194,121,2,123,1,Yes,yes,Is a medium forest present?,3.42,3.48,9.32,55.1,0.93,0.0077,0.4668,0.0076,5566,2041,533,122,0.0037,0,0.000,0
254,Qwen2.5-VL-3B,,118.00,72.96,190.95,0.204,127,2,129,1,No,no,Is the number of forests equal to the number of roads?,3.84,4.03,9.99,55.5,1.99,0.0157,0.9963,0.0154,5566,2041,533,128,0.0039,0,0.000,0
255,Qwen2.5-VL-3B,,118.78,212.73,331.50,0.346,129,4,133,0,100,10,What is the amount of forests at the bottom of a  road?,3.82,4.18,10.03,55.5,2.99,0.0232,0.7472,0.0225,5566,2041,533,134,0.0041,0,0.000,0
256,Qwen2.5-VL-3B,,106.39,72.94,179.34,0.193,123,2,125,0,1,0,What is the number of large roads?,4.13,4.26,10.52,55.3,1.05,0.0086,0.5266,0.0084,5566,2041,533,124,0.0038,0,0.000,0
257,Qwen2.5-VL-3B,,118.80,72.99,191.78,0.206,129,2,131,1,No,no,Is the number of water areas equal to the number of small roads?,4.20,4.30,10.71,55.6,2.14,0.0166,1.0690,0.0163,5566,2041,533,130,0.0040,0,0.000,0
258,Qwen2.5-VL-3B,,105.48,72.89,178.37,0.192,128,2,130,1,No,no,Is the number of water areas equal to the number of roads?,3.86,3.99,10.05,55.3,1.01,0.0079,0.5032,0.0077,5566,2041,533,129,0.0039,0,0.000,0
259,Qwen2.5-VL-3B,,106.62,72.93,179.55,0.194,122,2,124,0,Yes,no,Is there a large water area?,3.94,3.96,10.33,55.5,1.03,0.0085,0.5171,0.0083,5566,2041,533,123,0.0038,0,0.000,0
260,Qwen2.5-VL-3B,,133.29,72.89,206.17,0.220,131,2,133,0,Yes,no,Are there less water areas than water areas on the right of a  forest?,4.13,4.22,10.69,55.6,2.14,0.0163,1.0679,0.0161,5566,2041,533,132,0.0040,0,0.000,0
261,Qwen2.5-VL-3B,,116.84,72.96,189.81,0.204,122,2,124,1,0,0,How many circular roads are there?,3.99,4.11,10.39,55.6,2.07,0.0169,1.0326,0.0167,5566,2041,533,123,0.0038,0,0.000,0
262,Qwen2.5-VL-3B,,117.17,72.99,190.16,0.204,123,2,125,1,0,0,What is the number of rectangular roads?,3.74,3.88,9.89,55.5,1.96,0.0160,0.9823,0.0157,5566,2041,533,124,0.0038,0,0.000,0
263,Qwen2.5-VL-3B,,139.81,72.93,212.75,0.227,139,2,141,1,No,no,Is the number of roads equal to the number of forests on the left of a  medium water area in the image?,3.61,3.76,9.65,55.4,1.92,0.0138,0.9594,0.0136,5566,2041,533,140,0.0043,0,0.000,0
264,Qwen2.5-VL-3B,,117.36,72.91,190.26,0.205,124,2,126,1,Yes,yes,Are there less water areas than grass areas?,3.69,3.80,9.80,55.6,1.95,0.0157,0.9735,0.0155,5566,2041,533,125,0.0038,0,0.000,0
265,Qwen2.5-VL-3B,,106.32,72.93,179.25,0.193,123,2,125,1,No,no,Are there less forests than water areas?,3.50,3.60,9.54,55.0,0.96,0.0078,0.4778,0.0076,5566,2041,533,124,0.0038,0,0.000,0
266,Qwen2.5-VL-3B,,106.66,72.91,179.57,0.194,123,2,125,0,Yes,no,Are there more water areas than forests?,3.74,3.76,10.02,55.6,1.00,0.0082,0.5016,0.0080,5566,2041,533,124,0.0038,0,0.000,0
267,Qwen2.5-VL-3B,,116.87,72.98,189.85,0.204,122,2,124,0,Yes,no,Is there a medium nature reserve?,4.03,4.15,10.51,55.6,2.10,0.0172,1.0495,0.0169,5566,2041,533,123,0.0038,0,0.000,0
268,Qwen2.5-VL-3B,,118.23,72.96,191.19,0.205,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,3.85,3.99,10.10,55.5,2.00,0.0157,1.0018,0.0154,5566,2041,533,129,0.0039,0,0.000,0
269,Qwen2.5-VL-3B,,117.14,72.92,190.06,0.204,123,2,125,0,2,1,What is the number of square forests?,3.66,3.80,9.81,55.5,1.95,0.0158,0.9734,0.0156,5566,2041,533,124,0.0038,0,0.000,0
270,Qwen2.5-VL-3B,,117.48,73.04,190.52,0.205,124,2,126,0,Yes,no,Are there less roads than circular water areas?,3.60,3.72,9.60,55.6,1.91,0.0154,0.9525,0.0151,5566,2041,533,125,0.0038,0,0.000,0
271,Qwen2.5-VL-3B,,118.79,73.02,191.81,0.206,129,2,131,0,No,yes,Is the number of circular forests equal to the number of water areas?,3.55,3.68,9.52,55.6,1.89,0.0146,0.9446,0.0144,5566,2041,533,130,0.0040,0,0.000,0
272,Qwen2.5-VL-3B,,116.89,72.98,189.87,0.204,122,2,124,0,1,30,How many small roads are there?,3.53,3.64,9.55,55.5,1.89,0.0155,0.9466,0.0153,5566,2041,533,123,0.0038,0,0.000,0
273,Qwen2.5-VL-3B,,106.77,72.90,179.67,0.194,121,2,123,1,Yes,yes,Is a small road present?,3.44,3.60,9.46,55.0,0.95,0.0078,0.4738,0.0077,5566,2041,533,122,0.0037,0,0.000,0
274,Qwen2.5-VL-3B,,106.35,72.88,179.23,0.193,121,2,123,0,Yes,no,Is there a square road?,3.66,3.68,9.82,55.5,0.98,0.0081,0.4917,0.0080,5566,2041,533,122,0.0037,0,0.000,0
275,Qwen2.5-VL-3B,,118.61,73.12,191.73,0.206,129,2,131,1,No,no,Is the number of roads equal to the number of rectangular water areas?,3.98,4.11,10.40,55.6,2.08,0.0161,1.0395,0.0159,5566,2041,533,130,0.0040,0,0.000,0
276,Qwen2.5-VL-3B,,118.30,72.89,191.19,0.206,127,2,129,0,1,3,How many nature reserves next to a  road are there?,3.80,4.03,10.13,55.4,2.01,0.0158,1.0032,0.0156,5566,2041,533,128,0.0039,0,0.000,0
277,Qwen2.5-VL-3B,,117.08,72.94,190.02,0.204,123,2,125,0,Yes,no,Are there less roads than grass areas?,3.66,3.88,9.77,55.4,1.93,0.0157,0.9674,0.0155,5566,2041,533,124,0.0038,0,0.000,0
278,Qwen2.5-VL-3B,,117.58,73.20,190.78,0.205,124,2,126,0,3,0,What is the number of rectangular grass areas?,3.60,3.80,9.62,55.4,1.90,0.0153,0.9516,0.0151,5566,2041,533,125,0.0038,0,0.000,0
279,Qwen2.5-VL-3B,,117.04,73.09,190.13,0.204,122,2,124,0,Yes,no,Are there more forests than roads?,3.56,3.76,9.50,55.6,1.88,0.0154,0.9396,0.0152,5566,2041,533,123,0.0038,0,0.000,0
280,Qwen2.5-VL-3B,,118.52,72.86,191.37,0.205,128,2,130,1,1,1,What is the number of water areas next to a  forest?,3.52,3.72,9.43,55.6,1.87,0.0146,0.9326,0.0143,5566,2041,533,129,0.0039,0,0.000,0
281,Qwen2.5-VL-3B,,118.50,72.89,191.40,0.205,128,2,130,0,2,3,How many grass areas next to the  water area are there?,3.52,3.72,9.43,55.4,1.87,0.0146,0.9326,0.0143,5566,2041,533,129,0.0039,0,0.000,0
282,Qwen2.5-VL-3B,,117.74,72.93,190.68,0.205,125,2,127,0,Yes,no,Are there more large water areas than medium forests?,3.52,3.72,9.48,55.6,1.88,0.0150,0.9376,0.0148,5566,2041,533,126,0.0038,0,0.000,0
283,Qwen2.5-VL-3B,,106.66,72.97,179.62,0.194,121,2,123,0,Yes,no,Is there a rectangular road?,3.46,3.72,9.44,55.1,0.95,0.0078,0.4728,0.0077,5566,2041,533,122,0.0037,0,0.000,0
284,Qwen2.5-VL-3B,,117.41,73.03,190.43,0.205,124,2,126,0,1,0,What is the amount of circular nature reserves?,3.72,3.92,9.79,55.6,1.96,0.0158,0.9783,0.0155,5566,2041,533,125,0.0038,0,0.000,0
285,Qwen2.5-VL-3B,,106.76,72.95,179.71,0.194,124,2,126,1,1,1,What is the number of rectangular water areas?,3.76,4.07,9.81,55.2,0.98,0.0079,0.4912,0.0078,5566,2041,533,125,0.0038,0,0.000,0
286,Qwen2.5-VL-3B,,134.52,72.96,207.48,0.221,135,2,137,1,No,no,Is the number of forests equal to the number of water areas on the right of a  road?,3.84,3.96,10.01,55.7,2.00,0.0148,1.0022,0.0146,5566,2041,533,136,0.0042,0,0.000,0
287,Qwen2.5-VL-3B,,118.51,72.89,191.40,0.206,128,2,130,0,1,13,How many forests at the top of a  road are there?,3.89,4.22,10.15,55.9,2.01,0.0157,1.0047,0.0155,5566,2041,533,129,0.0039,0,0.000,0
288,Qwen2.5-VL-3B,,117.90,72.87,190.78,0.205,126,2,128,1,Yes,yes,Is there a nature reserve next to a  road?,3.70,4.03,9.79,55.5,1.94,0.0154,0.9684,0.0151,5566,2041,533,127,0.0039,0,0.000,0
289,Qwen2.5-VL-3B,,106.74,73.00,179.74,0.194,122,2,124,1,No,no,Is a circular grass area present?,3.58,3.88,9.64,55.3,0.97,0.0079,0.4828,0.0078,5566,2041,533,123,0.0038,0,0.000,0
290,Qwen2.5-VL-3B,,117.09,72.94,190.03,0.204,123,2,125,1,Yes,yes,Are there less water areas than forests?,3.73,3.88,9.91,55.7,1.98,0.0161,0.9923,0.0159,5566,2041,533,124,0.0038,0,0.000,0
291,Qwen2.5-VL-3B,,116.84,72.89,189.74,0.204,124,2,126,1,Yes,yes,Are there more water areas than rectangular roads?,3.76,4.11,9.94,55.6,1.97,0.0159,0.9839,0.0156,5566,2041,533,125,0.0038,0,0.000,0
292,Qwen2.5-VL-3B,,133.29,72.93,206.22,0.220,131,2,133,1,1,1,What is the number of square water areas at the bottom of a  road?,3.64,3.96,9.65,55.6,1.91,0.0146,0.9554,0.0144,5566,2041,533,132,0.0040,0,0.000,0
293,Qwen2.5-VL-3B,,117.52,72.92,190.44,0.205,124,2,126,0,Yes,no,Are there more medium forests than water areas?,3.68,3.96,9.77,55.8,1.93,0.0156,0.9674,0.0154,5566,2041,533,125,0.0038,0,0.000,0
294,Qwen2.5-VL-3B,,117.16,72.81,189.97,0.204,126,2,128,1,Yes,yes,Are there more roads than large forests in the image?,3.59,3.88,9.68,55.6,1.91,0.0152,0.9575,0.0150,5566,2041,533,127,0.0039,0,0.000,0
295,Qwen2.5-VL-3B,,116.82,72.85,189.67,0.204,122,2,124,1,1,1,How many medium forests are there?,3.52,3.80,9.60,55.6,1.90,0.0156,0.9495,0.0153,5566,2041,533,123,0.0038,0,0.000,0
296,Qwen2.5-VL-3B,,118.78,72.98,191.76,0.206,129,2,131,1,Yes,yes,Is a forest on the right of the  circular water area present?,3.49,3.76,9.51,55.6,1.88,0.0146,0.9407,0.0144,5566,2041,533,130,0.0040,0,0.000,0
297,Qwen2.5-VL-3B,,118.57,72.90,191.47,0.206,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,3.52,3.80,9.52,55.5,1.88,0.0146,0.9416,0.0144,5566,2041,533,130,0.0040,0,0.000,0
298,Qwen2.5-VL-3B,,117.41,72.90,190.31,0.205,124,2,126,1,Yes,yes,Are there less rectangular nature reserves than roads?,3.53,3.84,9.55,55.5,1.89,0.0152,0.9446,0.0150,5566,2041,533,125,0.0038,0,0.000,0
299,Qwen2.5-VL-3B,,106.72,72.95,179.66,0.194,121,2,123,1,Yes,yes,Is a square forest present?,3.52,3.80,9.52,55.2,0.95,0.0079,0.4768,0.0078,5566,2041,533,122,0.0037,0,0.000,0
300,Qwen2.5-VL-3B,,592.71,144.72,737.44,0.753,124,3,127,1,Rural,rural,Is it a rural or an urban area,4.18,4.70,10.62,56.1,7.47,0.0602,2.4890,0.0588,5566,2041,533,127,0.0039,0,0.000,0
301,Qwen2.5-VL-3B,,106.37,73.01,179.38,0.194,121,2,123,0,Yes,no,Is a rectangular road present?,4.52,4.82,11.17,56.0,1.12,0.0092,0.5594,0.0091,5566,2041,533,122,0.0037,0,0.000,0
302,Qwen2.5-VL-3B,,116.83,72.86,189.68,0.204,122,2,124,0,1,7,How many commercial buildings are there?,4.32,4.34,10.88,55.9,2.18,0.0178,1.0879,0.0175,5566,2041,533,123,0.0038,0,0.000,0
303,Qwen2.5-VL-3B,,117.94,72.58,190.51,0.205,126,2,128,0,0,164,What is the amount of residential buildings in the image?,4.04,4.42,10.34,55.5,2.05,0.0162,1.0226,0.0160,5566,2041,533,127,0.0039,0,0.000,0
304,Qwen2.5-VL-3B,,105.84,211.98,317.82,0.332,122,4,126,0,100,152,What is the amount of forests?,3.82,4.07,10.03,56.0,2.97,0.0244,0.7436,0.0236,5563,2044,536,127,0.0039,0,0.000,0
305,Qwen2.5-VL-3B,,106.76,72.71,179.47,0.194,120,2,122,1,Yes,yes,Is a building present?,4.05,4.38,10.49,55.8,1.05,0.0088,0.5250,0.0086,5563,2044,536,121,0.0037,0,0.000,0
306,Qwen2.5-VL-3B,,117.41,72.97,190.38,0.205,124,2,126,0,1,187,How many roads are there in the image?,4.00,4.11,10.35,55.9,2.07,0.0167,1.0354,0.0164,5563,2044,536,125,0.0038,0,0.000,0
307,Qwen2.5-VL-3B,,117.96,72.93,190.89,0.205,126,2,128,0,1,10,What is the number of orchards in the image?,3.86,4.22,10.10,55.8,2.00,0.0159,0.9999,0.0156,5563,2044,536,127,0.0039,0,0.000,0
308,Qwen2.5-VL-3B,,106.71,72.92,179.63,0.194,121,2,123,0,No,yes,Is a residential building present?,3.65,3.95,9.86,55.6,0.99,0.0082,0.4937,0.0080,5563,2044,536,122,0.0037,0,0.000,0
309,Qwen2.5-VL-3B,,106.63,72.87,179.50,0.194,123,2,125,1,Yes,yes,Is a road present in the image?,3.72,3.80,9.92,55.8,0.99,0.0081,0.4966,0.0079,5563,2044,536,124,0.0038,0,0.000,0
310,Qwen2.5-VL-3B,,106.28,72.79,179.07,0.193,121,2,123,1,Yes,yes,Is there a commercial building?,3.97,4.03,10.35,55.6,1.04,0.0086,0.5181,0.0084,5563,2044,536,122,0.0037,0,0.000,0
311,Qwen2.5-VL-3B,,106.24,72.83,179.07,0.193,121,2,123,0,No,yes,Is a water area present?,4.18,4.18,10.73,55.4,1.07,0.0089,0.5374,0.0087,5563,2044,536,122,0.0037,0,0.000,0
312,Qwen2.5-VL-3B,,106.00,72.84,178.84,0.193,121,2,123,1,Yes,yes,Is a grass area present?,4.30,4.30,10.89,55.6,1.09,0.0090,0.5454,0.0089,5563,2044,536,122,0.0037,0,0.000,0
313,Qwen2.5-VL-3B,,117.14,72.89,190.04,0.204,123,2,125,0,0,25,What is the amount of water areas?,4.34,4.42,10.87,55.5,2.17,0.0177,1.0868,0.0174,5563,2044,536,124,0.0038,0,0.000,0
314,Qwen2.5-VL-3B,,116.83,72.87,189.70,0.204,122,2,124,0,No,yes,Is there a circular orchard?,3.86,3.88,10.10,55.4,2.02,0.0166,1.0121,0.0163,5563,2044,536,123,0.0038,0,0.000,0
315,Qwen2.5-VL-3B,,117.36,144.41,261.77,0.276,124,3,127,0,10,79,What is the number of farmlands?,3.64,3.68,9.65,55.9,1.94,0.0156,0.6456,0.0153,5563,2044,536,127,0.0039,0,0.000,0
316,Qwen2.5-VL-3B,,106.69,72.94,179.63,0.194,121,2,123,0,Yes,no,Is there a medium road?,4.01,4.03,10.32,55.8,1.03,0.0085,0.5166,0.0084,5563,2044,536,122,0.0037,0,0.000,0
317,Qwen2.5-VL-3B,,106.06,72.86,178.92,0.193,122,2,124,0,No,yes,Is there a circular water area?,4.21,4.26,10.62,55.8,1.06,0.0087,0.5315,0.0086,5563,2044,536,123,0.0038,0,0.000,0
318,Qwen2.5-VL-3B,,117.09,72.89,189.99,0.204,123,2,125,0,1,0,How many large residential buildings are there?,4.38,4.50,10.85,56.1,2.16,0.0176,1.0819,0.0173,5563,2044,536,124,0.0038,0,0.000,0
319,Qwen2.5-VL-3B,,106.09,72.86,178.95,0.194,121,2,123,0,1,191,How many buildings are there?,3.86,3.88,10.01,55.6,1.00,0.0083,0.5012,0.0081,5563,2044,536,122,0.0037,0,0.000,0
320,Qwen2.5-VL-3B,,117.96,73.05,191.01,0.206,126,2,128,1,No,no,Are there less roads than commercial buildings in the image?,4.14,4.26,10.60,56.0,2.11,0.0168,1.0571,0.0165,5563,2044,536,127,0.0039,0,0.000,0
321,Qwen2.5-VL-3B,,118.46,72.94,191.41,0.206,128,2,130,1,No,no,Is the number of roads equal to the number of commercial buildings?,3.84,4.07,10.05,55.8,2.00,0.0156,1.0007,0.0154,5563,2044,536,129,0.0039,0,0.000,0
322,Qwen2.5-VL-3B,,106.71,72.82,179.53,0.193,122,2,124,0,No,yes,Is a large water area present?,3.56,3.56,9.60,55.4,0.96,0.0079,0.4807,0.0078,5563,2044,536,123,0.0038,0,0.000,0
323,Qwen2.5-VL-3B,,117.30,72.97,190.27,0.205,124,2,126,0,1,0,What is the number of square commercial buildings?,3.98,4.15,10.38,55.8,2.07,0.0167,1.0335,0.0164,5563,2044,536,125,0.0038,0,0.000,0
324,Qwen2.5-VL-3B,,118.52,72.89,191.42,0.205,128,2,130,1,No,no,Is the number of water areas equal to the number of buildings?,3.76,3.99,9.97,55.8,1.99,0.0155,0.9928,0.0153,5563,2044,536,129,0.0039,0,0.000,0
325,Qwen2.5-VL-3B,,117.11,72.80,189.91,0.204,123,2,125,0,Yes,no,Are there less buildings than grass areas?,3.66,3.92,9.70,55.7,1.93,0.0157,0.9670,0.0155,5563,2044,536,124,0.0038,0,0.000,0
326,Qwen2.5-VL-3B,,106.28,72.75,179.02,0.193,120,2,122,1,Yes,yes,Is there a forest?,3.48,3.48,9.38,55.5,0.94,0.0078,0.4698,0.0077,5563,2044,536,121,0.0037,0,0.000,0
327,Qwen2.5-VL-3B,,118.28,72.97,191.25,0.206,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,3.94,4.15,10.20,56.0,2.04,0.0159,1.0176,0.0157,5563,2044,536,129,0.0039,0,0.000,0
328,Qwen2.5-VL-3B,,106.36,72.89,179.25,0.193,121,2,123,1,Yes,yes,Is a small road present?,3.66,3.68,9.70,55.8,0.97,0.0080,0.4857,0.0079,5564,2043,536,122,0.0037,0,0.000,0
329,Qwen2.5-VL-3B,,118.77,72.85,191.62,0.206,129,2,131,0,1,164,How many residential buildings at the top of a  road are there?,4.01,4.19,10.34,55.8,2.06,0.0160,1.0305,0.0157,5564,2043,536,130,0.0040,0,0.000,0
330,Qwen2.5-VL-3B,,116.88,72.90,189.77,0.204,122,2,124,1,No,no,Are there more roads than buildings?,3.80,3.99,9.98,55.7,1.99,0.0163,0.9939,0.0160,5564,2043,536,123,0.0038,0,0.000,0
331,Qwen2.5-VL-3B,,117.15,72.96,190.11,0.204,123,2,125,1,0,0,How many circular commercial buildings are there?,3.69,3.92,9.79,55.7,1.95,0.0158,0.9744,0.0156,5564,2043,536,124,0.0038,0,0.000,0
332,Qwen2.5-VL-3B,,117.13,212.58,329.72,0.344,123,4,127,0,100,114,What is the amount of grass areas?,3.75,4.15,9.89,55.8,2.95,0.0240,0.7378,0.0232,5564,2043,536,128,0.0039,0,0.000,0
333,Qwen2.5-VL-3B,,106.07,72.76,178.83,0.193,124,2,126,0,0,101,What is the amount of rectangular residential buildings?,3.99,4.03,10.37,55.5,1.04,0.0084,0.5190,0.0082,5564,2043,536,125,0.0038,0,0.000,0
334,Qwen2.5-VL-3B,,106.62,72.93,179.55,0.194,121,2,123,1,No,no,Is there a circular road?,4.17,4.22,10.70,55.9,1.07,0.0089,0.5355,0.0087,5564,2043,536,122,0.0037,0,0.000,0
335,Qwen2.5-VL-3B,,117.12,72.86,189.99,0.205,123,2,125,0,0,3,What is the number of residential areas?,4.34,4.42,10.99,56.1,2.19,0.0178,1.0957,0.0175,5564,2043,536,124,0.0038,0,0.000,0
336,Qwen2.5-VL-3B,,106.66,72.89,179.55,0.194,121,2,123,1,Yes,yes,Is a farmland present?,3.84,3.88,10.17,55.3,1.02,0.0084,0.5091,0.0083,5564,2043,536,122,0.0037,0,0.000,0
337,Qwen2.5-VL-3B,,117.32,72.84,190.16,0.204,124,2,126,0,1,8,What is the amount of medium water areas?,4.14,4.26,10.58,56.2,2.11,0.0170,1.0541,0.0167,5564,2043,536,125,0.0038,0,0.000,0
338,Qwen2.5-VL-3B,,118.53,73.00,191.52,0.206,128,2,130,0,No,yes,Is there a residential building at the top of a  road?,3.84,3.99,10.11,55.8,2.01,0.0157,1.0062,0.0155,5564,2043,536,129,0.0039,0,0.000,0
339,Qwen2.5-VL-3B,,117.29,72.92,190.21,0.205,125,2,127,1,No,no,Is a large residential building present in the image?,3.66,3.88,9.83,55.7,1.96,0.0157,0.9783,0.0154,5564,2043,536,126,0.0038,0,0.000,0
340,Qwen2.5-VL-3B,,117.06,72.91,189.97,0.204,123,2,125,0,0,23,What is the amount of rectangular forests?,3.60,3.84,9.69,55.7,1.93,0.0157,0.9654,0.0154,5564,2043,536,124,0.0038,0,0.000,0
341,Qwen2.5-VL-3B,,116.92,72.92,189.84,0.204,122,2,124,1,0,0,How many large roads are there?,3.60,3.84,9.67,55.7,1.92,0.0158,0.9624,0.0155,5564,2043,536,123,0.0038,0,0.000,0
342,Qwen2.5-VL-3B,,117.41,72.87,190.29,0.205,124,2,126,0,No,yes,Are there less commercial buildings than water areas?,3.60,3.88,9.59,55.7,1.91,0.0154,0.9556,0.0152,5564,2043,536,125,0.0038,0,0.000,0
343,Qwen2.5-VL-3B,,117.37,72.86,190.23,0.204,124,2,126,1,Yes,yes,Is a medium building present in the image?,3.59,3.84,9.55,55.7,1.90,0.0153,0.9505,0.0151,5568,2039,536,125,0.0038,0,0.000,0
344,Qwen2.5-VL-3B,,118.27,144.45,262.73,0.277,127,3,130,0,10,14,What is the number of small grass areas in the image?,3.59,3.88,9.58,55.9,1.91,0.0150,0.6364,0.0147,5568,2039,536,130,0.0040,0,0.000,0
345,Qwen2.5-VL-3B,,106.16,73.02,179.18,0.194,124,2,126,0,0,3,What is the number of square residential buildings?,3.99,4.07,10.32,55.8,1.03,0.0083,0.5167,0.0082,5568,2039,536,125,0.0038,0,0.000,0
346,Qwen2.5-VL-3B,,117.07,72.88,189.95,0.204,123,2,125,1,No,no,Are there less buildings than water areas?,4.21,4.30,10.74,56.1,2.14,0.0174,1.0710,0.0171,5566,2041,538,124,0.0038,0,0.000,0
347,Qwen2.5-VL-3B,,116.81,72.79,189.61,0.203,124,2,126,1,Yes,yes,Are there more grass areas than water areas?,3.90,4.07,10.19,55.9,2.03,0.0164,1.0142,0.0161,5566,2041,538,125,0.0038,0,0.000,0
348,Qwen2.5-VL-3B,,117.09,72.88,189.97,0.204,125,2,127,1,Yes,yes,Are there less water areas than farmlands?,3.72,3.92,9.85,55.9,1.96,0.0157,0.9799,0.0154,5566,2041,538,126,0.0038,0,0.000,0
349,Qwen2.5-VL-3B,,106.66,72.88,179.53,0.194,121,2,123,1,Yes,yes,Is a orchard present?,3.50,3.52,9.52,55.4,0.95,0.0079,0.4768,0.0078,5566,2041,538,122,0.0037,0,0.000,0
350,Qwen2.5-VL-3B,,117.03,72.81,189.84,0.204,123,2,125,1,Yes,yes,Are there less residential buildings than roads?,3.93,4.11,10.24,55.8,2.04,0.0166,1.0216,0.0163,5566,2041,538,124,0.0038,0,0.000,0
351,Qwen2.5-VL-3B,,116.87,72.93,189.80,0.204,122,2,124,0,Yes,no,Is a small farmland present?,3.76,3.92,9.93,55.7,1.98,0.0162,0.9883,0.0159,5566,2041,538,123,0.0038,0,0.000,0
352,Qwen2.5-VL-3B,,106.13,72.92,179.05,0.193,122,2,124,1,Yes,yes,Is a small commercial building present?,3.50,3.52,9.58,55.7,0.96,0.0079,0.4797,0.0077,5566,2041,538,123,0.0038,0,0.000,0
353,Qwen2.5-VL-3B,,118.45,72.82,191.27,0.206,128,2,130,1,No,no,Are there more commercial buildings than farmlands in the image?,3.93,4.11,10.30,56.1,2.06,0.0161,1.0276,0.0158,5566,2041,538,129,0.0039,0,0.000,0
354,Qwen2.5-VL-3B,,117.13,72.83,189.96,0.204,123,2,125,0,1,2,How many medium commercial buildings are there?,3.78,3.96,9.93,56.0,1.98,0.0161,0.9882,0.0158,5566,2041,538,124,0.0038,0,0.000,0
355,Qwen2.5-VL-3B,,118.33,72.94,191.27,0.205,127,2,129,0,No,yes,Are there more commercial buildings than rectangular roads in the image?,3.64,3.84,9.76,56.0,1.94,0.0153,0.9714,0.0151,5566,2041,538,128,0.0039,0,0.000,0
356,Qwen2.5-VL-3B,,117.39,72.84,190.24,0.204,127,2,129,1,No,no,Are there more circular water areas than buildings in the image?,3.56,3.76,9.68,55.9,1.93,0.0152,0.9634,0.0149,5566,2041,538,128,0.0039,0,0.000,0
357,Qwen2.5-VL-3B,,118.77,72.93,191.70,0.206,129,2,131,1,No,no,Is the number of residential buildings equal to the number of water areas?,3.55,3.80,9.60,55.9,1.91,0.0148,0.9555,0.0146,5566,2041,538,130,0.0040,0,0.000,0
358,Qwen2.5-VL-3B,,116.81,72.83,189.64,0.204,122,2,124,0,No,yes,Are there less forests than buildings?,3.56,3.76,9.55,55.8,1.90,0.0156,0.9505,0.0153,5566,2041,538,123,0.0038,0,0.000,0
359,Qwen2.5-VL-3B,,106.69,72.87,179.56,0.194,123,2,125,1,No,no,Are there more water areas than roads?,3.40,3.40,9.32,55.4,0.93,0.0076,0.4668,0.0075,5566,2041,538,124,0.0038,0,0.000,0
360,Qwen2.5-VL-3B,,106.67,72.77,179.44,0.193,121,2,123,0,No,yes,Is a circular building present?,3.78,3.80,9.88,55.7,0.99,0.0082,0.4946,0.0080,5566,2041,538,122,0.0037,0,0.000,0
361,Qwen2.5-VL-3B,,106.61,72.89,179.50,0.194,122,2,124,0,Yes,no,Is there a large commercial building?,4.05,4.07,10.30,55.8,1.03,0.0085,0.5157,0.0083,5566,2041,538,123,0.0038,0,0.000,0
362,Qwen2.5-VL-3B,,117.08,72.88,189.95,0.204,123,2,125,1,Yes,yes,Are there more buildings than water areas?,4.27,4.34,10.67,55.8,2.13,0.0173,1.0650,0.0170,5566,2041,538,124,0.0038,0,0.000,0
363,Qwen2.5-VL-3B,,106.36,72.89,179.24,0.193,123,2,125,0,No,yes,Are there more roads than grass areas?,3.88,3.99,10.01,55.7,1.00,0.0081,0.5012,0.0080,5566,2041,538,124,0.0038,0,0.000,0
364,Qwen2.5-VL-3B,,118.41,72.91,191.32,0.205,128,2,130,0,No,yes,Is there a building on the right of a  water area?,4.10,4.22,10.37,56.0,2.07,0.0162,1.0342,0.0159,5566,2041,538,129,0.0039,0,0.000,0
365,Qwen2.5-VL-3B,,117.31,72.88,190.19,0.204,124,2,126,0,0,9,What is the amount of rectangular water areas?,3.86,3.99,10.00,55.9,1.99,0.0160,0.9944,0.0158,5566,2041,538,125,0.0038,0,0.000,0
