question_id,latency_sec,correct,model_response,ground_truth,question_text,avg_cpu_gpu_cv_w,max_cpu_gpu_cv_w,integrated_cpu_gpu_cv_w,avg_vdd_soc_w,max_vdd_soc_w,integrated_vdd_soc_w,avg_vdd_in_w,max_vdd_in_w,integrated_vdd_in_w,max_gpu_temp_c
204,13.636,0,4,30,What is the amount of roads?,0.86,1.87,0.85,1.70,2.03,1.69,5.95,7.74,5.94,50.0
205,12.826,1,No,no,Is there a circular nature reserve?,0.88,1.95,0.88,1.70,2.03,1.70,5.97,7.52,5.96,50.1
206,10.128,0,2,1,How many water areas are there?,0.97,1.99,0.97,1.73,2.03,1.72,6.11,7.64,6.10,50.0
207,17.743,0,1,0,What is the amount of medium water areas in the image?,0.75,1.95,0.76,1.66,2.03,1.66,5.75,7.80,5.76,50.0
208,13.168,1,No,no,Are there less roads than water areas?,0.89,1.99,0.87,1.69,2.03,1.69,5.94,7.64,5.93,50.0
209,11.815,1,Yes,yes,Is there a road?,0.97,1.95,0.95,1.72,2.03,1.72,6.12,7.48,6.08,50.1
210,13.523,0,4,3,How many grass areas are there in the image?,0.87,1.95,0.87,1.69,2.03,1.69,5.96,7.76,5.95,50.1
211,11.016,0,No,yes,Are there more nature reserves than water areas?,0.99,2.03,0.99,1.72,2.03,1.72,6.19,7.72,6.18,50.0
212,12.900,1,Yes,yes,Is a road at the top of a  forest present?,0.93,1.99,0.91,1.71,2.03,1.70,6.08,7.52,6.04,50.0
213,15.168,1,Yes,yes,Is a small forest present in the image?,0.82,1.95,0.81,1.68,2.03,1.68,5.87,7.56,5.86,50.1
214,12.777,1,No,no,Are there more water areas than roads?,0.92,2.11,0.92,1.70,2.03,1.70,6.06,7.68,6.05,49.8
215,12.344,1,No,no,Is there a circular road?,0.98,1.99,0.96,1.72,2.03,1.71,6.15,7.60,6.12,50.1
216,12.268,0,1,0,How many large water areas are there?,0.91,1.95,0.91,1.71,2.03,1.70,6.05,7.76,6.03,50.1
217,10.303,1,Yes,yes,Is a water area at the top of a  forest present?,1.01,1.99,1.01,1.73,2.03,1.73,6.17,7.52,6.17,50.0
218,13.811,0,100,3,How many nature reserves are there?,0.94,1.95,0.94,1.73,2.11,1.73,6.14,7.81,6.13,50.0
219,12.004,1,No,no,Is the number of water areas equal to the number of forests in the image?,0.93,1.99,0.93,1.71,2.03,1.70,6.06,7.56,6.05,50.0
220,10.997,1,1,1,What is the amount of water areas on the left of a  road?,0.99,1.95,0.98,1.72,2.07,1.72,6.14,7.56,6.12,50.1
221,12.279,1,Yes,yes,Are there more forests than water areas?,0.95,1.95,0.93,1.71,2.03,1.71,6.09,7.52,6.05,50.1
222,10.726,1,Yes,yes,Is a rectangular water area present?,0.95,1.95,0.95,1.72,2.03,1.71,6.07,7.68,6.06,50.1
223,10.061,1,Yes,yes,Is there a grass area?,1.02,1.99,1.00,1.73,2.03,1.73,6.20,7.72,6.18,50.1
224,18.301,0,1000000,3,What is the amount of large nature reserves?,0.95,2.03,0.93,1.74,2.23,1.74,6.14,8.56,6.10,50.2
225,11.392,0,2,0,How many medium roads are there?,0.94,1.99,0.92,1.68,2.03,1.69,6.01,7.76,6.00,50.2
226,12.060,0,Yes,no,Are there more square roads than water areas?,0.93,1.99,0.95,1.71,2.03,1.71,6.07,7.52,6.09,50.2
227,12.393,1,1,1,What is the number of circular forests?,0.93,1.99,0.90,1.70,2.03,1.67,6.02,7.60,5.92,50.1
228,13.085,1,No,no,Is the number of roads equal to the number of forests?,0.89,1.95,0.88,1.70,2.03,1.70,5.98,7.52,5.98,50.2
229,12.354,1,1,1,What is the number of circular water areas?,0.96,1.95,0.95,1.70,2.03,1.70,6.07,7.72,6.06,50.1
230,16.841,1,Yes,yes,Are there more roads than water areas?,0.82,1.95,0.81,1.68,2.03,1.68,5.91,7.72,5.89,50.0
231,11.205,0,No,yes,Is a nature reserve present in the image?,1.02,1.95,1.01,1.72,2.03,1.72,6.19,7.72,6.18,50.0
232,17.935,0,2,5,What is the number of roads at the bottom of the  water area?,0.78,1.99,0.77,1.67,2.07,1.67,5.80,7.84,5.80,50.0
233,18.030,0,No,yes,Are there more roads than forests?,0.79,1.99,0.78,1.68,1.99,1.67,5.88,7.64,5.86,49.8
234,14.998,1,No,no,Is the number of water areas equal to the number of grass areas?,0.83,1.95,0.83,1.69,2.03,1.68,5.88,7.68,5.87,49.9
235,10.764,1,No,no,Is the number of forests equal to the number of water areas?,0.98,1.95,0.96,1.72,2.03,1.71,6.15,7.72,6.13,50.0
236,10.958,0,Yes,no,Are there more grass areas than roads?,0.96,1.95,0.95,1.72,2.03,1.71,6.11,7.72,6.10,49.9
237,17.377,0,No,yes,Are there less water areas than roads?,0.82,1.95,0.79,1.68,2.03,1.67,5.87,7.48,5.84,50.1
238,12.065,0,2,3,What is the amount of rectangular forests?,0.92,1.95,0.91,1.71,2.03,1.71,6.06,7.72,6.05,49.9
239,12.760,0,2,1,How many small forests are there?,0.92,1.95,0.90,1.71,2.03,1.70,6.05,7.60,6.00,50.1
240,14.168,1,No,no,Is the number of grass areas equal to the number of roads?,0.86,1.91,0.86,1.69,2.03,1.69,5.98,7.68,5.97,50.0
241,11.135,0,4,1,What is the number of square water areas?,0.95,1.95,0.95,1.72,2.03,1.71,6.11,7.92,6.11,50.1
242,11.698,1,No,no,Are there less roads than forests?,1.00,2.03,0.99,1.72,2.03,1.72,6.15,7.88,6.14,50.0
243,14.234,1,Yes,yes,Are there more forests than medium water areas?,0.86,1.99,0.85,1.69,2.03,1.69,5.94,7.56,5.93,50.2
244,12.835,0,No,yes,Is there a circular forest?,0.92,1.95,0.90,1.71,2.03,1.70,6.04,7.50,6.02,50.0
245,12.494,0,No,yes,Are there less forests than roads?,0.89,1.95,0.87,1.70,2.03,1.70,5.98,7.76,5.96,49.9
246,12.970,0,Yes,no,Are there more water areas than square forests?,0.90,1.99,0.89,1.70,1.99,1.70,5.99,7.50,5.98,50.0
247,12.813,0,No,yes,Is a circular water area present?,0.89,1.95,0.90,1.70,2.03,1.70,6.01,7.64,6.01,50.0
248,12.001,1,No,no,Are there less grass areas than water areas?,0.89,1.95,0.89,1.70,2.03,1.70,5.98,7.56,5.97,49.9
249,12.928,1,No,no,Are there more water areas than nature reserves?,0.91,1.95,0.90,1.70,2.03,1.70,6.03,7.72,6.02,50.0
250,14.561,0,Yes,no,Is a medium water area present?,0.84,1.95,0.84,1.68,2.03,1.68,5.92,7.60,5.92,49.9
251,12.341,1,Yes,yes,Is there a water area on the left of a  road?,0.90,1.95,0.90,1.61,2.03,1.62,5.75,7.60,5.77,49.9
252,10.827,0,2,0,What is the number of square roads?,0.95,1.95,0.94,1.71,2.07,1.71,6.10,7.84,6.08,49.9
253,12.138,1,Yes,yes,Is a medium forest present?,0.92,1.95,0.91,1.70,2.03,1.70,6.05,7.72,6.03,49.9
254,15.225,1,No,no,Is the number of forests equal to the number of roads?,0.85,1.91,0.85,1.69,2.03,1.69,5.97,7.76,5.96,49.8
255,14.639,0,1000,10,What is the amount of forests at the bottom of a  road?,0.96,1.95,0.95,1.73,2.19,1.73,6.15,8.16,6.14,50.1
256,14.140,0,2,0,What is the number of large roads?,0.86,1.99,0.86,1.66,2.03,1.66,5.87,7.72,5.85,50.0
257,16.765,1,No,no,Is the number of water areas equal to the number of small roads?,0.84,1.99,0.82,1.69,2.03,1.68,5.92,7.84,5.89,50.0
258,10.761,1,No,no,Is the number of water areas equal to the number of roads?,1.01,1.99,0.99,1.72,2.03,1.72,6.18,7.76,6.16,50.0
259,14.343,0,Yes,no,Is there a large water area?,0.85,1.95,0.85,1.69,2.03,1.69,5.92,7.64,5.92,50.0
260,14.749,1,No,no,Are there less water areas than water areas on the right of a  forest?,0.85,1.95,0.85,1.69,2.03,1.69,5.92,7.64,5.92,50.0
261,13.101,1,0,0,How many circular roads are there?,0.88,1.95,0.87,1.69,2.03,1.69,6.02,7.81,6.01,50.1
262,14.581,0,5,0,What is the number of rectangular roads?,0.84,1.95,0.82,1.69,1.99,1.68,5.93,7.56,5.90,50.1
263,15.356,1,No,no,Is the number of roads equal to the number of forests on the left of a  medium water area in the image?,0.85,2.03,0.85,1.69,1.99,1.69,5.96,7.64,5.95,49.9
264,13.792,0,No,yes,Are there less water areas than grass areas?,0.88,1.91,0.88,1.70,2.03,1.70,6.01,7.72,6.00,50.1
265,12.971,1,No,no,Are there less forests than water areas?,0.89,1.99,0.89,1.70,2.03,1.70,6.00,7.96,6.00,49.9
266,14.746,1,No,no,Are there more water areas than forests?,0.83,1.95,0.83,1.69,2.03,1.68,5.90,7.68,5.90,49.9
267,10.000,0,Yes,no,Is there a medium nature reserve?,1.02,1.99,1.02,1.73,2.03,1.73,6.25,7.80,6.25,49.9
268,12.287,1,No,no,Is the number of roads equal to the number of water areas?,0.94,1.95,0.93,1.71,2.03,1.70,6.10,7.60,6.08,50.0
269,14.021,1,1,1,What is the number of square forests?,0.88,2.07,0.87,1.69,2.03,1.69,6.00,7.80,5.98,50.1
270,14.268,1,No,no,Are there less roads than circular water areas?,0.87,1.99,0.86,1.70,2.03,1.70,5.98,7.60,5.96,50.0
271,15.320,0,No,yes,Is the number of circular forests equal to the number of water areas?,0.87,1.95,0.85,1.68,2.03,1.69,5.93,7.68,5.92,49.9
272,12.643,0,5,30,How many small roads are there?,0.93,1.87,0.92,1.71,2.03,1.70,6.10,7.52,6.08,49.8
273,14.647,1,Yes,yes,Is a small road present?,0.85,1.95,0.83,1.69,2.03,1.68,5.91,7.52,5.89,49.9
274,11.260,0,Yes,no,Is there a square road?,0.94,1.95,0.93,1.71,2.03,1.71,6.07,7.64,6.05,50.0
275,16.452,1,No,no,Is the number of roads equal to the number of rectangular water areas?,0.92,2.15,0.91,1.69,1.99,1.69,6.02,7.76,6.02,50.0
276,11.884,0,2,3,How many nature reserves next to a  road are there?,0.96,1.91,0.95,1.71,1.99,1.71,6.11,7.60,6.09,49.9
277,11.401,1,No,no,Are there less roads than grass areas?,0.94,1.95,0.94,1.71,2.03,1.71,6.08,7.48,6.07,49.9
278,14.405,0,5,0,What is the number of rectangular grass areas?,0.87,2.07,0.86,1.68,1.99,1.68,5.96,7.66,5.96,49.8
279,13.579,0,Yes,no,Are there more forests than roads?,0.86,1.95,0.86,1.67,2.03,1.68,5.89,7.68,5.91,49.8
280,12.868,0,2,1,What is the number of water areas next to a  forest?,0.92,1.99,0.91,1.71,2.03,1.70,6.06,7.72,6.05,49.8
281,14.629,0,2,3,How many grass areas next to the  water area are there?,0.88,1.99,0.87,1.67,2.03,1.66,5.92,7.68,5.91,50.0
282,13.732,1,No,no,Are there more large water areas than medium forests?,0.86,1.95,0.86,1.69,2.03,1.69,5.95,7.64,5.94,50.0
283,12.015,0,Yes,no,Is there a rectangular road?,1.01,2.03,0.99,1.72,2.03,1.71,6.17,7.64,6.14,50.1
284,10.537,1,0,0,What is the amount of circular nature reserves?,0.97,1.99,0.97,1.72,2.07,1.72,6.13,7.88,6.13,50.2
285,12.556,0,4,1,What is the number of rectangular water areas?,0.89,1.95,0.89,1.70,2.07,1.70,6.00,7.81,5.99,50.1
286,13.850,1,No,no,Is the number of forests equal to the number of water areas on the right of a  road?,0.95,2.03,0.89,1.72,2.03,1.70,6.11,7.68,6.00,49.9
287,14.324,0,2,13,How many forests at the top of a  road are there?,0.89,1.95,0.89,1.69,2.03,1.69,6.00,7.88,6.00,50.0
288,11.552,1,Yes,yes,Is there a nature reserve next to a  road?,0.95,1.95,0.95,1.72,2.03,1.71,6.09,7.64,6.08,50.0
289,13.928,1,No,no,Is a circular grass area present?,0.87,1.99,0.87,1.70,2.03,1.70,5.97,7.56,5.96,50.0
290,13.209,0,No,yes,Are there less water areas than forests?,0.90,1.95,0.90,1.67,2.03,1.67,5.92,7.92,5.94,50.0
291,11.299,1,Yes,yes,Are there more water areas than rectangular roads?,0.98,1.99,0.98,1.72,2.03,1.72,6.11,7.52,6.12,49.9
292,14.487,0,2,1,What is the number of square water areas at the bottom of a  road?,0.86,1.95,0.87,1.69,2.03,1.69,5.97,7.88,5.98,49.8
293,11.675,0,Yes,no,Are there more medium forests than water areas?,0.96,1.95,0.94,1.72,2.03,1.71,6.10,7.92,6.08,50.0
294,13.129,1,Yes,yes,Are there more roads than large forests in the image?,0.91,1.95,0.90,1.70,2.03,1.70,6.04,7.64,6.03,49.9
295,13.970,1,1,1,How many medium forests are there?,0.88,1.95,0.87,1.70,2.03,1.70,5.98,7.72,5.96,49.9
296,11.259,1,Yes,yes,Is a forest on the right of the  circular water area present?,0.97,1.95,0.96,1.72,2.03,1.71,6.13,7.48,6.11,49.9
297,13.549,1,No,no,Is the number of water areas equal to the number of circular roads?,0.96,2.03,0.91,1.71,2.03,1.70,6.10,7.48,6.02,49.9
298,15.040,0,No,yes,Are there less rectangular nature reserves than roads?,0.86,1.95,0.85,1.69,1.99,1.69,5.97,7.68,5.96,49.8
299,11.595,0,No,yes,Is a square forest present?,0.94,1.99,0.92,1.71,2.03,1.70,6.08,7.60,6.04,49.9
300,14.617,1,Rural,rural,Is it a rural or an urban area,0.90,1.95,0.89,1.71,2.07,1.70,6.01,7.84,6.00,50.1
301,10.750,1,No,no,Is a rectangular road present?,0.98,1.95,0.98,1.72,1.99,1.72,6.15,7.52,6.14,49.9
302,11.156,0,1,7,How many commercial buildings are there?,0.95,1.95,0.95,1.70,2.03,1.70,6.03,7.76,6.05,50.0
303,15.142,0,0,164,What is the amount of residential buildings in the image?,0.88,1.95,0.86,1.69,2.07,1.68,5.97,7.80,5.94,49.8
304,14.402,0,10%,152,What is the amount of forests?,0.95,1.95,0.92,1.71,2.03,1.70,6.06,7.70,6.01,50.0
305,12.347,1,Yes,yes,Is a building present?,0.93,1.95,0.92,1.71,2.03,1.71,6.06,7.64,6.06,50.1
306,11.630,0,3,187,How many roads are there in the image?,0.95,1.91,0.94,1.72,2.03,1.71,6.10,7.40,6.08,49.9
307,12.035,0,1,10,What is the number of orchards in the image?,0.92,1.95,0.91,1.70,2.03,1.70,6.01,7.72,6.00,49.9
308,12.469,0,No,yes,Is a residential building present?,0.92,1.95,0.91,1.71,2.03,1.70,6.03,7.48,6.01,49.9
309,11.685,1,Yes,yes,Is a road present in the image?,0.99,1.99,0.97,1.72,2.03,1.72,6.19,7.80,6.16,49.9
310,10.351,0,No,yes,Is there a commercial building?,1.01,1.95,1.01,1.73,2.03,1.73,6.17,7.56,6.17,49.9
311,11.800,0,No,yes,Is a water area present?,0.98,2.07,0.97,1.72,2.03,1.71,6.18,7.76,6.16,49.9
312,10.554,1,Yes,yes,Is a grass area present?,1.00,1.95,1.00,1.73,2.03,1.73,6.18,7.68,6.18,49.9
313,12.817,0,0,25,What is the amount of water areas?,0.89,1.99,0.88,1.70,1.99,1.70,6.01,7.64,6.00,50.0
314,11.088,0,No,yes,Is there a circular orchard?,0.99,1.95,0.98,1.73,2.07,1.73,6.15,7.96,6.14,50.0
315,13.610,0,20,79,What is the number of farmlands?,0.95,1.91,0.95,1.72,2.03,1.71,6.13,7.80,6.11,50.0
316,11.066,0,Yes,no,Is there a medium road?,0.97,1.99,0.97,1.72,2.03,1.72,6.14,7.76,6.15,49.9
317,16.305,0,No,yes,Is there a circular water area?,0.82,1.99,0.82,1.68,2.03,1.68,5.89,7.72,5.89,50.0
318,12.330,1,0,0,How many large residential buildings are there?,0.93,1.95,0.93,1.71,2.03,1.71,6.07,7.52,6.07,50.0
319,13.127,0,2,191,How many buildings are there?,0.88,1.95,0.88,1.70,2.03,1.70,6.02,7.80,6.01,49.8
320,13.556,1,No,no,Are there less roads than commercial buildings in the image?,0.86,1.95,0.85,1.65,2.03,1.64,5.82,7.72,5.80,49.8
321,12.031,1,No,no,Is the number of roads equal to the number of commercial buildings?,0.94,1.95,0.93,1.71,2.03,1.71,6.08,7.76,6.08,49.8
322,12.671,0,No,yes,Is a large water area present?,0.90,1.95,0.91,1.69,2.03,1.70,5.97,7.64,6.00,50.0
323,9.178,0,1,0,What is the number of square commercial buildings?,1.08,1.99,1.07,1.75,2.03,1.75,6.32,7.64,6.31,49.8
324,9.246,1,No,no,Is the number of water areas equal to the number of buildings?,1.06,1.99,1.05,1.75,2.03,1.74,6.26,7.66,6.25,49.8
325,10.759,1,No,no,Are there less buildings than grass areas?,0.99,1.91,0.98,1.73,2.03,1.73,6.19,7.72,6.17,49.9
326,10.639,1,Yes,yes,Is there a forest?,1.02,1.95,1.01,1.73,2.03,1.73,6.23,7.80,6.21,50.0
327,13.834,1,No,no,Is the number of residential buildings equal to the number of roads?,0.91,1.95,0.91,1.70,2.03,1.70,6.05,7.76,6.05,49.8
328,14.731,1,Yes,yes,Is a small road present?,0.85,1.87,0.83,1.69,2.03,1.68,5.96,7.66,5.93,49.8
329,15.536,0,2,164,How many residential buildings at the top of a  road are there?,0.82,1.95,0.81,1.68,2.03,1.68,5.88,7.81,5.87,49.9
330,15.000,1,No,no,Are there more roads than buildings?,0.82,1.95,0.81,1.68,1.99,1.68,5.87,7.54,5.87,49.8
331,16.664,1,0,0,How many circular commercial buildings are there?,0.81,1.99,0.81,1.68,2.03,1.68,5.84,7.74,5.85,49.8
332,12.143,0,10,114,What is the amount of grass areas?,0.98,1.95,0.97,1.72,2.07,1.72,6.12,7.78,6.12,49.6
333,16.087,0,1,101,What is the amount of rectangular residential buildings?,0.80,1.99,0.80,1.67,2.03,1.67,5.84,7.52,5.84,49.8
334,15.076,1,No,no,Is there a circular road?,0.83,2.03,0.82,1.68,2.03,1.68,5.92,7.68,5.91,49.8
335,14.054,0,1,3,What is the number of residential areas?,0.84,1.95,0.84,1.69,2.03,1.69,5.93,7.68,5.93,49.6
336,12.110,1,Yes,yes,Is a farmland present?,0.96,1.95,0.92,1.70,2.03,1.70,6.08,7.84,6.02,49.8
337,13.910,0,10,8,What is the amount of medium water areas?,0.91,1.95,0.91,1.71,2.07,1.71,6.05,7.74,6.05,49.8
338,13.183,0,No,yes,Is there a residential building at the top of a  road?,0.90,1.83,0.89,1.70,2.03,1.70,6.03,7.64,6.02,49.8
339,11.084,1,No,no,Is a large residential building present in the image?,0.98,1.99,0.97,1.72,2.03,1.71,6.15,7.72,6.13,49.8
340,13.647,0,10,23,What is the amount of rectangular forests?,0.91,1.95,0.91,1.70,2.03,1.71,6.00,7.68,6.02,49.8
341,14.458,0,1,0,How many large roads are there?,0.84,1.95,0.84,1.69,1.99,1.69,5.90,7.54,5.90,50.0
342,14.970,1,Yes,yes,Are there less commercial buildings than water areas?,0.88,1.95,0.85,1.69,2.03,1.69,6.00,7.84,5.96,49.8
343,13.098,1,Yes,yes,Is a medium building present in the image?,1.05,1.95,1.01,1.72,2.03,1.71,6.23,7.64,6.16,50.0
344,13.332,0,10,14,What is the number of small grass areas in the image?,0.94,1.95,0.94,1.70,2.07,1.71,6.06,7.80,6.07,49.9
345,11.173,0,1,3,What is the number of square residential buildings?,0.95,1.95,0.95,1.72,2.03,1.72,6.14,7.76,6.14,49.9
346,14.228,1,No,no,Are there less buildings than water areas?,0.86,1.95,0.85,1.69,2.03,1.69,5.93,7.64,5.92,49.9
347,11.416,1,Yes,yes,Are there more grass areas than water areas?,0.96,1.91,0.96,1.72,1.99,1.72,6.14,7.60,6.13,49.8
348,14.672,1,Yes,yes,Are there less water areas than farmlands?,0.86,1.95,0.86,1.69,2.03,1.69,5.96,7.68,5.97,49.8
349,10.979,1,Yes,yes,Is a orchard present?,1.00,1.95,0.99,1.73,2.03,1.73,6.19,7.52,6.17,49.8
350,14.356,0,No,yes,Are there less residential buildings than roads?,0.87,1.95,0.87,1.69,2.03,1.69,5.97,7.72,5.97,49.9
351,12.340,0,Yes,no,Is a small farmland present?,0.94,2.07,0.93,1.71,2.03,1.71,6.05,8.00,6.03,49.8
352,12.921,1,Yes,yes,Is a small commercial building present?,0.94,1.99,0.90,1.71,2.03,1.70,6.08,7.56,6.02,49.9
353,12.593,1,No,no,Are there more commercial buildings than farmlands in the image?,0.95,1.99,0.93,1.71,2.03,1.71,6.10,7.96,6.07,50.0
354,11.697,0,1,2,How many medium commercial buildings are there?,0.97,1.99,0.96,1.72,2.03,1.71,6.14,7.68,6.12,50.1
355,17.516,0,No,yes,Are there more commercial buildings than rectangular roads in the image?,0.81,1.99,0.79,1.68,2.03,1.68,5.86,7.56,5.82,50.1
356,14.752,1,No,no,Are there more circular water areas than buildings in the image?,0.84,1.99,0.82,1.66,2.03,1.63,5.81,7.68,5.71,49.9
357,12.352,1,No,no,Is the number of residential buildings equal to the number of water areas?,0.93,1.99,0.91,1.71,2.07,1.71,6.06,7.78,6.03,50.0
358,12.492,0,No,yes,Are there less forests than buildings?,0.95,1.99,0.95,1.71,2.03,1.71,6.07,7.80,6.08,50.1
359,14.038,1,No,no,Are there more water areas than roads?,0.86,1.95,0.86,1.69,2.03,1.69,5.96,7.84,5.96,50.0
360,15.396,0,No,yes,Is a circular building present?,0.82,1.95,0.82,1.68,2.03,1.68,5.88,7.72,5.88,49.9
361,13.152,1,No,no,Is there a large commercial building?,0.89,1.95,0.88,1.70,2.03,1.70,5.99,7.74,5.98,49.9
362,13.888,1,Yes,yes,Are there more buildings than water areas?,0.82,1.95,0.82,1.69,2.03,1.69,5.88,7.70,5.88,49.8
363,11.543,0,No,yes,Are there more roads than grass areas?,0.94,1.95,0.94,1.72,2.03,1.72,6.05,7.72,6.05,49.9
364,12.072,1,Yes,yes,Is there a building on the right of a  water area?,0.95,1.95,0.95,1.71,2.03,1.71,6.09,7.56,6.08,49.9
365,14.412,0,12,9,What is the amount of rectangular water areas?,0.96,1.95,0.95,1.72,2.03,1.72,6.14,7.68,6.13,49.8
366,10.003,1,No,no,Is there a square road?,1.04,1.95,1.04,1.74,2.03,1.74,6.23,7.84,6.23,50.0
367,12.900,0,1,163,How many small residential buildings are there?,0.92,2.03,0.92,1.71,2.03,1.71,6.05,7.74,6.04,49.9
368,12.298,1,Yes,yes,Are there more residential buildings than water areas?,0.92,2.07,0.92,1.71,2.03,1.71,6.07,7.68,6.06,50.0
369,12.163,1,0,0,What is the number of large commercial buildings?,0.94,1.99,0.93,1.70,2.03,1.71,6.07,7.64,6.07,49.9
370,13.961,1,No,no,Is the number of buildings equal to the number of grass areas?,0.93,2.11,0.93,1.70,2.03,1.70,6.11,7.85,6.09,49.8
371,10.627,0,No,yes,Is there a small water area?,0.97,1.95,0.96,1.72,2.03,1.72,6.10,7.56,6.09,49.9
372,16.478,0,0,3,What is the amount of large water areas?,0.80,1.99,0.80,1.67,1.99,1.67,5.84,7.56,5.86,49.9
373,14.253,0,10,1,What is the amount of medium orchards?,0.89,1.95,0.89,1.71,2.03,1.71,6.03,7.64,6.03,50.0
374,11.322,1,No,no,Is the number of commercial buildings equal to the number of square grass areas?,0.98,1.95,0.98,1.72,2.03,1.72,6.12,7.48,6.12,49.9
375,13.079,0,Yes,no,Are there less residential buildings than water areas in the image?,0.90,1.95,0.89,1.68,2.03,1.69,5.95,7.60,5.95,49.9
376,12.533,0,Yes,no,Are there less residential buildings than square water areas?,0.96,1.95,0.93,1.71,2.03,1.71,6.05,7.72,6.02,50.0
377,11.136,1,No,no,Is a circular commercial building present?,0.97,1.95,0.96,1.72,2.03,1.71,6.09,7.44,6.08,50.0
378,12.073,1,2,2,What is the amount of rectangular commercial buildings?,0.92,1.95,0.92,1.71,2.03,1.71,6.03,7.64,6.03,49.9
379,15.120,1,No,no,Is a square commercial building present?,0.83,1.87,0.82,1.68,1.99,1.68,5.92,7.62,5.91,49.9
380,11.298,0,1,14,What is the amount of small water areas?,0.95,1.95,0.95,1.72,2.03,1.72,6.09,7.58,6.08,50.0
381,11.877,0,No,yes,Are there more buildings than forests?,0.97,1.99,0.95,1.72,2.03,1.71,6.12,7.56,6.08,50.0
382,11.214,1,No,no,Is the number of small water areas equal to the number of commercial buildings?,0.96,1.95,0.95,1.72,2.03,1.71,6.10,7.72,6.08,49.9
383,11.759,0,10,26,How many small forests are there?,1.03,1.95,1.02,1.75,2.03,1.74,6.24,7.56,6.22,50.0
384,10.343,1,No,no,Are there less grass areas than water areas in the image?,1.03,1.95,1.03,1.74,2.03,1.74,6.21,7.62,6.20,49.9
385,13.484,1,No,no,Are there less commercial buildings than circular water areas?,0.88,1.95,0.87,1.70,2.03,1.69,5.97,7.54,5.96,50.0
386,10.395,1,No,no,Are there less residential buildings than forests?,1.01,1.95,1.01,1.73,2.03,1.73,6.19,7.60,6.19,50.0
387,12.230,0,0,164,What is the amount of residential buildings on the left of a  road?,0.93,1.99,0.93,1.71,2.03,1.71,6.08,7.76,6.08,49.9
388,10.953,1,Yes,yes,Is a medium water area next to a  farmland present?,0.99,1.95,0.98,1.72,2.03,1.72,6.21,7.68,6.19,49.9
389,15.834,0,No,yes,Are there more residential buildings than grass areas?,0.83,1.99,0.83,1.68,2.03,1.68,5.90,7.48,5.88,49.9
390,12.863,1,No,no,Are there more residential buildings than roads?,0.95,1.95,0.93,1.72,2.03,1.71,6.07,7.84,6.03,49.9
391,9.275,0,No,yes,Are there less square commercial buildings than grass areas?,1.05,1.95,1.05,1.74,2.03,1.74,6.23,7.64,6.23,49.9
392,14.666,1,No,no,Is the number of water areas equal to the number of circular commercial buildings?,0.87,1.95,0.87,1.69,1.99,1.69,5.99,7.60,5.99,49.9
393,20.183,1,No,no,Are there more commercial buildings than roads?,0.75,1.99,0.75,1.66,2.03,1.66,5.78,7.68,5.78,49.9
394,14.502,1,No,no,Is the number of commercial buildings equal to the number of grass areas?,0.87,1.95,0.85,1.69,2.03,1.69,6.01,7.80,5.98,49.8
395,9.686,0,1,118,What is the number of rectangular buildings?,1.03,1.99,1.03,1.74,2.03,1.74,6.26,7.64,6.25,49.9
396,12.869,1,Yes,yes,Are there more residential buildings than circular water areas?,0.90,1.95,0.90,1.69,2.03,1.70,5.98,7.56,5.99,49.9
397,14.533,1,No,no,Is the number of forests equal to the number of water areas?,0.89,1.99,0.88,1.70,2.03,1.70,5.99,7.64,5.97,49.9
398,14.837,0,1,3,How many medium buildings are there?,0.85,1.95,0.85,1.69,1.99,1.69,5.92,7.34,5.92,49.9
399,12.549,1,No,no,Is the number of square roads equal to the number of rectangular water areas?,0.94,1.95,0.94,1.70,2.03,1.70,6.07,7.68,6.07,50.0
400,16.575,1,Rural,rural,Is it a rural or an urban area,0.84,1.99,0.83,1.70,2.07,1.69,5.93,7.84,5.91,49.9
401,9.921,0,Many,14,How many roads are there?,1.04,1.91,1.04,1.74,2.03,1.75,6.28,7.68,6.28,49.8
402,10.134,1,Yes,yes,Is there a forest?,1.03,1.95,1.04,1.74,2.03,1.75,6.20,7.76,6.24,49.9
403,11.909,0,Yes,no,Is there a medium water area?,0.93,1.91,0.93,1.71,2.03,1.71,6.08,7.68,6.08,50.0
404,15.425,1,1,1,What is the number of water areas?,0.83,1.99,0.84,1.69,2.03,1.69,5.93,7.72,5.93,49.9
405,15.212,1,Yes,yes,Is a road present?,0.82,2.03,0.82,1.68,1.99,1.68,5.91,7.80,5.90,49.9
406,9.348,0,2,1,How many orchards are there?,1.13,2.11,1.12,1.75,2.03,1.75,6.38,7.80,6.37,49.9
407,10.915,1,Yes,yes,Is a water area present in the image?,0.98,1.99,0.98,1.73,2.03,1.73,6.12,7.48,6.11,49.9
408,12.191,0,20,7,What is the number of farmlands in the image?,1.02,1.95,1.02,1.73,2.03,1.74,6.20,7.72,6.22,49.9
409,12.904,1,Yes,yes,Is there a farmland?,0.91,1.95,0.90,1.71,2.03,1.71,6.03,7.76,6.02,49.9
410,13.122,0,1,5,What is the number of forests?,0.89,1.99,0.90,1.64,2.03,1.65,5.84,7.76,5.86,49.9
411,16.308,0,10,4,How many grass areas are there?,0.83,1.83,0.83,1.69,2.03,1.69,5.94,7.60,5.94,49.8
