question_id,latency_sec,correct,model_response,ground_truth,question_text,avg_cpu_gpu_cv_w,max_cpu_gpu_cv_w,integrated_cpu_gpu_cv_w,avg_vdd_soc_w,max_vdd_soc_w,integrated_vdd_soc_w,avg_vdd_in_w,max_vdd_in_w,integrated_vdd_in_w,max_gpu_temp_c
200,9.569,1,Rural,rural,Is it a rural or an urban area,1.79,2.11,1.79,1.98,2.15,1.97,7.38,8.20,7.38,51.7
205,8.698,0,Yes,no,Is there a circular nature reserve?,1.75,1.95,1.75,1.94,2.07,1.94,7.26,7.68,7.27,51.6
207,8.964,0,1,0,What is the amount of medium water areas in the image?,1.76,1.95,1.76,1.95,2.07,1.95,7.28,7.68,7.28,51.7
206,9.012,1,1,1,How many water areas are there?,1.75,1.99,1.75,1.94,2.07,1.94,7.27,7.72,7.27,51.7
204,9.383,0,100,30,What is the amount of roads?,1.77,2.23,1.77,1.95,2.23,1.95,7.31,8.48,7.31,51.7
210,4.234,1,3,3,How many grass areas are there in the image?,1.71,1.99,1.71,1.89,2.07,1.88,7.09,7.70,7.09,51.7
208,8.975,0,Yes,no,Are there less roads than water areas?,1.81,1.99,1.81,1.97,2.15,1.97,7.40,8.04,7.40,51.7
209,9.012,1,Yes,yes,Is there a road?,1.80,1.99,1.80,1.97,2.15,1.97,7.38,8.04,7.39,51.8
211,9.004,1,Yes,yes,Are there more nature reserves than water areas?,1.80,1.99,1.80,1.97,2.15,1.97,7.39,8.04,7.39,51.8
212,6.925,1,Yes,yes,Is a road at the top of a  forest present?,1.73,1.87,1.73,1.95,2.11,1.95,7.29,7.80,7.30,51.7
214,8.839,0,Yes,no,Are there more water areas than roads?,1.77,1.99,1.77,1.97,2.15,1.97,7.38,8.04,7.38,51.8
215,8.828,0,Yes,no,Is there a circular road?,1.77,1.99,1.77,1.96,2.15,1.96,7.37,8.00,7.38,51.7
213,9.006,1,Yes,yes,Is a small forest present in the image?,1.78,2.07,1.78,1.97,2.15,1.97,7.39,8.00,7.39,51.7
219,6.842,0,Yes,no,Is the number of water areas equal to the number of forests in the image?,1.73,1.87,1.73,1.95,2.11,1.95,7.26,7.72,7.26,51.7
217,8.890,1,Yes,yes,Is a water area at the top of a  forest present?,1.77,1.99,1.77,1.97,2.15,1.97,7.37,8.08,7.38,51.7
216,9.088,0,1,0,How many large water areas are there?,1.78,2.03,1.78,1.97,2.15,1.97,7.38,8.08,7.38,51.7
218,9.490,0,1000,3,How many nature reserves are there?,1.80,2.15,1.80,1.98,2.19,1.98,7.41,8.28,7.41,51.8
222,5.721,1,Yes,yes,Is a rectangular water area present?,1.72,1.95,1.72,1.92,2.07,1.92,7.17,7.72,7.17,51.7
221,8.704,1,Yes,yes,Are there more forests than water areas?,1.77,1.95,1.77,1.96,2.15,1.96,7.33,8.00,7.34,51.7
223,8.886,1,Yes,yes,Is there a grass area?,1.78,1.95,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.7
220,8.882,1,1,1,What is the amount of water areas on the left of a  road?,1.78,1.95,1.78,1.97,2.15,1.97,7.36,8.00,7.36,51.7
227,7.236,1,1,1,What is the number of circular forests?,1.74,2.03,1.74,1.94,2.11,1.94,7.26,7.72,7.26,51.7
226,9.241,0,Yes,no,Are there more square roads than water areas?,1.78,2.03,1.78,1.97,2.15,1.97,7.35,8.00,7.36,51.7
225,9.271,0,1,0,How many medium roads are there?,1.78,2.03,1.78,1.97,2.15,1.97,7.35,8.00,7.35,51.7
224,9.806,0,100,3,What is the amount of large nature reserves?,1.80,2.19,1.80,1.97,2.19,1.97,7.39,8.36,7.39,51.7
228,5.786,1,No,no,Is the number of roads equal to the number of forests?,1.73,1.99,1.74,1.92,2.07,1.92,7.19,7.76,7.20,51.7
230,9.309,1,Yes,yes,Are there more roads than water areas?,1.79,2.03,1.79,1.96,2.15,1.96,7.35,8.04,7.36,51.8
231,9.631,1,Yes,yes,Is a nature reserve present in the image?,1.81,2.07,1.81,1.96,2.15,1.96,7.37,8.04,7.38,51.7
229,9.703,1,1,1,What is the number of circular water areas?,1.80,2.07,1.80,1.96,2.15,1.96,7.37,8.04,7.37,51.8
232,5.469,0,1,5,What is the number of roads at the bottom of the  water area?,1.71,1.91,1.71,1.93,2.11,1.93,7.19,7.76,7.19,51.7
233,9.003,1,Yes,yes,Are there more roads than forests?,1.78,2.07,1.78,1.97,2.15,1.97,7.35,8.04,7.36,51.8
234,9.347,1,No,no,Is the number of water areas equal to the number of grass areas?,1.80,2.07,1.80,1.97,2.15,1.97,7.38,8.04,7.38,51.8
235,9.372,1,No,no,Is the number of forests equal to the number of water areas?,1.79,2.07,1.79,1.97,2.15,1.97,7.37,8.04,7.37,51.7
239,8.813,0,10,1,How many small forests are there?,1.75,1.99,1.75,1.96,2.11,1.96,7.31,7.76,7.31,51.8
237,8.810,1,Yes,yes,Are there less water areas than roads?,1.75,1.95,1.75,1.96,2.11,1.96,7.31,7.76,7.31,51.7
238,9.208,0,10,3,What is the amount of rectangular forests?,1.77,2.11,1.77,1.96,2.11,1.96,7.33,8.04,7.33,51.8
236,9.174,0,Yes,no,Are there more grass areas than roads?,1.77,2.15,1.77,1.96,2.15,1.96,7.34,8.20,7.34,51.7
242,5.852,0,Yes,no,Are there less roads than forests?,1.74,2.03,1.74,1.93,2.11,1.93,7.21,7.76,7.22,51.7
243,8.779,1,Yes,yes,Are there more forests than medium water areas?,1.79,2.03,1.80,1.96,2.15,1.96,7.36,8.04,7.36,51.7
240,8.942,1,No,no,Is the number of grass areas equal to the number of roads?,1.80,2.03,1.81,1.97,2.15,1.97,7.38,8.04,7.38,51.7
241,8.963,1,1,1,What is the number of square water areas?,1.80,2.03,1.80,1.97,2.15,1.97,7.38,8.04,7.38,51.8
247,7.050,1,Yes,yes,Is a circular water area present?,1.76,1.99,1.76,1.94,2.11,1.94,7.25,7.76,7.26,51.7
246,8.951,0,Yes,no,Are there more water areas than square forests?,1.79,1.99,1.79,1.96,2.15,1.96,7.35,8.08,7.35,51.7
245,8.959,1,Yes,yes,Are there less forests than roads?,1.79,1.99,1.79,1.96,2.15,1.96,7.35,8.08,7.35,51.7
244,9.106,1,Yes,yes,Is there a circular forest?,1.80,2.07,1.80,1.97,2.15,1.97,7.37,8.08,7.37,51.7
251,7.082,1,Yes,yes,Is there a water area on the left of a  road?,1.75,2.03,1.75,1.95,2.11,1.95,7.28,7.72,7.29,51.7
250,9.154,0,Yes,no,Is a medium water area present?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.08,7.38,51.7
249,9.153,0,Yes,no,Are there more water areas than nature reserves?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.08,7.38,51.7
248,9.318,0,Yes,no,Are there less grass areas than water areas?,1.80,2.03,1.80,1.97,2.15,1.97,7.38,8.12,7.38,51.8
254,9.025,1,No,no,Is the number of forests equal to the number of roads?,1.76,1.99,1.76,1.95,2.11,1.95,7.30,7.76,7.30,51.6
252,9.427,0,10,0,What is the number of square roads?,1.77,2.07,1.77,1.96,2.11,1.96,7.32,7.92,7.32,51.7
253,9.427,1,Yes,yes,Is a medium forest present?,1.78,2.07,1.78,1.95,2.11,1.95,7.32,7.92,7.32,51.7
255,9.455,0,100,10,What is the amount of forests at the bottom of a  road?,1.77,2.07,1.77,1.96,2.11,1.96,7.32,7.96,7.32,51.7
256,7.091,0,1,0,What is the number of large roads?,1.74,1.95,1.75,1.94,2.07,1.94,7.24,7.72,7.24,51.7
258,9.001,1,No,no,Is the number of water areas equal to the number of roads?,1.78,2.03,1.78,1.96,2.15,1.96,7.33,8.08,7.33,51.7
259,8.999,0,Yes,no,Is there a large water area?,1.78,2.03,1.78,1.96,2.15,1.96,7.33,8.04,7.34,51.7
257,9.153,1,No,no,Is the number of water areas equal to the number of small roads?,1.79,2.03,1.79,1.96,2.15,1.96,7.35,8.04,7.35,51.6
260,5.564,0,Yes,no,Are there less water areas than water areas on the right of a  forest?,1.73,1.87,1.73,1.92,2.11,1.93,7.19,7.80,7.20,51.5
261,8.577,0,1,0,How many circular roads are there?,1.77,1.95,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.7
263,8.754,0,Yes,no,Is the number of roads equal to the number of forests on the left of a  medium water area in the image?,1.78,1.99,1.78,1.98,2.15,1.98,7.37,8.04,7.37,51.6
262,8.936,0,10,0,What is the number of rectangular roads?,1.79,2.03,1.79,1.98,2.15,1.98,7.38,8.04,7.38,51.7
265,6.836,0,Yes,no,Are there less forests than water areas?,1.72,1.87,1.73,1.95,2.11,1.95,7.26,7.76,7.26,51.7
264,8.732,1,Yes,yes,Are there less water areas than grass areas?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.04,7.35,51.7
266,8.708,0,Yes,no,Are there more water areas than forests?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.04,7.35,51.7
267,8.877,0,Yes,no,Is there a medium nature reserve?,1.78,2.07,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.7
271,4.434,1,Yes,yes,Is the number of circular forests equal to the number of water areas?,1.71,1.95,1.71,1.89,2.07,1.89,7.10,7.68,7.11,51.5
270,8.712,0,Yes,no,Are there less roads than circular water areas?,1.80,2.03,1.80,1.96,2.15,1.96,7.38,8.04,7.38,51.7
269,8.757,1,1,1,What is the number of square forests?,1.80,2.03,1.80,1.96,2.15,1.96,7.37,8.08,7.38,51.7
268,8.760,1,No,no,Is the number of roads equal to the number of water areas?,1.80,2.03,1.80,1.96,2.15,1.96,7.37,8.04,7.37,51.7
275,5.498,1,No,no,Is the number of roads equal to the number of rectangular water areas?,1.71,1.87,1.71,1.93,2.11,1.93,7.18,7.76,7.18,51.6
273,8.734,1,Yes,yes,Is a small road present?,1.78,1.95,1.78,1.98,2.15,1.98,7.37,8.04,7.37,51.7
274,8.762,1,No,no,Is there a square road?,1.78,1.95,1.78,1.98,2.15,1.98,7.37,8.04,7.37,51.7
272,8.761,0,10,30,How many small roads are there?,1.78,1.99,1.78,1.97,2.15,1.97,7.36,8.08,7.36,51.7
276,7.133,0,2,3,How many nature reserves next to a  road are there?,1.75,2.03,1.75,1.95,2.11,1.95,7.28,7.76,7.28,51.7
277,9.135,0,Yes,no,Are there less roads than grass areas?,1.79,2.03,1.79,1.97,2.15,1.97,7.37,8.08,7.38,51.7
278,9.175,0,3,0,What is the number of rectangular grass areas?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.08,7.38,51.7
279,9.346,0,Yes,no,Are there more forests than roads?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.08,7.39,51.8
280,6.996,0,2,1,What is the number of water areas next to a  forest?,1.74,1.91,1.75,1.94,2.07,1.94,7.25,7.72,7.25,51.6
281,8.910,1,3,3,How many grass areas next to the  water area are there?,1.78,1.99,1.78,1.96,2.15,1.96,7.34,8.08,7.34,51.7
283,8.898,1,No,no,Is there a rectangular road?,1.78,1.99,1.78,1.96,2.15,1.96,7.34,8.08,7.35,51.7
282,9.052,0,Yes,no,Are there more large water areas than medium forests?,1.79,2.03,1.79,1.96,2.15,1.96,7.35,8.08,7.35,51.7
284,9.579,0,10,0,What is the amount of circular nature reserves?,1.78,2.07,1.78,1.95,2.07,1.95,7.32,7.72,7.32,51.6
286,9.571,0,1,no,Is the number of forests equal to the number of water areas on the right of a  road?,1.78,2.07,1.78,1.96,2.11,1.96,7.33,7.72,7.33,51.7
285,9.932,1,1,1,What is the number of rectangular water areas?,1.80,2.15,1.80,1.96,2.11,1.96,7.34,8.04,7.34,51.7
287,9.968,0,2,13,How many forests at the top of a  road are there?,1.80,2.15,1.80,1.96,2.11,1.96,7.35,8.12,7.35,51.7
289,5.695,0,Yes,no,Is a circular grass area present?,1.73,1.95,1.73,1.92,2.07,1.92,7.20,7.72,7.20,51.6
290,9.222,1,Yes,yes,Are there less water areas than forests?,1.78,2.07,1.78,1.97,2.15,1.97,7.36,8.00,7.36,51.8
291,9.610,1,Yes,yes,Are there more water areas than rectangular roads?,1.79,2.07,1.79,1.97,2.15,1.97,7.37,8.00,7.37,51.7
288,9.592,1,Yes,yes,Is there a nature reserve next to a  road?,1.80,2.07,1.80,1.97,2.15,1.97,7.38,8.00,7.38,51.7
293,4.477,0,Yes,no,Are there more medium forests than water areas?,1.71,1.99,1.71,1.89,2.07,1.89,7.08,7.68,7.08,51.7
295,9.221,1,1,1,How many medium forests are there?,1.80,1.99,1.80,1.96,2.15,1.96,7.36,8.00,7.37,51.8
292,9.289,1,1,1,What is the number of square water areas at the bottom of a  road?,1.80,1.99,1.80,1.96,2.15,1.96,7.36,8.00,7.36,51.7
294,9.276,1,Yes,yes,Are there more roads than large forests in the image?,1.80,1.99,1.80,1.96,2.15,1.96,7.36,8.00,7.36,51.8
296,6.886,1,Yes,yes,Is a forest on the right of the  circular water area present?,1.73,1.87,1.73,1.95,2.11,1.95,7.26,7.72,7.26,51.8
299,8.892,1,Yes,yes,Is a square forest present?,1.77,1.99,1.77,1.97,2.15,1.97,7.36,8.04,7.36,51.8
298,8.891,1,Yes,yes,Are there less rectangular nature reserves than roads?,1.77,1.99,1.77,1.97,2.15,1.97,7.36,8.04,7.36,51.8
297,9.051,1,No,no,Is the number of water areas equal to the number of circular roads?,1.78,2.07,1.78,1.98,2.15,1.98,7.38,8.04,7.38,51.7
302,6.921,0,1,7,How many commercial buildings are there?,1.73,1.87,1.73,1.95,2.11,1.95,7.26,7.76,7.26,51.7
303,8.791,0,1,164,What is the amount of residential buildings in the image?,1.78,1.99,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.8
300,9.051,1,Rural,rural,Is it a rural or an urban area,1.77,2.03,1.78,1.97,2.15,1.97,7.35,8.08,7.36,51.7
301,9.034,1,No,no,Is a rectangular road present?,1.78,2.03,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.8
305,9.454,1,Yes,yes,Is a building present?,1.78,2.03,1.78,1.96,2.11,1.96,7.33,7.72,7.34,51.8
306,9.684,0,1,187,How many roads are there in the image?,1.80,2.11,1.80,1.96,2.11,1.96,7.35,7.85,7.35,51.8
307,9.926,1,10,10,What is the number of orchards in the image?,1.80,2.19,1.80,1.96,2.11,1.96,7.36,8.08,7.36,51.8
304,10.156,0,10000,152,What is the amount of forests?,1.81,2.23,1.81,1.96,2.15,1.96,7.38,8.36,7.38,51.9
308,5.715,0,No,yes,Is a residential building present?,1.72,1.95,1.72,1.92,2.07,1.92,7.18,7.72,7.18,51.7
311,8.700,1,Yes,yes,Is a water area present?,1.77,1.95,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.8
309,8.921,0,No,yes,Is a road present in the image?,1.78,1.95,1.78,1.97,2.15,1.97,7.35,8.04,7.36,51.8
310,8.894,1,Yes,yes,Is there a commercial building?,1.78,1.99,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.8
315,9.066,0,100,79,What is the number of farmlands?,1.78,1.99,1.78,1.95,2.07,1.95,7.30,7.72,7.31,51.8
312,9.045,1,Yes,yes,Is a grass area present?,1.78,1.99,1.78,1.95,2.07,1.95,7.31,7.72,7.32,51.8
314,9.055,0,No,yes,Is there a circular orchard?,1.78,1.99,1.78,1.95,2.07,1.95,7.31,7.72,7.31,51.8
313,9.593,0,1000,25,What is the amount of water areas?,1.80,2.23,1.80,1.96,2.23,1.96,7.35,8.48,7.35,51.8
317,5.636,0,No,yes,Is there a circular water area?,1.73,1.95,1.74,1.92,2.07,1.92,7.19,7.76,7.20,51.7
319,9.145,0,1,191,How many buildings are there?,1.79,2.03,1.79,1.97,2.15,1.97,7.37,8.04,7.37,51.9
316,9.493,0,Yes,no,Is there a medium road?,1.81,2.07,1.81,1.97,2.15,1.97,7.39,8.00,7.39,52.0
318,9.481,0,1,0,How many large residential buildings are there?,1.81,2.07,1.81,1.97,2.15,1.97,7.39,8.00,7.39,51.9
320,7.003,0,Yes,no,Are there less roads than commercial buildings in the image?,1.74,1.87,1.74,1.94,2.11,1.94,7.26,7.76,7.26,51.8
322,8.892,0,No,yes,Is a large water area present?,1.77,1.99,1.77,1.96,2.15,1.96,7.34,8.00,7.34,51.8
323,8.894,0,1,0,What is the number of square commercial buildings?,1.77,1.99,1.78,1.96,2.15,1.97,7.35,8.00,7.35,51.8
321,9.031,1,No,no,Is the number of roads equal to the number of commercial buildings?,1.78,2.03,1.78,1.97,2.15,1.97,7.36,8.00,7.36,51.8
325,7.253,0,Yes,no,Are there less buildings than grass areas?,1.76,1.99,1.77,1.93,2.07,1.93,7.26,7.72,7.26,51.8
326,9.156,1,Yes,yes,Is there a forest?,1.79,1.99,1.79,1.96,2.15,1.96,7.34,8.04,7.34,51.9
327,9.146,1,No,no,Is the number of residential buildings equal to the number of roads?,1.79,1.99,1.79,1.95,2.15,1.96,7.34,8.04,7.34,51.7
324,9.329,1,No,no,Is the number of water areas equal to the number of buildings?,1.80,2.03,1.80,1.95,2.15,1.96,7.34,8.04,7.35,51.7
328,7.139,1,Yes,yes,Is a small road present?,1.76,2.03,1.76,1.96,2.11,1.96,7.30,7.76,7.30,51.8
330,9.182,0,Yes,no,Are there more roads than buildings?,1.79,2.03,1.79,1.97,2.15,1.98,7.38,8.08,7.38,51.8
331,9.181,0,1,0,How many circular commercial buildings are there?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.08,7.38,51.8
329,9.320,0,1,164,How many residential buildings at the top of a  road are there?,1.81,2.03,1.81,1.97,2.15,1.97,7.39,8.08,7.39,51.9
334,5.699,1,No,no,Is there a circular road?,1.74,1.99,1.74,1.92,2.11,1.92,7.20,7.76,7.21,51.7
333,9.018,0,1,101,What is the amount of rectangular residential buildings?,1.79,2.03,1.79,1.97,2.15,1.97,7.37,8.04,7.37,51.8
335,9.010,0,10,3,What is the number of residential areas?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.00,7.38,51.9
332,9.562,0,1000,114,What is the amount of grass areas?,1.81,2.15,1.81,1.98,2.23,1.98,7.41,8.36,7.41,51.8
339,5.466,0,Yes,no,Is a large residential building present in the image?,1.72,1.91,1.72,1.94,2.11,1.94,7.20,7.76,7.20,51.7
338,9.349,0,No,yes,Is there a residential building at the top of a  road?,1.80,2.03,1.80,1.97,2.15,1.97,7.38,8.04,7.38,51.8
336,9.385,1,Yes,yes,Is a farmland present?,1.80,2.03,1.80,1.98,2.15,1.98,7.39,8.04,7.39,51.9
337,9.569,0,100,8,What is the amount of medium water areas?,1.80,2.03,1.80,1.98,2.15,1.98,7.40,8.04,7.40,51.8
342,5.701,1,Yes,yes,Are there less commercial buildings than water areas?,1.73,1.99,1.74,1.92,2.07,1.92,7.17,7.72,7.17,51.7
343,9.521,1,Yes,yes,Is a medium building present in the image?,1.80,2.03,1.80,1.96,2.15,1.96,7.37,8.08,7.37,51.8
341,9.507,0,1,0,How many large roads are there?,1.80,2.03,1.80,1.96,2.15,1.96,7.37,8.08,7.37,51.8
340,9.657,0,100,23,What is the amount of rectangular forests?,1.81,2.11,1.81,1.96,2.15,1.96,7.39,8.08,7.39,51.8
345,6.934,0,1,3,What is the number of square residential buildings?,1.73,1.91,1.74,1.95,2.07,1.95,7.25,7.72,7.25,51.7
346,8.808,0,Yes,no,Are there less buildings than water areas?,1.78,2.03,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.8
344,9.224,0,10,14,What is the number of small grass areas in the image?,1.78,2.07,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.8
347,9.217,1,Yes,yes,Are there more grass areas than water areas?,1.78,2.07,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.8
350,7.097,1,Yes,yes,Are there less residential buildings than roads?,1.75,2.03,1.75,1.95,2.11,1.95,7.28,7.72,7.28,51.8
348,9.161,1,Yes,yes,Are there less water areas than farmlands?,1.79,2.03,1.79,1.97,2.15,1.98,7.38,8.08,7.39,51.8
349,9.159,1,Yes,yes,Is a orchard present?,1.79,2.03,1.79,1.97,2.15,1.97,7.38,8.08,7.38,51.9
351,9.321,0,Yes,no,Is a small farmland present?,1.80,2.03,1.80,1.97,2.15,1.97,7.39,8.08,7.39,51.8
354,5.767,0,1,2,How many medium commercial buildings are there?,1.72,1.99,1.72,1.92,2.11,1.92,7.19,7.72,7.20,51.8
353,8.747,0,Yes,no,Are there more commercial buildings than farmlands in the image?,1.78,1.99,1.78,1.96,2.15,1.96,7.35,8.04,7.35,51.8
355,8.940,1,Yes,yes,Are there more commercial buildings than rectangular roads in the image?,1.79,1.99,1.79,1.96,2.15,1.96,7.36,8.04,7.36,51.8
352,8.980,1,Yes,yes,Is a small commercial building present?,1.78,1.99,1.78,1.96,2.15,1.96,7.36,8.04,7.36,51.8
358,5.772,1,Yes,yes,Are there less forests than buildings?,1.73,1.99,1.73,1.92,2.07,1.92,7.19,7.72,7.19,51.7
359,9.321,0,Yes,no,Are there more water areas than roads?,1.79,2.03,1.79,1.96,2.15,1.96,7.35,8.04,7.36,51.8
356,9.668,0,Yes,no,Are there more circular water areas than buildings in the image?,1.80,2.07,1.80,1.96,2.15,1.96,7.37,8.00,7.37,51.8
357,9.714,1,No,no,Is the number of residential buildings equal to the number of water areas?,1.80,2.07,1.80,1.96,2.15,1.96,7.36,8.00,7.37,51.9
362,6.871,1,Yes,yes,Are there more buildings than water areas?,1.74,1.95,1.74,1.94,2.07,1.94,7.24,7.72,7.25,51.9
363,8.781,1,Yes,yes,Are there more roads than grass areas?,1.78,2.03,1.78,1.96,2.15,1.96,7.34,8.08,7.34,51.8
360,8.766,1,Yes,yes,Is a circular building present?,1.79,2.03,1.79,1.96,2.15,1.96,7.35,8.08,7.35,51.8
361,8.932,0,Yes,no,Is there a large commercial building?,1.79,2.03,1.79,1.96,2.15,1.96,7.34,8.08,7.35,51.9
366,5.939,1,No,no,Is there a square road?,1.74,2.03,1.74,1.92,2.11,1.92,7.19,7.72,7.19,51.8
364,9.228,1,Yes,yes,Is there a building on the right of a  water area?,1.80,2.03,1.80,1.97,2.11,1.97,7.37,8.00,7.37,51.8
365,9.642,0,100,9,What is the amount of rectangular water areas?,1.80,2.03,1.80,1.97,2.11,1.97,7.37,8.00,7.37,51.8
367,9.578,0,10,163,How many small residential buildings are there?,1.81,2.03,1.81,1.97,2.15,1.97,7.39,8.04,7.39,51.8
368,5.688,1,Yes,yes,Are there more residential buildings than water areas?,1.72,1.91,1.72,1.93,2.11,1.93,7.18,7.72,7.19,51.8
370,8.677,1,No,no,Is the number of buildings equal to the number of grass areas?,1.78,1.99,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.9
369,8.870,0,1,0,What is the number of large commercial buildings?,1.78,1.99,1.79,1.97,2.15,1.97,7.36,8.04,7.36,51.9
371,8.918,1,Yes,yes,Is there a small water area?,1.78,1.99,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.9
374,5.865,1,No,no,Is the number of commercial buildings equal to the number of square grass areas?,1.73,2.03,1.74,1.93,2.11,1.93,7.19,7.72,7.20,51.8
375,8.765,0,Yes,no,Are there less residential buildings than water areas in the image?,1.78,2.03,1.78,1.96,2.15,1.96,7.34,8.04,7.34,51.8
372,9.438,0,100,3,What is the amount of large water areas?,1.80,2.11,1.80,1.97,2.15,1.97,7.38,8.12,7.38,51.9
373,9.398,0,100,1,What is the amount of medium orchards?,1.80,2.11,1.80,1.97,2.15,1.97,7.39,8.12,7.39,51.9
378,6.776,0,1,2,What is the amount of rectangular commercial buildings?,1.73,1.87,1.73,1.95,2.11,1.95,7.26,7.76,7.26,51.8
377,8.647,0,Yes,no,Is a circular commercial building present?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.04,7.35,51.9
379,8.655,0,Yes,no,Is a square commercial building present?,1.77,2.03,1.77,1.97,2.15,1.97,7.34,8.04,7.35,51.8
376,8.812,0,Yes,no,Are there less residential buildings than square water areas?,1.78,2.07,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.8
381,6.701,1,Yes,yes,Are there more buildings than forests?,1.72,1.87,1.73,1.96,2.11,1.96,7.27,7.76,7.27,51.7
382,9.000,1,No,no,Is the number of small water areas equal to the number of commercial buildings?,1.78,1.99,1.78,1.98,2.15,1.98,7.37,8.00,7.38,51.9
380,9.395,0,100,14,What is the amount of small water areas?,1.78,2.03,1.78,1.98,2.15,1.98,7.39,8.00,7.39,51.8
383,9.603,0,1000,26,How many small forests are there?,1.78,2.07,1.78,1.98,2.15,1.98,7.40,8.08,7.40,51.9
385,8.335,0,Yes,no,Are there less commercial buildings than circular water areas?,1.75,1.91,1.75,1.97,2.11,1.97,7.32,7.76,7.32,51.7
386,8.337,0,Yes,no,Are there less residential buildings than forests?,1.75,1.91,1.75,1.97,2.11,1.97,7.32,7.76,7.32,51.8
384,8.522,0,Yes,no,Are there less grass areas than water areas in the image?,1.77,2.07,1.77,1.97,2.11,1.97,7.34,8.00,7.34,51.8
387,8.569,0,0,164,What is the amount of residential buildings on the left of a  road?,1.76,2.07,1.76,1.97,2.15,1.97,7.33,8.08,7.33,51.8
388,6.850,1,Yes,yes,Is a medium water area next to a  farmland present?,1.73,1.87,1.73,1.94,2.11,1.94,7.26,7.72,7.26,51.7
390,8.849,0,Yes,no,Are there more residential buildings than roads?,1.77,1.99,1.77,1.97,2.15,1.97,7.36,8.00,7.36,51.8
391,8.886,1,Yes,yes,Are there less square commercial buildings than grass areas?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.00,7.36,51.8
389,9.087,1,Yes,yes,Are there more residential buildings than grass areas?,1.77,2.07,1.78,1.97,2.15,1.97,7.36,8.00,7.36,51.8
392,6.878,1,No,no,Is the number of water areas equal to the number of circular commercial buildings?,1.73,1.87,1.73,1.95,2.11,1.95,7.25,7.76,7.25,51.7
393,8.781,0,Yes,no,Are there more commercial buildings than roads?,1.77,1.99,1.77,1.97,2.15,1.97,7.34,8.04,7.35,51.8
394,8.757,1,No,no,Is the number of commercial buildings equal to the number of grass areas?,1.77,1.99,1.77,1.97,2.15,1.97,7.35,8.08,7.35,51.8
395,8.954,0,1,118,What is the number of rectangular buildings?,1.78,2.07,1.78,1.97,2.15,1.97,7.36,8.08,7.36,51.8
399,5.660,1,No,no,Is the number of square roads equal to the number of rectangular water areas?,1.72,1.87,1.72,1.93,2.11,1.93,7.19,7.76,7.19,51.8
398,8.663,0,1,3,How many medium buildings are there?,1.78,1.99,1.78,1.97,2.15,1.97,7.35,8.04,7.35,51.9
396,8.847,1,Yes,yes,Are there more residential buildings than circular water areas?,1.78,1.99,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.8
397,8.886,1,No,no,Is the number of forests equal to the number of water areas?,1.78,1.99,1.78,1.97,2.15,1.97,7.36,8.04,7.36,51.8
402,9.142,1,Yes,yes,Is there a forest?,1.80,2.03,1.80,1.96,2.11,1.96,7.34,7.80,7.35,51.8
400,9.174,1,Rural,rural,Is it a rural or an urban area,1.79,2.03,1.79,1.96,2.11,1.96,7.33,7.80,7.34,51.7
403,9.168,0,Yes,no,Is there a medium water area?,1.79,2.03,1.79,1.96,2.11,1.96,7.34,7.80,7.34,51.7
401,9.425,0,1000,14,How many roads are there?,1.79,2.03,1.79,1.96,2.11,1.96,7.34,7.80,7.34,51.8
404,5.696,0,2,1,What is the number of water areas?,1.73,1.99,1.73,1.92,2.07,1.92,7.19,7.76,7.19,51.7
405,9.216,1,Yes,yes,Is a road present?,1.79,2.03,1.79,1.96,2.15,1.96,7.36,8.08,7.36,51.7
407,9.581,1,Yes,yes,Is a water area present in the image?,1.81,2.07,1.81,1.97,2.15,1.96,7.39,8.08,7.39,51.8
406,9.800,0,10,1,How many orchards are there?,1.81,2.11,1.81,1.97,2.15,1.97,7.39,8.08,7.39,51.8
410,8.592,0,1,5,What is the number of forests?,1.77,1.87,1.77,1.97,2.11,1.97,7.33,7.76,7.33,51.8
