question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_n_past,kv_n_ctx,kv_peak_occupancy
121,Qwen2.5-VL-3B,,496.41,370.71,867.13,0.898,122,6,128,0,10000,90,What is the amount of forests?,6.38,6.94,14.20,59.9,11.39,0.0934,1.8989,0.0890,6292,1328,354,0,8192,0.0
122,Qwen2.5-VL-3B,,553.98,77.28,631.26,0.656,124,2,126,0,Yes,no,Are there less residential buildings than water areas?,6.40,6.67,14.71,59.9,8.83,0.0712,4.4161,0.0701,6299,1321,354,0,8192,0.0
123,Qwen2.5-VL-3B,,483.06,67.28,550.35,0.578,123,2,125,0,1,14,What is the number of water areas?,6.07,6.75,13.85,59.9,6.94,0.0564,3.4685,0.0555,6299,1321,354,0,8192,0.0
124,Qwen2.5-VL-3B,,542.92,70.75,613.67,0.637,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,6.67,6.94,14.67,60.1,8.81,0.0694,4.4041,0.0683,6299,1321,354,0,8192,0.0
125,Qwen2.5-VL-3B,,575.94,67.07,643.00,0.665,129,2,131,1,No,no,Is the number of grass areas equal to the number of water areas?,6.27,6.75,14.10,59.8,8.49,0.0658,4.2448,0.0648,6299,1321,354,0,8192,0.0
126,Qwen2.5-VL-3B,,565.28,66.44,631.72,0.658,123,2,125,0,Yes,no,Are there more water areas than roads?,6.24,6.83,13.99,59.9,8.38,0.0681,4.1884,0.0670,6299,1321,354,0,8192,0.0
127,Qwen2.5-VL-3B,,570.46,221.53,791.99,0.820,123,4,127,0,100,5,What is the amount of orchards?,6.39,6.87,14.19,60.0,11.39,0.0926,2.8470,0.0897,6304,1316,354,0,8192,0.0
128,Qwen2.5-VL-3B,,577.35,67.45,644.80,0.672,123,2,125,1,Yes,yes,Are there more roads than water areas?,6.16,6.79,14.11,60.2,8.49,0.0690,4.2428,0.0679,6309,1311,354,0,8192,0.0
129,Qwen2.5-VL-3B,,636.12,66.73,702.85,0.727,124,2,126,0,Yes,no,Are there more small commercial buildings than forests?,6.46,6.71,14.62,59.9,10.27,0.0828,5.1359,0.0815,6312,1308,354,0,8192,0.0
130,Qwen2.5-VL-3B,,599.02,67.00,666.02,0.693,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,6.34,6.75,14.21,60.1,8.50,0.0659,4.2482,0.0649,6317,1303,354,0,8192,0.0
131,Qwen2.5-VL-3B,,539.63,222.12,761.74,0.800,124,4,128,0,100,0,What is the amount of square residential buildings?,6.64,6.79,14.68,60.1,10.28,0.0829,2.5703,0.0803,6323,1297,354,0,8192,0.0
132,Qwen2.5-VL-3B,,666.77,67.64,734.41,0.754,128,2,130,1,No,no,Is the number of grass areas equal to the number of buildings?,6.37,6.59,14.79,60.0,10.37,0.0811,5.1875,0.0798,6328,1292,354,0,8192,0.0
133,Qwen2.5-VL-3B,,589.69,66.67,656.36,0.682,122,2,124,1,Yes,yes,Is a rectangular farmland present?,6.27,6.67,14.28,60.1,8.59,0.0704,4.2928,0.0692,6328,1292,354,0,8192,0.0
134,Qwen2.5-VL-3B,,632.51,145.02,777.53,0.812,122,3,125,0,10,126,How many grass areas are there?,6.55,6.75,14.63,60.2,11.75,0.0963,3.9159,0.0940,6334,1286,354,0,8192,0.0
135,Qwen2.5-VL-3B,,582.75,221.88,804.63,0.830,122,4,126,0,100,63,How many large forests are there?,6.29,6.79,14.24,60.2,11.38,0.0933,2.8461,0.0904,6339,1281,354,0,8192,0.0
136,Qwen2.5-VL-3B,,574.94,377.10,952.04,0.987,125,6,131,0,10000,77,What is the amount of large farmlands?,6.21,6.79,14.23,60.5,12.80,0.1024,2.1326,0.0977,6344,1276,354,0,8192,0.0
137,Qwen2.5-VL-3B,,653.32,78.24,731.56,0.759,123,2,125,0,1,76,How many large grass areas are there?,6.25,6.55,14.74,60.2,10.33,0.0840,5.1649,0.0826,6349,1271,354,0,8192,0.0
138,Qwen2.5-VL-3B,,590.33,66.66,657.00,0.683,123,2,125,1,Yes,yes,Are there less water areas than forests?,6.16,6.71,14.23,60.4,8.53,0.0694,4.2657,0.0683,6355,1265,354,0,8192,0.0
139,Qwen2.5-VL-3B,,645.00,66.34,711.33,0.736,122,2,124,0,Yes,no,Are there less roads than forests?,6.42,6.75,14.76,60.2,10.35,0.0848,5.1734,0.0834,6359,1261,354,0,8192,0.0
140,Qwen2.5-VL-3B,,588.72,71.48,660.21,0.688,122,2,124,1,Yes,yes,Is there a medium commercial building?,6.26,6.67,14.27,60.3,8.60,0.0705,4.3014,0.0694,6364,1256,354,0,8192,0.0
141,Qwen2.5-VL-3B,,650.50,299.20,949.70,0.983,124,5,129,0,1000,78,What is the number of farmlands?,6.48,6.75,14.74,60.3,13.28,0.1071,2.6562,0.1030,6370,1250,353,0,8192,0.0
142,Qwen2.5-VL-3B,,656.56,144.28,800.84,0.833,127,3,130,0,10,217,What is the number of small residential buildings in the image?,6.27,6.59,14.76,60.4,11.82,0.0931,3.9404,0.0909,6375,1245,357,0,8192,0.0
143,Qwen2.5-VL-3B,,496.54,68.24,564.78,0.593,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,6.11,6.83,13.98,60.6,6.99,0.0546,3.4933,0.0537,6383,1237,357,0,8192,0.0
144,Qwen2.5-VL-3B,,543.41,298.85,842.26,0.871,124,5,129,0,1000,0,What is the amount of square commercial buildings?,6.67,6.87,14.73,60.3,11.80,0.0952,2.3604,0.0915,6389,1231,357,0,8192,0.0
145,Qwen2.5-VL-3B,,592.54,143.40,735.94,0.762,123,3,126,0,10,0,What is the number of medium roads?,6.26,6.71,14.37,60.4,10.09,0.0820,3.3628,0.0801,6389,1231,357,0,8192,0.0
146,Qwen2.5-VL-3B,,593.67,66.28,659.95,0.684,122,2,124,1,No,no,Is a square residential building present?,6.24,6.75,14.27,60.3,8.56,0.0701,4.2789,0.0690,6389,1231,357,0,8192,0.0
147,Qwen2.5-VL-3B,,652.41,67.53,719.94,0.752,131,2,133,1,No,no,Is the number of circular commercial buildings equal to the number of farmlands?,6.50,6.75,14.74,60.5,10.32,0.0788,5.1625,0.0776,6393,1227,357,0,8192,0.0
148,Qwen2.5-VL-3B,,603.16,218.53,821.70,0.848,132,4,136,0,100,1,What is the amount of medium farmlands on the left of a  building?,6.38,6.79,14.41,60.5,11.57,0.0876,2.8916,0.0850,6400,1220,357,0,8192,0.0
149,Qwen2.5-VL-3B,,600.07,67.50,667.57,0.699,129,2,131,1,No,no,Is the number of roads equal to the number of square residential buildings?,6.08,6.71,14.08,60.4,8.45,0.0655,4.2238,0.0645,6404,1216,357,0,8192,0.0
150,Qwen2.5-VL-3B,,682.85,66.31,749.16,0.774,121,2,123,1,1,1,How many commercials are there?,6.35,6.71,14.51,60.6,10.15,0.0839,5.0767,0.0825,6408,1212,357,0,8192,0.0
151,Qwen2.5-VL-3B,,596.66,64.55,661.21,0.688,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,6.32,6.75,14.29,60.5,8.58,0.0698,4.2899,0.0686,6408,1212,361,0,8192,0.0
152,Qwen2.5-VL-3B,,650.16,69.06,719.22,0.745,123,2,125,1,0,0,How many large residential buildings are there?,6.52,6.79,14.77,60.3,10.36,0.0842,5.1778,0.0828,6410,1210,361,0,8192,0.0
153,Qwen2.5-VL-3B,,590.96,68.05,659.01,0.684,123,2,125,0,Yes,no,Are there more commercial buildings than forests?,6.19,6.63,14.20,60.7,8.56,0.0696,4.2781,0.0684,6419,1201,362,0,8192,0.0
154,Qwen2.5-VL-3B,,540.90,146.81,687.71,0.723,123,3,126,0,10,7,How many medium residential buildings are there?,6.58,6.79,14.67,60.5,10.29,0.0837,3.4299,0.0817,6425,1195,362,0,8192,0.0
155,Qwen2.5-VL-3B,,595.80,67.39,663.19,0.686,124,2,126,1,Yes,yes,Are there more residential buildings than water areas?,6.28,6.71,14.30,60.7,8.57,0.0692,4.2875,0.0681,6432,1188,362,0,8192,0.0
156,Qwen2.5-VL-3B,,559.32,68.35,627.67,0.658,121,2,123,1,No,no,Is a circular building present?,6.49,6.79,14.73,60.5,8.85,0.0731,4.4247,0.0719,6432,1188,362,0,8192,0.0
157,Qwen2.5-VL-3B,,568.56,65.27,633.83,0.663,122,2,124,0,Yes,no,Are there less buildings than roads?,6.17,6.79,13.98,60.8,8.36,0.0685,4.1807,0.0674,6437,1183,362,0,8192,0.0
158,Qwen2.5-VL-3B,,585.85,67.55,653.40,0.672,124,2,126,0,1,9,What is the number of rectangular water areas?,6.28,6.79,14.13,60.6,8.51,0.0686,4.2547,0.0675,6437,1183,362,0,8192,0.0
159,Qwen2.5-VL-3B,,640.35,68.46,708.81,0.734,122,2,124,0,0,1,How many large buildings are there?,6.47,6.67,14.65,60.6,10.28,0.0843,5.1404,0.0829,6443,1177,365,0,8192,0.0
160,Qwen2.5-VL-3B,,602.63,65.16,667.79,0.691,125,2,127,0,No,yes,Is a rectangular residential building present in the image?,6.32,6.67,14.33,60.8,8.57,0.0685,4.2843,0.0675,6445,1175,365,0,8192,0.0
161,Qwen2.5-VL-3B,,650.24,70.49,720.73,0.752,125,2,127,0,Yes,no,Are there more circular grass areas than commercial buildings?,6.48,6.75,14.71,60.8,10.31,0.0825,5.1550,0.0812,6441,1179,379,0,8192,0.0
162,Qwen2.5-VL-3B,,591.57,67.37,658.94,0.683,123,2,125,0,Yes,no,Are there less residential buildings than roads?,6.29,6.71,14.27,60.8,8.55,0.0695,4.2765,0.0684,6446,1174,379,0,8192,0.0
163,Qwen2.5-VL-3B,,646.55,142.08,788.63,0.810,123,3,126,0,10,2,How many small commercial buildings are there?,6.54,6.79,14.77,60.6,11.84,0.0963,3.9465,0.0940,6445,1175,379,0,8192,0.0
164,Qwen2.5-VL-3B,,578.95,65.82,644.77,0.674,125,2,127,1,Yes,yes,Are there less square residential buildings than residential buildings?,6.16,6.71,14.10,60.9,8.49,0.0679,4.2442,0.0668,6448,1172,379,0,8192,0.0
165,Qwen2.5-VL-3B,,647.31,67.72,715.03,0.740,123,2,125,0,1,2,How many circular grass areas are there?,6.52,6.79,14.69,61.0,10.29,0.0837,5.1475,0.0824,6451,1169,379,0,8192,0.0
166,Qwen2.5-VL-3B,,499.83,65.37,565.20,0.600,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of water areas?,6.32,6.87,14.09,60.8,7.00,0.0543,3.4995,0.0534,6456,1164,379,0,8192,0.0
167,Qwen2.5-VL-3B,,658.97,64.49,723.46,0.746,131,2,133,0,3,14,What is the number of water areas on the right of a  residential building?,6.55,6.90,14.63,60.8,10.25,0.0782,5.1232,0.0770,6463,1157,379,0,8192,0.0
168,Qwen2.5-VL-3B,,601.03,68.21,669.24,0.695,127,2,129,1,No,no,Is the number of buildings equal to the number of forests?,6.37,6.75,14.27,60.9,8.54,0.0672,4.2698,0.0662,6463,1157,379,0,8192,0.0
169,Qwen2.5-VL-3B,,674.20,65.64,739.84,0.766,137,2,139,1,No,no,Is the number of residential buildings equal to the number of water areas on the right of a  residential building?,6.49,6.87,14.76,60.7,10.34,0.0755,5.1708,0.0744,6468,1152,379,0,8192,0.0
170,Qwen2.5-VL-3B,,586.84,68.94,655.79,0.680,123,2,125,1,Yes,yes,Are there less medium buildings than roads?,6.30,6.75,14.26,61.0,8.55,0.0695,4.2739,0.0684,6474,1146,379,0,8192,0.0
171,Qwen2.5-VL-3B,,658.48,71.39,729.88,0.755,129,2,131,1,No,no,Is the number of water areas equal to the number of residential buildings?,6.49,6.83,14.76,60.8,10.34,0.0802,5.1707,0.0789,6480,1140,379,0,8192,0.0
172,Qwen2.5-VL-3B,,590.87,67.43,658.31,0.683,121,2,123,1,No,no,Is there a circular road?,6.29,6.75,14.31,60.8,8.59,0.0710,4.2969,0.0699,6485,1135,379,0,8192,0.0
173,Qwen2.5-VL-3B,,640.13,69.42,709.54,0.745,122,2,124,0,1,130,How many rectangular buildings are there?,6.46,6.63,14.73,60.7,10.33,0.0847,5.1659,0.0833,6490,1130,379,0,8192,0.0
174,Qwen2.5-VL-3B,,608.85,71.95,680.80,0.706,130,2,132,1,No,no,Is the number of commercial buildings equal to the number of farmlands?,6.27,6.79,14.19,60.8,9.96,0.0766,4.9806,0.0755,6484,1136,386,0,8192,0.0
175,Qwen2.5-VL-3B,,491.06,69.90,560.96,0.596,122,2,124,1,Yes,yes,Are there more buildings than roads?,6.26,6.87,14.01,60.9,6.96,0.0571,3.4824,0.0562,6478,1142,405,0,8192,0.0
176,Qwen2.5-VL-3B,,638.72,69.84,708.56,0.731,125,2,127,0,Yes,no,Are there more commercial buildings than farmlands?,6.55,6.94,14.70,61.1,10.30,0.0824,5.1509,0.0811,6486,1134,405,0,8192,0.0
177,Qwen2.5-VL-3B,,603.14,66.27,669.42,0.695,131,2,133,0,0,5,What is the number of commercial buildings at the top of a  water area?,6.32,6.75,14.25,61.0,8.55,0.0652,4.2730,0.0643,6486,1134,405,0,8192,0.0
178,Qwen2.5-VL-3B,,657.65,70.14,727.79,0.757,123,2,125,0,1,2,How many large water areas are there?,6.50,6.83,14.78,60.9,10.36,0.0842,5.1806,0.0829,6491,1129,405,0,8192,0.0
179,Qwen2.5-VL-3B,,587.94,69.94,657.89,0.685,124,2,126,0,Yes,no,Are there more commercial buildings than water areas?,6.27,6.63,14.27,60.9,8.59,0.0692,4.2934,0.0681,6496,1124,405,0,8192,0.0
180,Qwen2.5-VL-3B,,648.77,65.65,714.42,0.747,128,2,130,1,No,no,Is the number of buildings equal to the number of large roads?,6.56,6.83,14.68,61.0,10.29,0.0804,5.1437,0.0791,6501,1119,405,0,8192,0.0
181,Qwen2.5-VL-3B,,605.90,65.59,671.49,0.695,133,2,135,1,No,no,Is the number of farmlands equal to the number of residential buildings in the image?,6.20,6.71,14.05,60.8,8.46,0.0636,4.2317,0.0627,6506,1114,405,0,8192,0.0
182,Qwen2.5-VL-3B,,649.64,65.56,715.19,0.745,122,2,124,1,No,no,Is there a circular commercial building?,6.53,6.79,14.73,61.0,10.32,0.0846,5.1612,0.0832,6512,1108,405,0,8192,0.0
183,Qwen2.5-VL-3B,,595.32,67.44,662.76,0.688,122,2,124,0,1,0,How many circular roads are there?,6.30,6.71,14.25,60.9,8.53,0.0699,4.2668,0.0688,6517,1103,405,0,8192,0.0
184,Qwen2.5-VL-3B,,654.18,224.84,879.02,0.908,124,4,128,0,100,3,What is the amount of medium commercial buildings?,6.51,6.75,14.75,61.1,13.29,0.1072,3.3224,0.1038,6522,1098,405,0,8192,0.0
185,Qwen2.5-VL-3B,,593.91,66.30,660.21,0.685,122,2,124,1,0,0,How many circular buildings are there?,6.17,6.63,14.31,61.1,8.55,0.0701,4.2736,0.0689,6520,1100,414,0,8192,0.0
186,Qwen2.5-VL-3B,,665.78,66.48,732.27,0.755,132,2,134,0,Yes,no,Are there more water areas on the left of a  farmland than water areas?,6.47,6.75,14.72,61.0,10.32,0.0782,5.1601,0.0770,6530,1090,415,0,8192,0.0
187,Qwen2.5-VL-3B,,593.45,64.39,657.84,0.684,122,2,124,0,1,0,How many square buildings are there?,6.30,6.75,14.26,61.0,8.54,0.0700,4.2695,0.0689,6537,1083,415,0,8192,0.0
188,Qwen2.5-VL-3B,,650.00,66.35,716.35,0.744,122,2,124,1,No,no,Is a square commercial building present?,6.51,6.83,14.74,61.2,10.33,0.0847,5.1649,0.0833,6543,1077,415,0,8192,0.0
189,Qwen2.5-VL-3B,,499.50,67.13,566.63,0.597,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,6.30,6.87,14.11,61.1,7.06,0.0551,3.5288,0.0543,6549,1071,419,0,8192,0.0
190,Qwen2.5-VL-3B,,633.72,69.02,702.74,0.720,122,2,124,1,Yes,yes,Is there a medium grass area?,6.61,6.90,14.74,61.2,10.33,0.0846,5.1634,0.0833,6554,1066,424,0,8192,0.0
191,Qwen2.5-VL-3B,,493.11,65.35,558.46,0.588,123,2,125,1,0,0,How many circular residential buildings are there?,6.16,6.79,13.87,61.2,6.93,0.0563,3.4634,0.0554,6554,1066,424,0,8192,0.0
192,Qwen2.5-VL-3B,,639.23,69.17,708.41,0.731,121,2,123,0,Yes,no,Is a medium road present?,6.59,6.98,14.70,61.4,10.30,0.0851,5.1512,0.0838,6557,1063,424,0,8192,0.0
193,Qwen2.5-VL-3B,,595.38,64.27,659.64,0.688,124,2,126,0,Yes,no,Are there less grass areas than circular roads?,6.32,6.75,14.26,61.1,8.53,0.0688,4.2662,0.0677,6557,1063,424,0,8192,0.0
194,Qwen2.5-VL-3B,,668.32,65.49,733.81,0.761,131,2,133,0,0,10,What is the amount of water areas at the top of a  commercial building?,6.54,6.87,14.74,61.1,10.34,0.0789,5.1682,0.0777,6565,1055,425,0,8192,0.0
195,Qwen2.5-VL-3B,,606.44,70.08,676.52,0.704,131,2,133,1,Yes,yes,Are there more water areas than commercial buildings at the bottom of a  forest?,6.39,6.87,14.34,61.2,10.04,0.0766,5.0185,0.0755,6572,1048,425,0,8192,0.0
196,Qwen2.5-VL-3B,,597.33,66.01,663.34,0.688,128,2,130,0,Yes,no,Is there a forest at the bottom of a  large road?,6.30,6.67,14.24,61.3,8.56,0.0669,4.2801,0.0658,6576,1044,425,0,8192,0.0
197,Qwen2.5-VL-3B,,650.37,68.16,718.53,0.744,125,2,127,0,Yes,no,Are there less rectangular grass areas than water areas?,6.54,6.79,14.75,61.1,10.34,0.0827,5.1714,0.0814,6583,1037,425,0,8192,0.0
198,Qwen2.5-VL-3B,,595.59,222.10,817.69,0.843,124,4,128,0,100,0,What is the amount of circular commercial buildings?,6.42,6.79,14.42,61.4,11.52,0.0929,2.8805,0.0900,6588,1032,425,0,8192,0.0
199,Qwen2.5-VL-3B,,581.99,68.66,650.64,0.679,123,2,125,1,Yes,yes,Are there more buildings than grass areas?,6.00,6.71,13.90,61.2,8.36,0.0679,4.1781,0.0668,6589,1031,425,0,8192,0.0
200,Qwen2.5-VL-3B,,541.83,143.47,685.31,0.718,124,3,127,1,Rural,rural,Is it a rural or an urban area,6.59,6.83,14.62,61.2,10.24,0.0826,3.4125,0.0806,6594,1026,435,0,8192,0.0
201,Qwen2.5-VL-3B,,594.41,67.42,661.83,0.685,123,2,125,1,Yes,yes,Is there a forest in the image?,6.29,6.67,14.33,61.4,8.61,0.0700,4.3073,0.0689,6598,1022,435,0,8192,0.0
202,Qwen2.5-VL-3B,,646.91,64.59,711.50,0.735,122,2,124,0,1,13,What is the number of forests?,6.44,6.63,14.72,61.4,10.32,0.0846,5.1615,0.0832,6598,1022,435,0,8192,0.0
203,Qwen2.5-VL-3B,,506.32,68.94,575.26,0.601,121,2,123,1,Yes,yes,Is a water area present?,6.37,6.83,14.19,61.5,7.04,0.0582,3.5221,0.0573,6603,1017,435,0,8192,0.0
204,Qwen2.5-VL-3B,,642.63,300.89,943.52,0.964,122,5,127,0,1000,30,What is the amount of roads?,6.54,6.83,14.74,61.3,13.30,0.1090,2.6601,0.1047,6610,1010,435,0,8192,0.0
205,Qwen2.5-VL-3B,,637.50,77.82,715.33,0.742,122,2,124,0,Yes,no,Is there a circular nature reserve?,5.60,6.75,13.29,61.2,9.25,0.0759,4.6270,0.0746,6610,1010,435,0,8192,0.0
206,Qwen2.5-VL-3B,,574.33,70.38,644.71,0.671,122,2,124,1,1,1,How many water areas are there?,6.20,6.71,14.09,61.3,8.48,0.0695,4.2401,0.0684,6613,1007,436,0,8192,0.0
207,Qwen2.5-VL-3B,,586.17,67.24,653.41,0.683,127,2,129,0,1,0,What is the amount of medium water areas in the image?,6.25,6.75,14.01,61.4,8.37,0.0659,4.1835,0.0649,6618,1002,436,0,8192,0.0
208,Qwen2.5-VL-3B,,640.24,68.07,708.30,0.735,123,2,125,0,Yes,no,Are there less roads than water areas?,6.56,6.90,14.67,61.4,10.28,0.0835,5.1381,0.0822,6616,1004,437,0,8192,0.0
209,Qwen2.5-VL-3B,,498.03,68.96,566.99,0.602,120,2,122,1,Yes,yes,Is there a road?,6.37,6.98,14.18,61.5,8.50,0.0708,4.2501,0.0697,6625,995,437,0,8192,0.0
210,Qwen2.5-VL-3B,,579.54,66.95,646.49,0.673,125,2,127,1,3,3,How many grass areas are there in the image?,6.25,6.83,14.00,61.3,8.40,0.0672,4.1990,0.0661,6630,990,435,0,8192,0.0
211,Qwen2.5-VL-3B,,662.72,69.06,731.78,0.753,124,2,126,1,Yes,yes,Are there more nature reserves than water areas?,6.43,6.71,14.46,61.4,10.12,0.0816,5.0576,0.0803,6631,989,434,0,8192,0.0
212,Qwen2.5-VL-3B,,604.97,64.66,669.63,0.697,127,2,129,1,Yes,yes,Is a road at the top of a  forest present?,6.33,6.67,14.29,61.4,8.60,0.0677,4.3002,0.0667,6636,984,434,0,8192,0.0
213,Qwen2.5-VL-3B,,660.25,69.55,729.79,0.758,124,2,126,1,Yes,yes,Is a small forest present in the image?,6.55,6.79,14.78,61.5,10.38,0.0837,5.1877,0.0823,6643,977,434,0,8192,0.0
214,Qwen2.5-VL-3B,,493.41,70.80,564.22,0.594,123,2,125,0,Yes,no,Are there more water areas than roads?,6.13,6.79,13.89,61.6,6.95,0.0565,3.4736,0.0556,6644,976,434,0,8192,0.0
215,Qwen2.5-VL-3B,,543.29,67.32,610.61,0.634,121,2,123,0,Yes,no,Is there a circular road?,6.64,6.90,14.67,61.4,8.82,0.0729,4.4085,0.0717,6651,969,434,0,8192,0.0
216,Qwen2.5-VL-3B,,494.47,64.78,559.25,0.584,123,2,125,0,1,0,How many large water areas are there?,6.17,6.79,13.87,61.8,6.95,0.0565,3.4725,0.0556,6652,968,434,0,8192,0.0
217,Qwen2.5-VL-3B,,635.35,69.08,704.44,0.728,128,2,130,1,Yes,yes,Is a water area at the top of a  forest present?,6.59,6.83,14.61,61.7,10.24,0.0800,5.1216,0.0788,6652,968,434,0,8192,0.0
218,Qwen2.5-VL-3B,,593.54,298.17,891.71,0.921,122,5,127,0,1000,3,How many nature reserves are there?,6.46,6.83,14.45,61.7,13.01,0.1066,2.6010,0.1024,6652,968,434,0,8192,0.0
219,Qwen2.5-VL-3B,,618.23,67.48,685.71,0.711,131,2,133,0,Yes,no,Is the number of water areas equal to the number of forests in the image?,6.23,6.67,14.37,61.6,10.08,0.0769,5.0390,0.0758,6654,966,434,0,8192,0.0
220,Qwen2.5-VL-3B,,603.38,66.29,669.67,0.696,130,2,132,1,1,1,What is the amount of water areas on the left of a  road?,6.19,6.63,14.18,61.5,8.53,0.0656,4.2645,0.0646,6658,962,434,0,8192,0.0
221,Qwen2.5-VL-3B,,665.70,68.28,733.98,0.756,123,2,125,0,No,yes,Are there more forests than water areas?,6.51,6.83,14.76,61.6,10.35,0.0842,5.1768,0.0828,6663,957,435,0,8192,0.0
222,Qwen2.5-VL-3B,,497.36,68.41,565.76,0.589,122,2,124,1,Yes,yes,Is a rectangular water area present?,6.31,6.79,14.21,61.5,7.06,0.0579,3.5300,0.0569,6671,949,435,0,8192,0.0
223,Qwen2.5-VL-3B,,544.50,65.40,609.91,0.633,121,2,123,1,Yes,yes,Is there a grass area?,6.67,6.94,14.64,61.7,8.79,0.0726,4.3939,0.0714,6676,944,435,0,8192,0.0
224,Qwen2.5-VL-3B,,576.92,223.83,800.74,0.823,124,4,128,0,100,3,What is the amount of large nature reserves?,6.28,6.90,14.07,61.8,11.33,0.0914,2.8329,0.0885,6676,944,435,0,8192,0.0
225,Qwen2.5-VL-3B,,489.22,65.21,554.43,0.585,122,2,124,0,1,0,How many medium roads are there?,5.92,6.75,13.65,61.9,6.82,0.0559,3.4089,0.0550,6676,944,435,0,8192,0.0
226,Qwen2.5-VL-3B,,643.78,67.14,710.92,0.733,124,2,126,0,Yes,no,Are there more square roads than water areas?,6.54,6.87,14.70,61.5,10.30,0.0831,5.1501,0.0817,6683,937,435,0,8192,0.0
227,Qwen2.5-VL-3B,,591.91,67.26,659.17,0.681,123,2,125,1,1,1,What is the number of circular forests?,6.34,6.75,14.28,61.7,8.55,0.0695,4.2743,0.0684,6683,937,434,0,8192,0.0
228,Qwen2.5-VL-3B,,544.89,70.13,615.02,0.644,127,2,129,1,No,no,Is the number of roads equal to the number of forests?,6.63,6.83,14.67,61.7,8.81,0.0694,4.4064,0.0683,6685,935,434,0,8192,0.0
229,Qwen2.5-VL-3B,,580.12,67.98,648.10,0.669,124,2,126,1,1,1,What is the number of circular water areas?,6.23,6.79,14.05,61.8,8.41,0.0679,4.2074,0.0668,6688,932,434,0,8192,0.0
230,Qwen2.5-VL-3B,,484.81,67.80,552.61,0.579,123,2,125,1,Yes,yes,Are there more roads than water areas?,6.20,6.90,13.84,61.5,6.91,0.0561,3.4527,0.0552,6688,932,434,0,8192,0.0
231,Qwen2.5-VL-3B,,648.64,70.74,719.38,0.743,124,2,126,1,Yes,yes,Is a nature reserve present in the image?,6.53,6.90,14.74,61.5,10.34,0.0834,5.1705,0.0821,6693,927,434,0,8192,0.0
232,Qwen2.5-VL-3B,,603.01,143.78,746.79,0.775,130,3,133,0,10,5,What is the number of roads at the bottom of the  water area?,6.37,6.79,14.34,61.8,10.08,0.0776,3.3605,0.0758,6693,927,434,0,8192,0.0
233,Qwen2.5-VL-3B,,591.67,64.13,655.80,0.682,122,2,124,1,Yes,yes,Are there more roads than forests?,6.28,6.71,14.30,61.8,8.59,0.0704,4.2939,0.0693,6696,924,434,0,8192,0.0
234,Qwen2.5-VL-3B,,677.22,67.33,744.54,0.770,129,2,131,1,No,no,Is the number of water areas equal to the number of grass areas?,6.43,6.67,14.75,61.8,10.36,0.0803,5.1779,0.0791,6701,919,435,0,8192,0.0
235,Qwen2.5-VL-3B,,494.62,70.42,565.04,0.595,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,6.31,6.90,14.14,61.8,7.08,0.0553,3.5378,0.0544,6704,916,435,0,8192,0.0
236,Qwen2.5-VL-3B,,642.51,68.20,710.71,0.734,123,2,125,0,Yes,no,Are there more grass areas than roads?,6.57,6.87,14.74,61.7,10.33,0.0840,5.1666,0.0827,6707,913,435,0,8192,0.0
237,Qwen2.5-VL-3B,,593.55,69.79,663.34,0.686,123,2,125,1,Yes,yes,Are there less water areas than roads?,6.20,6.67,14.08,61.6,8.48,0.0689,4.2391,0.0678,6707,913,435,0,8192,0.0
238,Qwen2.5-VL-3B,,653.29,141.71,795.00,0.824,123,3,126,0,10,3,What is the amount of rectangular forests?,6.50,6.79,14.73,61.8,11.81,0.0960,3.9373,0.0937,6712,908,435,0,8192,0.0
239,Qwen2.5-VL-3B,,583.70,142.93,726.64,0.755,122,3,125,0,10,1,How many small forests are there?,6.24,6.83,14.16,61.8,9.91,0.0812,3.3031,0.0793,6718,902,435,0,8192,0.0
240,Qwen2.5-VL-3B,,611.75,67.70,679.45,0.705,128,2,130,1,No,no,Is the number of grass areas equal to the number of roads?,6.32,6.75,14.36,61.8,10.04,0.0784,5.0204,0.0772,6724,896,435,0,8192,0.0
241,Qwen2.5-VL-3B,,586.74,64.60,651.34,0.680,124,2,126,1,1,1,What is the number of square water areas?,6.30,6.79,14.21,61.8,8.53,0.0688,4.2670,0.0677,6730,890,435,0,8192,0.0
242,Qwen2.5-VL-3B,,548.52,67.90,616.43,0.641,122,2,124,0,Yes,no,Are there less roads than forests?,6.58,6.71,14.71,61.9,8.85,0.0725,4.4236,0.0713,6735,885,435,0,8192,0.0
