question_id,model_name,model_load_time_s,prefill_ms,decode_ms,prefill_plus_decode_ms,latency_sec,input_tokens,output_tokens,total_tokens,correct,model_response,ground_truth,question_text,avg_gpu_cv_w,max_gpu_cv_w,avg_power_in_w,max_gpu_temp_c,energy_total_j,energy_per_input_token_j,energy_per_output_token_j,energy_per_total_token_j,ram_used_mb,ram_free_mb,swap_used_mb,kv_n_past,kv_n_ctx,kv_peak_occupancy
121,Qwen2.5-VL-3B,,502.51,376.30,878.81,0.906,122,6,128,0,10000,90,What is the amount of forests?,6.43,6.87,14.40,60.0,12.98,0.1064,2.1640,0.1014,6288,1332,368,0,8192,0.0
122,Qwen2.5-VL-3B,,498.65,77.58,576.23,0.602,124,2,126,0,Yes,no,Are there less residential buildings than water areas?,6.13,6.75,14.15,60.2,8.52,0.0687,4.2608,0.0676,6292,1328,368,0,8192,0.0
123,Qwen2.5-VL-3B,,494.44,67.39,561.83,0.589,123,2,125,0,1,14,What is the number of water areas?,6.05,6.83,13.75,60.3,6.89,0.0560,3.4455,0.0551,6292,1328,368,0,8192,0.0
124,Qwen2.5-VL-3B,,539.20,68.96,608.16,0.635,127,2,129,1,No,no,Is the number of buildings equal to the number of roads?,6.58,6.87,14.61,60.1,8.80,0.0693,4.4004,0.0682,6292,1328,367,0,8192,0.0
125,Qwen2.5-VL-3B,,570.87,65.72,636.58,0.655,129,2,131,1,No,no,Is the number of grass areas equal to the number of water areas?,6.32,6.79,14.11,60.0,8.49,0.0658,4.2462,0.0648,6292,1328,367,0,8192,0.0
126,Qwen2.5-VL-3B,,570.90,69.98,640.88,0.666,123,2,125,0,Yes,no,Are there more water areas than roads?,6.24,6.83,13.97,60.1,8.35,0.0679,4.1752,0.0668,6292,1328,367,0,8192,0.0
127,Qwen2.5-VL-3B,,572.69,220.05,792.74,0.817,123,4,127,0,100,5,What is the amount of orchards?,6.38,6.90,14.23,60.1,11.42,0.0928,2.8539,0.0899,6297,1323,367,0,8192,0.0
128,Qwen2.5-VL-3B,,571.56,64.65,636.21,0.664,123,2,125,1,Yes,yes,Are there more roads than water areas?,6.20,6.87,14.08,60.0,8.47,0.0689,4.2364,0.0678,6301,1319,367,0,8192,0.0
129,Qwen2.5-VL-3B,,569.92,65.76,635.68,0.659,124,2,126,0,Yes,no,Are there more small commercial buildings than forests?,6.26,6.83,14.00,60.1,8.37,0.0675,4.1833,0.0664,6306,1314,367,0,8192,0.0
130,Qwen2.5-VL-3B,,579.19,67.21,646.39,0.693,129,2,131,1,No,no,Is the number of water areas equal to the number of circular roads?,6.15,6.87,13.81,60.2,8.27,0.0641,4.1350,0.0631,6311,1309,367,0,8192,0.0
131,Qwen2.5-VL-3B,,553.33,225.14,778.46,0.805,124,4,128,0,100,0,What is the amount of square residential buildings?,6.64,6.87,14.78,60.4,11.85,0.0956,2.9625,0.0926,6306,1314,374,0,8192,0.0
132,Qwen2.5-VL-3B,,588.62,64.68,653.30,0.684,128,2,130,1,No,no,Is the number of grass areas equal to the number of buildings?,6.12,6.71,14.07,60.3,8.41,0.0657,4.2026,0.0647,6314,1306,374,0,8192,0.0
133,Qwen2.5-VL-3B,,641.45,69.47,710.92,0.736,122,2,124,1,Yes,yes,Is a rectangular farmland present?,6.48,6.79,14.69,60.3,10.30,0.0844,5.1493,0.0831,6314,1306,374,0,8192,0.0
134,Qwen2.5-VL-3B,,596.21,144.39,740.60,0.768,122,3,125,0,10,126,How many grass areas are there?,6.35,6.75,14.35,60.3,10.05,0.0824,3.3497,0.0804,6321,1299,374,0,8192,0.0
135,Qwen2.5-VL-3B,,587.80,220.71,808.51,0.836,122,4,126,0,100,63,How many large forests are there?,6.33,6.79,14.40,60.3,11.51,0.0943,2.8770,0.0913,6327,1293,374,0,8192,0.0
136,Qwen2.5-VL-3B,,578.74,375.42,954.16,0.990,125,6,131,0,10000,77,What is the amount of large farmlands?,6.25,6.75,14.29,60.4,12.85,0.1028,2.1421,0.0981,6332,1288,374,0,8192,0.0
137,Qwen2.5-VL-3B,,655.29,77.58,732.87,0.760,123,2,125,0,1,76,How many large grass areas are there?,6.22,6.51,14.76,60.2,10.34,0.0840,5.1685,0.0827,6337,1283,374,0,8192,0.0
138,Qwen2.5-VL-3B,,591.63,66.35,657.98,0.680,123,2,125,1,Yes,yes,Are there less water areas than forests?,6.17,6.71,14.23,60.4,8.53,0.0693,4.2639,0.0682,6342,1278,374,0,8192,0.0
139,Qwen2.5-VL-3B,,641.65,69.64,711.29,0.739,122,2,124,0,Yes,no,Are there less roads than forests?,6.43,6.71,14.75,60.3,10.35,0.0848,5.1750,0.0835,6347,1273,374,0,8192,0.0
140,Qwen2.5-VL-3B,,576.27,68.90,645.17,0.708,122,2,124,1,Yes,yes,Is there a medium commercial building?,6.16,6.87,13.99,60.3,9.80,0.0804,4.9019,0.0791,6352,1268,374,0,8192,0.0
141,Qwen2.5-VL-3B,,591.15,296.49,887.64,0.914,124,5,129,0,1000,78,What is the number of farmlands?,6.48,6.87,14.44,60.4,13.00,0.1048,2.6001,0.1008,6346,1274,387,0,8192,0.0
142,Qwen2.5-VL-3B,,595.51,154.60,750.11,0.777,127,3,130,0,10,217,What is the number of small residential buildings in the image?,6.26,6.71,14.38,60.6,10.08,0.0794,3.3612,0.0776,6352,1268,387,0,8192,0.0
143,Qwen2.5-VL-3B,,499.48,65.40,564.89,0.594,128,2,130,1,No,no,Is the number of residential buildings equal to the number of roads?,6.15,6.79,14.08,60.3,7.00,0.0547,3.5006,0.0539,6358,1262,387,0,8192,0.0
144,Qwen2.5-VL-3B,,536.74,302.19,838.93,0.864,124,5,129,0,1000,0,What is the amount of square commercial buildings?,6.63,6.87,14.70,60.5,11.77,0.0949,2.3530,0.0912,6363,1257,387,0,8192,0.0
145,Qwen2.5-VL-3B,,596.83,144.17,741.00,0.769,123,3,126,0,10,0,What is the number of medium roads?,6.20,6.63,14.34,60.6,10.04,0.0816,3.3451,0.0796,6363,1257,387,0,8192,0.0
146,Qwen2.5-VL-3B,,593.45,67.53,660.98,0.689,122,2,124,1,No,no,Is a square residential building present?,6.23,6.67,14.28,60.5,8.53,0.0699,4.2639,0.0688,6363,1257,387,0,8192,0.0
147,Qwen2.5-VL-3B,,660.75,65.75,726.50,0.753,131,2,133,1,No,no,Is the number of circular commercial buildings equal to the number of farmlands?,6.50,6.75,14.74,60.6,10.33,0.0788,5.1637,0.0776,6368,1252,387,0,8192,0.0
148,Qwen2.5-VL-3B,,605.85,218.23,824.07,0.852,132,4,136,0,100,1,What is the amount of medium farmlands on the left of a  building?,6.42,6.79,14.39,60.7,11.53,0.0873,2.8816,0.0848,6373,1247,387,0,8192,0.0
149,Qwen2.5-VL-3B,,593.30,77.56,670.86,0.698,129,2,131,1,No,no,Is the number of roads equal to the number of square residential buildings?,6.12,6.71,14.09,60.4,8.43,0.0654,4.2170,0.0644,6379,1241,387,0,8192,0.0
150,Qwen2.5-VL-3B,,644.44,65.82,710.26,0.747,121,2,123,1,1,1,How many commercials are there?,6.48,6.71,14.70,60.4,10.31,0.0852,5.1532,0.0838,6385,1235,387,0,8192,0.0
151,Qwen2.5-VL-3B,,589.99,68.04,658.03,0.689,123,2,125,1,Yes,yes,Are there more residential buildings than roads?,6.29,6.75,14.23,60.5,8.55,0.0695,4.2732,0.0684,6386,1234,387,0,8192,0.0
152,Qwen2.5-VL-3B,,658.71,70.47,729.18,0.754,123,2,125,1,0,0,How many large residential buildings are there?,6.49,6.71,14.77,60.8,10.36,0.0842,5.1780,0.0828,6394,1226,387,0,8192,0.0
153,Qwen2.5-VL-3B,,594.77,67.89,662.66,0.687,123,2,125,0,Yes,no,Are there more commercial buildings than forests?,6.20,6.63,14.22,60.7,8.56,0.0696,4.2816,0.0685,6399,1221,387,0,8192,0.0
154,Qwen2.5-VL-3B,,552.53,142.77,695.30,0.723,123,3,126,0,10,7,How many medium residential buildings are there?,6.60,6.79,14.70,60.8,10.31,0.0838,3.4355,0.0818,6406,1214,387,0,8192,0.0
155,Qwen2.5-VL-3B,,589.11,67.60,656.71,0.681,124,2,126,1,Yes,yes,Are there more residential buildings than water areas?,6.28,6.71,14.28,60.6,8.58,0.0692,4.2898,0.0681,6410,1210,387,0,8192,0.0
156,Qwen2.5-VL-3B,,537.78,64.52,602.30,0.637,121,2,123,1,No,no,Is a circular building present?,6.59,6.75,14.67,60.8,8.81,0.0728,4.4039,0.0716,6410,1210,387,0,8192,0.0
157,Qwen2.5-VL-3B,,572.80,69.28,642.08,0.664,122,2,124,0,Yes,no,Are there less buildings than roads?,6.25,6.87,13.99,60.8,8.39,0.0687,4.1937,0.0676,6415,1205,387,0,8192,0.0
158,Qwen2.5-VL-3B,,575.49,69.53,645.01,0.672,124,2,126,0,1,9,What is the number of rectangular water areas?,6.13,6.75,13.95,60.6,8.39,0.0677,4.1971,0.0666,6415,1205,387,0,8192,0.0
159,Qwen2.5-VL-3B,,624.05,67.30,691.35,0.745,122,2,124,0,0,1,How many large buildings are there?,6.52,6.87,14.59,60.8,10.22,0.0838,5.1096,0.0824,6421,1199,387,0,8192,0.0
160,Qwen2.5-VL-3B,,587.70,65.50,653.20,0.682,125,2,127,0,No,yes,Is a rectangular residential building present in the image?,6.33,6.75,14.23,60.7,8.51,0.0681,4.2555,0.0670,6417,1203,396,0,8192,0.0
161,Qwen2.5-VL-3B,,649.40,68.20,717.60,0.746,125,2,127,0,Yes,no,Are there more circular grass areas than commercial buildings?,6.52,6.83,14.71,60.8,10.31,0.0825,5.1539,0.0812,6422,1198,396,0,8192,0.0
162,Qwen2.5-VL-3B,,596.95,67.73,664.68,0.693,123,2,125,0,Yes,no,Are there less residential buildings than roads?,6.29,6.75,14.26,60.8,8.55,0.0695,4.2770,0.0684,6427,1193,396,0,8192,0.0
163,Qwen2.5-VL-3B,,656.22,145.65,801.87,0.830,123,3,126,0,10,2,How many small commercial buildings are there?,6.49,6.75,14.78,60.7,11.86,0.0964,3.9525,0.0941,6433,1187,396,0,8192,0.0
164,Qwen2.5-VL-3B,,576.06,70.37,646.42,0.681,125,2,127,1,Yes,yes,Are there less square residential buildings than residential buildings?,6.10,6.67,14.05,60.9,8.46,0.0677,4.2296,0.0666,6438,1182,396,0,8192,0.0
165,Qwen2.5-VL-3B,,648.57,68.10,716.67,0.743,123,2,125,0,1,2,How many circular grass areas are there?,6.45,6.75,14.71,61.0,10.31,0.0838,5.1552,0.0825,6443,1177,396,0,8192,0.0
166,Qwen2.5-VL-3B,,498.26,67.93,566.19,0.598,129,2,131,1,No,no,Is the number of commercial buildings equal to the number of water areas?,6.29,6.83,14.14,60.7,7.03,0.0545,3.5138,0.0536,6449,1171,396,0,8192,0.0
167,Qwen2.5-VL-3B,,650.84,68.58,719.43,0.746,131,2,133,0,3,14,What is the number of water areas on the right of a  residential building?,6.56,6.94,14.68,61.1,10.28,0.0785,5.1419,0.0773,6454,1166,396,0,8192,0.0
168,Qwen2.5-VL-3B,,595.74,67.90,663.64,0.692,127,2,129,1,No,no,Is the number of buildings equal to the number of forests?,6.30,6.75,14.22,61.0,8.51,0.0670,4.2538,0.0660,6454,1166,396,0,8192,0.0
169,Qwen2.5-VL-3B,,665.35,68.79,734.14,0.760,137,2,139,1,No,no,Is the number of residential buildings equal to the number of water areas on the right of a  residential building?,6.51,6.87,14.74,60.9,10.33,0.0754,5.1639,0.0743,6459,1161,396,0,8192,0.0
170,Qwen2.5-VL-3B,,599.11,67.33,666.44,0.695,123,2,125,1,Yes,yes,Are there less medium buildings than roads?,6.24,6.71,14.25,60.9,8.54,0.0694,4.2699,0.0683,6465,1155,396,0,8192,0.0
171,Qwen2.5-VL-3B,,659.47,71.07,730.54,0.757,129,2,131,1,No,no,Is the number of water areas equal to the number of residential buildings?,6.51,6.79,14.76,61.1,10.34,0.0802,5.1713,0.0790,6470,1150,396,0,8192,0.0
172,Qwen2.5-VL-3B,,583.48,66.92,650.40,0.707,121,2,123,1,No,no,Is there a circular road?,6.26,6.75,14.15,61.1,9.91,0.0819,4.9530,0.0805,6476,1144,396,0,8192,0.0
173,Qwen2.5-VL-3B,,594.90,67.79,662.70,0.687,122,2,124,0,1,130,How many rectangular buildings are there?,6.17,6.67,14.05,60.9,8.47,0.0694,4.2343,0.0683,6467,1153,411,0,8192,0.0
174,Qwen2.5-VL-3B,,663.54,68.58,732.12,0.756,130,2,132,1,No,no,Is the number of commercial buildings equal to the number of farmlands?,6.50,6.79,14.72,60.9,10.32,0.0794,5.1578,0.0781,6475,1145,411,0,8192,0.0
175,Qwen2.5-VL-3B,,495.15,68.12,563.27,0.591,122,2,124,1,Yes,yes,Are there more buildings than roads?,6.34,6.83,14.15,61.1,7.04,0.0577,3.5212,0.0568,6481,1139,410,0,8192,0.0
176,Qwen2.5-VL-3B,,642.00,69.44,711.44,0.734,125,2,127,0,Yes,no,Are there more commercial buildings than farmlands?,6.60,7.02,14.66,61.1,10.27,0.0822,5.1369,0.0809,6486,1134,410,0,8192,0.0
177,Qwen2.5-VL-3B,,601.67,64.83,666.51,0.694,131,2,133,0,0,5,What is the number of commercial buildings at the top of a  water area?,6.32,6.75,14.26,61.0,8.55,0.0652,4.2727,0.0643,6486,1134,410,0,8192,0.0
178,Qwen2.5-VL-3B,,655.04,64.73,719.77,0.745,123,2,125,0,1,2,How many large water areas are there?,6.51,6.87,14.77,60.9,10.35,0.0842,5.1769,0.0828,6491,1129,410,0,8192,0.0
179,Qwen2.5-VL-3B,,596.68,68.29,664.97,0.693,124,2,126,0,Yes,no,Are there more commercial buildings than water areas?,6.32,6.67,14.28,61.0,8.60,0.0693,4.2995,0.0682,6496,1124,410,0,8192,0.0
180,Qwen2.5-VL-3B,,667.57,68.01,735.58,0.761,128,2,130,1,No,no,Is the number of buildings equal to the number of large roads?,6.50,6.79,14.76,61.2,10.35,0.0809,5.1756,0.0796,6501,1119,410,0,8192,0.0
181,Qwen2.5-VL-3B,,601.94,67.31,669.24,0.698,133,2,135,1,No,no,Is the number of farmlands equal to the number of residential buildings in the image?,6.16,6.71,14.02,61.1,8.43,0.0634,4.2164,0.0625,6506,1114,410,0,8192,0.0
182,Qwen2.5-VL-3B,,657.99,67.20,725.18,0.753,122,2,124,1,No,no,Is there a circular commercial building?,6.52,6.75,14.73,61.3,10.33,0.0847,5.1655,0.0833,6511,1109,410,0,8192,0.0
183,Qwen2.5-VL-3B,,592.84,69.15,661.99,0.686,122,2,124,0,1,0,How many circular roads are there?,6.28,6.67,14.26,61.0,8.54,0.0700,4.2678,0.0688,6518,1102,409,0,8192,0.0
184,Qwen2.5-VL-3B,,641.79,222.08,863.87,0.898,124,4,128,0,100,3,What is the amount of medium commercial buildings?,6.54,6.83,14.72,61.2,11.79,0.0951,2.9472,0.0921,6523,1097,409,0,8192,0.0
185,Qwen2.5-VL-3B,,592.65,68.25,660.90,0.698,122,2,124,1,0,0,How many circular buildings are there?,6.15,6.63,14.24,61.2,8.51,0.0698,4.2555,0.0686,6528,1092,409,0,8192,0.0
186,Qwen2.5-VL-3B,,674.10,68.52,742.62,0.774,132,2,134,0,Yes,no,Are there more water areas on the left of a  farmland than water areas?,6.43,6.71,14.73,61.0,10.33,0.0783,5.1646,0.0771,6528,1092,414,0,8192,0.0
187,Qwen2.5-VL-3B,,595.96,66.81,662.76,0.689,122,2,124,0,1,0,How many square buildings are there?,6.27,6.71,14.29,61.3,8.55,0.0701,4.2738,0.0689,6537,1083,414,0,8192,0.0
188,Qwen2.5-VL-3B,,650.73,64.71,715.44,0.742,122,2,124,1,No,no,Is a square commercial building present?,6.50,6.83,14.72,61.1,10.32,0.0846,5.1614,0.0832,6539,1081,414,0,8192,0.0
189,Qwen2.5-VL-3B,,499.26,68.90,568.16,0.598,128,2,130,1,No,no,Is the number of roads equal to the number of water areas?,6.32,6.87,14.11,61.3,7.04,0.0550,3.5213,0.0542,6543,1077,414,0,8192,0.0
190,Qwen2.5-VL-3B,,642.04,68.33,710.37,0.732,122,2,124,1,Yes,yes,Is there a medium grass area?,6.56,6.90,14.74,61.1,10.33,0.0847,5.1641,0.0833,6548,1072,414,0,8192,0.0
191,Qwen2.5-VL-3B,,493.74,65.93,559.67,0.592,123,2,125,1,0,0,How many circular residential buildings are there?,6.34,6.94,14.14,61.3,7.07,0.0575,3.5357,0.0566,6548,1072,414,0,8192,0.0
192,Qwen2.5-VL-3B,,644.36,68.97,713.33,0.738,121,2,123,0,Yes,no,Is a medium road present?,6.53,6.79,14.72,61.2,10.33,0.0854,5.1657,0.0840,6553,1067,414,0,8192,0.0
193,Qwen2.5-VL-3B,,597.49,69.89,667.38,0.694,124,2,126,0,Yes,no,Are there less grass areas than circular roads?,6.14,6.63,14.06,61.2,8.45,0.0682,4.2262,0.0671,6554,1066,414,0,8192,0.0
194,Qwen2.5-VL-3B,,676.15,68.21,744.37,0.766,131,2,133,0,0,10,What is the amount of water areas at the top of a  commercial building?,6.46,6.75,14.73,61.3,10.33,0.0789,5.1654,0.0777,6559,1061,414,0,8192,0.0
195,Qwen2.5-VL-3B,,603.01,67.25,670.27,0.697,131,2,133,1,Yes,yes,Are there more water areas than commercial buildings at the bottom of a  forest?,6.32,6.71,14.28,61.3,8.53,0.0651,4.2673,0.0642,6558,1062,424,0,8192,0.0
196,Qwen2.5-VL-3B,,670.55,66.58,737.13,0.762,128,2,130,0,Yes,no,Is there a forest at the bottom of a  large road?,6.50,6.79,14.73,61.4,10.33,0.0807,5.1641,0.0794,6566,1054,424,0,8192,0.0
197,Qwen2.5-VL-3B,,584.97,71.01,655.98,0.697,125,2,127,0,Yes,no,Are there less rectangular grass areas than water areas?,6.24,6.71,14.18,61.4,8.47,0.0678,4.2371,0.0667,6572,1048,424,0,8192,0.0
198,Qwen2.5-VL-3B,,658.40,222.87,881.27,0.907,124,4,128,0,100,0,What is the amount of circular commercial buildings?,6.50,6.83,14.75,61.3,13.30,0.1072,3.3243,0.1039,6579,1041,428,0,8192,0.0
199,Qwen2.5-VL-3B,,598.95,67.61,666.56,0.695,123,2,125,1,Yes,yes,Are there more buildings than grass areas?,6.16,6.63,14.29,61.3,8.54,0.0694,4.2678,0.0683,6582,1038,428,0,8192,0.0
200,Qwen2.5-VL-3B,,553.02,146.60,699.63,0.734,124,3,127,1,Rural,rural,Is it a rural or an urban area,6.57,6.79,14.67,61.5,10.29,0.0830,3.4289,0.0810,6587,1033,428,0,8192,0.0
201,Qwen2.5-VL-3B,,594.37,68.53,662.91,0.686,123,2,125,1,Yes,yes,Is there a forest in the image?,6.29,6.75,14.31,61.5,8.58,0.0697,4.2896,0.0686,6594,1026,428,0,8192,0.0
202,Qwen2.5-VL-3B,,653.23,69.82,723.05,0.750,122,2,124,0,1,13,What is the number of forests?,6.47,6.83,14.76,61.5,10.35,0.0848,5.1742,0.0835,6594,1026,428,0,8192,0.0
203,Qwen2.5-VL-3B,,495.50,70.37,565.87,0.597,121,2,123,1,Yes,yes,Is a water area present?,6.30,6.75,14.14,61.4,7.07,0.0584,3.5341,0.0575,6596,1024,428,0,8192,0.0
204,Qwen2.5-VL-3B,,642.28,299.61,941.90,0.965,122,5,127,0,1000,30,What is the amount of roads?,6.60,6.79,14.75,61.5,13.30,0.1090,2.6594,0.1047,6599,1021,428,0,8192,0.0
205,Qwen2.5-VL-3B,,613.73,69.60,683.33,0.710,122,2,124,0,Yes,no,Is there a circular nature reserve?,5.96,6.83,13.89,61.5,9.70,0.0795,4.8512,0.0782,6599,1021,428,0,8192,0.0
206,Qwen2.5-VL-3B,,590.92,71.31,662.24,0.690,122,2,124,1,1,1,How many water areas are there?,6.32,6.71,14.26,61.5,8.58,0.0703,4.2900,0.0692,6594,1026,440,0,8192,0.0
207,Qwen2.5-VL-3B,,665.66,69.62,735.28,0.758,127,2,129,0,1,0,What is the amount of medium water areas in the image?,6.56,6.87,14.75,61.6,10.34,0.0814,5.1680,0.0801,6605,1015,440,0,8192,0.0
208,Qwen2.5-VL-3B,,591.24,67.89,659.13,0.687,123,2,125,0,Yes,no,Are there less roads than water areas?,6.33,6.75,14.31,61.6,8.56,0.0696,4.2794,0.0685,6612,1008,440,0,8192,0.0
209,Qwen2.5-VL-3B,,549.60,70.31,619.91,0.650,120,2,122,1,Yes,yes,Is there a road?,6.57,6.83,14.68,61.5,8.81,0.0734,4.4052,0.0722,6618,1002,440,0,8192,0.0
210,Qwen2.5-VL-3B,,572.73,67.78,640.51,0.664,125,2,127,1,3,3,How many grass areas are there in the image?,6.11,6.75,13.82,61.6,8.32,0.0666,4.1608,0.0655,6618,1002,439,0,8192,0.0
211,Qwen2.5-VL-3B,,586.54,68.54,655.08,0.682,124,2,126,1,Yes,yes,Are there more nature reserves than water areas?,6.19,6.83,13.91,61.6,8.32,0.0671,4.1602,0.0660,6618,1002,439,0,8192,0.0
212,Qwen2.5-VL-3B,,657.08,67.58,724.66,0.750,127,2,129,1,Yes,yes,Is a road at the top of a  forest present?,6.62,6.98,14.74,61.5,10.33,0.0813,5.1626,0.0800,6622,998,452,0,8192,0.0
213,Qwen2.5-VL-3B,,589.02,69.89,658.91,0.691,124,2,126,1,Yes,yes,Is a small forest present in the image?,6.33,6.67,14.25,61.6,8.56,0.0691,4.2819,0.0680,6630,990,451,0,8192,0.0
214,Qwen2.5-VL-3B,,550.91,68.03,618.94,0.649,123,2,125,0,Yes,no,Are there more water areas than roads?,6.61,6.75,14.70,61.7,8.84,0.0719,4.4191,0.0707,6631,989,451,0,8192,0.0
215,Qwen2.5-VL-3B,,484.19,67.75,551.94,0.575,121,2,123,0,Yes,no,Is there a circular road?,6.25,6.94,13.91,61.7,6.95,0.0574,3.4748,0.0565,6636,984,451,0,8192,0.0
216,Qwen2.5-VL-3B,,537.28,69.10,606.38,0.631,123,2,125,0,1,0,How many large water areas are there?,6.69,6.83,14.69,61.3,8.83,0.0718,4.4154,0.0706,6636,984,451,0,8192,0.0
217,Qwen2.5-VL-3B,,583.22,71.22,654.45,0.676,128,2,130,1,Yes,yes,Is a water area at the top of a  forest present?,6.29,6.90,14.07,61.7,8.46,0.0661,4.2308,0.0651,6636,984,451,0,8192,0.0
218,Qwen2.5-VL-3B,,632.01,299.68,931.69,0.965,122,5,127,0,1000,3,How many nature reserves are there?,6.54,6.75,14.63,61.7,13.19,0.1081,2.6370,0.1038,6636,984,451,0,8192,0.0
219,Qwen2.5-VL-3B,,600.14,77.74,677.88,0.705,131,2,133,0,Yes,no,Is the number of water areas equal to the number of forests in the image?,6.19,6.75,14.19,61.7,9.97,0.0761,4.9825,0.0749,6642,978,451,0,8192,0.0
220,Qwen2.5-VL-3B,,595.10,70.09,665.20,0.692,130,2,132,1,1,1,What is the amount of water areas on the left of a  road?,6.08,6.67,13.92,61.5,8.37,0.0643,4.1826,0.0634,6647,973,451,0,8192,0.0
221,Qwen2.5-VL-3B,,629.73,65.93,695.65,0.752,123,2,125,0,No,yes,Are there more forests than water areas?,6.55,6.75,14.62,61.6,10.23,0.0832,5.1173,0.0819,6654,966,451,0,8192,0.0
222,Qwen2.5-VL-3B,,497.78,65.38,563.16,0.593,122,2,124,1,Yes,yes,Is a rectangular water area present?,6.33,6.83,14.14,61.4,7.04,0.0577,3.5176,0.0567,6652,968,468,0,8192,0.0
223,Qwen2.5-VL-3B,,532.03,67.78,599.81,0.640,121,2,123,1,Yes,yes,Is there a grass area?,6.67,6.94,14.57,61.7,8.74,0.0722,4.3691,0.0710,6661,959,468,0,8192,0.0
224,Qwen2.5-VL-3B,,575.53,224.51,800.04,0.825,124,4,128,0,100,3,What is the amount of large nature reserves?,6.26,6.90,14.03,61.7,11.31,0.0912,2.8283,0.0884,6661,959,463,0,8192,0.0
225,Qwen2.5-VL-3B,,494.38,70.69,565.07,0.594,122,2,124,0,1,0,How many medium roads are there?,5.93,6.75,13.68,61.8,6.84,0.0560,3.4185,0.0551,6662,958,463,0,8192,0.0
226,Qwen2.5-VL-3B,,644.37,68.30,712.67,0.740,124,2,126,0,Yes,no,Are there more square roads than water areas?,6.54,6.87,14.68,61.8,10.28,0.0829,5.1408,0.0816,6669,951,463,0,8192,0.0
227,Qwen2.5-VL-3B,,592.87,69.95,662.81,0.689,123,2,125,1,1,1,What is the number of circular forests?,6.34,6.71,14.28,61.7,8.54,0.0694,4.2678,0.0683,6669,951,463,0,8192,0.0
228,Qwen2.5-VL-3B,,551.95,66.55,618.50,0.647,127,2,129,1,No,no,Is the number of roads equal to the number of forests?,6.60,6.87,14.71,61.9,8.83,0.0695,4.4140,0.0684,6674,946,463,0,8192,0.0
229,Qwen2.5-VL-3B,,582.97,66.85,649.82,0.670,124,2,126,1,1,1,What is the number of circular water areas?,6.16,6.75,13.91,61.8,8.38,0.0675,4.1878,0.0665,6679,941,463,0,8192,0.0
230,Qwen2.5-VL-3B,,543.43,70.21,613.64,0.641,123,2,125,1,Yes,yes,Are there more roads than water areas?,6.66,6.94,14.61,61.6,8.77,0.0713,4.3827,0.0701,6679,941,463,0,8192,0.0
231,Qwen2.5-VL-3B,,577.60,67.03,644.63,0.668,124,2,126,1,Yes,yes,Is a nature reserve present in the image?,6.26,6.79,14.04,61.6,8.40,0.0677,4.2003,0.0667,6684,936,463,0,8192,0.0
232,Qwen2.5-VL-3B,,585.21,147.46,732.67,0.761,130,3,133,0,10,5,What is the number of roads at the bottom of the  water area?,6.30,6.79,14.10,61.7,9.88,0.0760,3.2926,0.0743,6684,936,463,0,8192,0.0
233,Qwen2.5-VL-3B,,593.05,69.72,662.77,0.695,122,2,124,1,Yes,yes,Are there more roads than forests?,6.24,6.71,14.23,61.8,8.52,0.0698,4.2583,0.0687,6691,929,463,0,8192,0.0
234,Qwen2.5-VL-3B,,677.67,69.63,747.30,0.775,129,2,131,1,No,no,Is the number of water areas equal to the number of grass areas?,6.43,6.83,14.78,61.6,10.36,0.0803,5.1799,0.0791,6694,926,463,0,8192,0.0
235,Qwen2.5-VL-3B,,499.58,66.72,566.29,0.599,128,2,130,1,No,no,Is the number of forests equal to the number of water areas?,6.24,6.79,14.08,61.8,7.01,0.0547,3.5039,0.0539,6698,922,463,0,8192,0.0
236,Qwen2.5-VL-3B,,643.75,67.74,711.49,0.736,123,2,125,0,Yes,no,Are there more grass areas than roads?,6.55,6.94,14.68,61.8,10.29,0.0836,5.1441,0.0823,6703,917,463,0,8192,0.0
237,Qwen2.5-VL-3B,,589.41,67.44,656.85,0.694,123,2,125,1,Yes,yes,Are there less water areas than roads?,6.30,6.75,14.19,61.8,8.50,0.0691,4.2524,0.0680,6703,917,463,0,8192,0.0
238,Qwen2.5-VL-3B,,657.80,145.91,803.71,0.829,123,3,126,0,10,3,What is the amount of rectangular forests?,6.51,6.83,14.80,61.8,11.86,0.0965,3.9548,0.0942,6707,913,463,0,8192,0.0
239,Qwen2.5-VL-3B,,583.27,142.51,725.78,0.754,122,3,125,0,10,1,How many small forests are there?,6.24,6.79,14.23,61.8,10.01,0.0820,3.3363,0.0801,6714,906,463,0,8192,0.0
240,Qwen2.5-VL-3B,,617.12,66.65,683.77,0.707,128,2,130,1,No,no,Is the number of grass areas equal to the number of roads?,6.33,6.75,14.37,61.7,10.09,0.0789,5.0471,0.0776,6722,898,463,0,8192,0.0
241,Qwen2.5-VL-3B,,589.54,65.00,654.54,0.680,124,2,126,1,1,1,What is the number of square water areas?,6.29,6.67,14.25,61.6,8.52,0.0687,4.2591,0.0676,6729,891,463,0,8192,0.0
242,Qwen2.5-VL-3B,,545.73,66.18,611.91,0.639,122,2,124,0,Yes,no,Are there less roads than forests?,6.60,6.87,14.67,61.9,8.80,0.0722,4.4018,0.0710,6732,888,463,0,8192,0.0
